main_ServiceProvider,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_Country,main_Region,main_City,conn_Generation_Category
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-06-04 16:00:08 UTC,-46,27.9439684,-82.5416593,1638251,3072310,United States,Florida,Tampa,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-13 15:23:36 UTC,null,47.6766385,-117.0689752,26222,15621,United States,Washington,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-08 13:10:14 UTC,null,42.5257324,-71.0783793,291831,1938485,United States,Massachusetts,Wakefield,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-21 16:27:58 UTC,null,34.1999021,-81.1573497,1795,605,United States,South Carolina,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-30 18:10:38 UTC,-56,39.1761229,-77.1896731,66049,104148,United States,Maryland,Montgomery Village,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-05-28 01:58:04 UTC,-69,45.4768054,-122.6418582,4166,19470,United States,Oregon,Portland,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-31 13:15:19 UTC,-72,40.4196282,-80.0515713,3381,9764,United States,Pennsylvania,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID60,en,2017-07-28 22:25:44 UTC,-74,29.6606488,-95.0163923,7412,22394,United States,Texas,La Porte,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-09 20:54:46 UTC,null,37.1395629,-76.513675,4524,9787,United States,Virginia,Newport News,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-14 13:44:08 UTC,null,33.6876218,-84.3058675,7677,8860,United States,Georgia,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-12 04:49:47 UTC,null,45.5998716,-122.6748689,90635,3416953,United States,Oregon,Portland,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-05-26 11:47:22 UTC,-85,34.1293409,-117.9723554,0,0,United States,California,Duarte,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-31 22:12:54 UTC,-77,47.5645269,-122.6358967,1025640,29887068,United States,Washington,Bremerton,4G
Verizon Wireless,samsung,SM-G935V,ANDROID60,en,2017-07-14 16:16:08 UTC,null,34.0519112,-118.4475016,75962,76718,United States,California,Los Angeles,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-20 14:44:35 UTC,null,40.4791528,-74.4083295,6616,27237,United States,New Jersey,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-17 19:04:29 UTC,-53,27.0739007,-82.4254587,77256,3995327,United States,Florida,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-05-27 09:07:28 UTC,null,33.8332912,-117.834595,52,323,United States,California,Orange,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-20 14:18:07 UTC,-80,40.8382213,-82.2741149,1804,393,United States,Ohio,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-05-26 12:39:38 UTC,null,33.6403525,-84.4525449,120266,143163,United States,Georgia,College Park,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-21 19:30:08 UTC,-69,33.6460668,-84.4400768,4488,36760,United States,Georgia,College Park,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-13 18:33:07 UTC,-76,33.7423139,-116.3207003,2547,8226,United States,California,Palm Desert,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-12 03:07:31 UTC,null,33.2069553,-111.6785712,5972,2946,United States,Arizona,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-24 22:59:05 UTC,-83,40.7014006,-74.1861975,0,0,United States,New Jersey,Newark,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-22 03:09:33 UTC,-70,30.2067984,-93.4563033,0,0,United States,Louisiana,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-14 09:35:49 UTC,null,27.9819852,-82.7283393,853701,2214854,United States,Florida,Clearwater,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-12 23:59:38 UTC,null,33.0043439,-96.8829267,38612,70794,United States,Texas,Carrollton,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-17 16:25:17 UTC,-71,40.0806147,-75.0306306,403770,554451,United States,Pennsylvania,Philadelphia,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-27 21:57:14 UTC,-60,43.0174674,-78.2453006,48125438,48135282,United States,New York,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-26 03:04:03 UTC,null,29.5773663,-95.176283,17716,24297,United States,Texas,Houston,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-24 00:44:28 UTC,-46,41.1898513,-73.6865467,580,580,United States,New York,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-30 16:07:27 UTC,-75,33.6713021,-112.2305661,43044,88837,United States,Arizona,Peoria,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-20 22:39:22 UTC,-76,32.6528274,-97.0859517,4333,67100,United States,Texas,Arlington,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-18 16:22:20 UTC,-83,40.2543714,-74.2926852,264,264,United States,New Jersey,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-05-29 00:04:20 UTC,null,32.9148539,-80.0309616,357836,8254902,United States,South Carolina,North Charleston,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-05-26 11:29:23 UTC,null,34.1293409,-117.9723554,140,140,United States,California,Duarte,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-20 03:52:51 UTC,-79,41.1820996,-83.6689242,33636,399333,United States,Ohio,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-23 14:21:12 UTC,-87,36.3318115,-84.2313373,332,213,United States,Tennessee,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-29 15:30:25 UTC,null,35.5763238,-77.3835815,174495,151731,United States,North Carolina,Greenville,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-19 12:24:53 UTC,-76,38.6128321,-77.2546223,1135,2708,United States,Virginia,Woodbridge,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-17 06:55:46 UTC,-76,31.0584128,-97.6573541,39581,108268,United States,Texas,Harker Heights,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-28 16:58:09 UTC,null,35.2626196,-82.5089432,14771,23449,United States,North Carolina,null,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-18 08:22:25 UTC,-79,33.7967769,-117.8972541,0,0,United States,California,Anaheim,4G
Verizon Wireless,samsung,SM-G935V,ANDROID70,en,2017-07-18 14:20:32 UTC,-81,28.5870974,-81.5290404,0,0,United States,Florida,Ocoee,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-18 23:22:32 UTC,-76,42.0790805,-87.7222601,983,2204,United States,Illinois,Wilmette,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-11 01:44:22 UTC,-79,32.8037543,-97.4312063,3110,4233,United States,Texas,Fort Worth,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-26 21:24:56 UTC,null,34.4394187,-119.9372954,16225,19143,United States,California,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-28 17:37:22 UTC,null,40.1999468,-74.6600298,0,0,United States,New Jersey,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-19 11:37:50 UTC,null,34.5083077,-83.6510986,2649,6107,United States,Georgia,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-18 20:32:46 UTC,-81,39.0634164,-94.5256527,0,0,United States,Missouri,Kansas City,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-27 01:26:07 UTC,null,41.8119948,-71.3730298,0,0,United States,Rhode Island,East Providence,UNKNOWN
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-29 11:20:38 UTC,-87,40.1007064,-76.9126885,0,0,United States,Pennsylvania,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-12 18:09:40 UTC,null,46.2493794,-118.8343456,2125,1662,United States,Washington,null,UNKNOWN
Sprint,samsung,SM-G950U,ANDROID70,en,2017-06-28 12:48:54 UTC,null,42.3004924,-71.0623007,34737,84324,United States,Massachusetts,Boston,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-21 10:22:28 UTC,null,33.5262955,-116.7907721,0,0,United States,California,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-30 23:58:40 UTC,null,37.7771966,-122.1784077,0,0,United States,California,Oakland,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-17 13:20:11 UTC,-83,38.6384384,-90.5705669,0,0,United States,Missouri,Chesterfield,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-28 22:08:20 UTC,null,39.5164995,-76.6533188,0,0,United States,Maryland,null,3G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-17 20:09:07 UTC,null,36.6651315,-93.3374749,71,84,United States,Missouri,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-31 02:37:51 UTC,-72,37.6629555,-97.3387967,580,580,United States,Kansas,Wichita,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-22 02:28:12 UTC,null,29.3388583,-98.4871941,17357,87258,United States,Texas,San Antonio,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-12 02:33:33 UTC,null,40.4804781,-85.5529218,719,0,United States,Indiana,null,4G
U.S. Cellular,samsung,SM-G950U,ANDROID70,en,2017-07-13 23:58:29 UTC,-81,36.0811242,-95.8009122,17227,239692,United States,Oklahoma,Broken Arrow,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-22 15:03:29 UTC,-59,43.9522094,-92.0819613,25142,65951,United States,Minnesota,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-11 21:31:35 UTC,null,40.7345801,-73.9942169,3356,2489,United States,New York,New York,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-17 16:24:23 UTC,-82,30.0527147,-90.3671123,664,0,United States,Louisiana,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-22 02:08:27 UTC,null,41.7160701,-83.6066648,6991,8053,United States,Ohio,Toledo,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-19 20:51:29 UTC,-69,29.9848648,-95.3362024,649,792,United States,Texas,Houston,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-10 21:00:11 UTC,null,33.8184781,-84.4224263,0,0,United States,Georgia,Atlanta,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-13 16:38:00 UTC,null,41.4722422,-81.7564941,null,302524517,United States,Ohio,Cleveland,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-19 03:06:44 UTC,-76,42.2220875,-83.3501549,0,0,United States,Michigan,Romulus,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-10 21:01:36 UTC,null,34.6485808,-86.6598933,0,0,United States,Alabama,Huntsville,3G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-22 11:27:12 UTC,null,39.623927,-74.4327338,569,142,United States,New Jersey,null,3G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-12 21:05:00 UTC,-73,40.4622221,-74.4158679,0,0,United States,New Jersey,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-12 10:34:12 UTC,null,40.6442503,-73.9088734,0,0,United States,New York,New York,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-26 15:23:52 UTC,null,36.9174362,-76.3063757,560165,10276751,United States,Virginia,Norfolk,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-25 20:57:51 UTC,null,42.380851,-71.097259,5531,9611,United States,Massachusetts,Somerville,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-18 01:57:22 UTC,null,33.9130578,-84.9936173,0,0,United States,Georgia,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-25 16:29:55 UTC,null,35.0872119,-106.615628,484,104,United States,New Mexico,Albuquerque,4G
null,samsung,SM-G950U,ANDROID70,es,2017-07-30 02:26:26 UTC,null,34.2540175,-83.7505897,176,361,United States,Georgia,null,UNKNOWN
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-13 01:40:04 UTC,-85,41.4721781,-81.7569657,580,580,United States,Ohio,Cleveland,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-16 03:12:39 UTC,-80,34.2528063,-83.4685229,828741,473716,United States,Georgia,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-20 18:53:19 UTC,-79,38.8155133,-77.0645412,2529,1084,United States,Virginia,Alexandria,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-20 13:53:48 UTC,null,33.7104912,-112.2203319,91092,3844738,United States,Arizona,Peoria,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-14 07:21:40 UTC,null,34.3105605,-119.1247072,8574,23910,United States,California,null,4G
Sprint,samsung,SM-G950U,ANDROID70,en,2017-07-15 03:56:10 UTC,-82,37.807018,-122.2697642,580,580,United States,California,Oakland,4G
null,samsung,SM-G950U,ANDROID70,en,2017-07-30 02:57:57 UTC,-87,39.1884265,-77.2013638,75,203,United States,Maryland,Montgomery Village,UNKNOWN
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-17 22:34:20 UTC,null,43.5134918,-87.8253471,9231,8972,United States,Wisconsin,null,4G
null,samsung,SM-G950U,ANDROID70,en,2017-07-30 04:09:15 UTC,-39,27.5734747,-80.4028088,52680484,123105195,United States,Florida,null,UNKNOWN
null,samsung,SM-G950U,ANDROID70,en,2017-07-12 01:34:19 UTC,-61,36.0027432,-115.10733,150,696,United States,Nevada,Henderson,UNKNOWN
null,samsung,SM-G950U,ANDROID70,en,2017-07-19 19:42:28 UTC,-85,35.115963,-80.9423404,1559,7650,United States,North Carolina,Charlotte,UNKNOWN
null,samsung,SM-G950U,ANDROID70,en,2017-07-21 10:42:27 UTC,-78,42.4994676,-83.6247726,140,0,United States,Michigan,null,UNKNOWN
null,samsung,SM-G950U,ANDROID70,en,2017-07-13 22:09:32 UTC,-53,29.7171915,-95.5059743,802,1684,United States,Texas,Houston,UNKNOWN
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-06-28 23:18:37 UTC,null,33.8432499,-118.2062167,0,0,United States,California,Long Beach,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-08 07:53:16 UTC,-73,34.009284,-118.20501,0,0,United States,California,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-07 23:01:19 UTC,-67,33.943946,-118.1689876,1656,2584,United States,California,South Gate,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-20 08:51:02 UTC,-69,32.8037136,-97.2188359,4352,57600,United States,Texas,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-21 10:38:01 UTC,null,30.2027586,-97.6668494,1986,1590,United States,Texas,Austin,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-31 21:08:02 UTC,null,30.65752,-88.2371426,0,0,United States,Alabama,null,3G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-29 07:59:25 UTC,-87,38.9632628,-76.915058,0,0,United States,Maryland,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-30 20:53:26 UTC,null,47.6432898,-122.3221923,3608,6834,United States,Washington,Seattle,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-21 14:00:57 UTC,null,39.7727855,-84.0648745,1328,1555,United States,Ohio,Beavercreek,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-14 10:16:33 UTC,null,27.8824662,-82.5269018,0,0,United States,Florida,Tampa,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-14 01:56:49 UTC,null,36.1573289,-115.3336866,22023,22886,United States,Nevada,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-27 14:06:37 UTC,null,40.8451243,-73.9307179,0,0,United States,New York,New York,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-28 05:23:49 UTC,-73,40.1111702,-74.953793,0,0,United States,Pennsylvania,null,4G
Simple Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-28 22:52:15 UTC,-62,29.9001372,-95.3905195,554,369,United States,Texas,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-28 02:14:13 UTC,-72,33.9077559,-118.1400176,5591,7701,United States,California,Bellflower,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-30 22:17:25 UTC,-55,29.4005487,-97.1689563,0,0,United States,Texas,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-27 02:58:35 UTC,-76,25.9298974,-97.4268654,1646,1916,United States,Texas,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-27 09:47:46 UTC,-83,41.1026093,-74.1519342,15305,14731,United States,New Jersey,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-05-28 21:29:38 UTC,-71,25.7827778,-80.130515,0,0,United States,Florida,Miami Beach,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-23 13:01:54 UTC,-91,40.9212032,-74.7269585,2144,0,United States,New Jersey,null,3G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-13 11:28:39 UTC,-78,32.9006476,-83.7861282,2685,1818,United States,Georgia,Macon,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-27 23:30:25 UTC,-71,40.7275202,-73.9747383,0,0,United States,New York,New York,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-27 01:46:09 UTC,-67,32.8507729,-96.729986,4451,16705,United States,Texas,null,4G
T-Mobile,samsung,SM-G950U,ANDROID70,en,2017-07-26 10:01:40 UTC,null,30.1359414,-97.7665539,0,0,United States,Texas,null,4G
AT&T,samsung,SM-G950U,ANDROID70,en,2017-05-14 22:12:12 UTC,null,29.733318,-95.6329391,26546,82197,United States,Texas,Houston,4G
AT&T,samsung,SM-G950U,ANDROID70,en,2017-06-20 13:19:00 UTC,null,35.1459514,-79.0367841,12976,15020,United States,North Carolina,Fort Bragg,4G
AT&T,samsung,SM-G950U,ANDROID70,en,2017-07-19 14:22:21 UTC,null,33.6129202,-112.4195539,135979,2625617,United States,Arizona,Surprise,4G
AT&T,samsung,SM-G950U,ANDROID70,en,2017-07-31 07:56:25 UTC,null,32.9068014,-97.0675551,12566,15790,United States,Texas,Grapevine,4G
AT&T,samsung,SM-G950U,ANDROID70,en,2017-07-29 17:49:30 UTC,-64,38.2923918,-77.5176914,1277208,11273391,United States,Virginia,null,4G
AT&T,samsung,SM-G950U,ANDROID70,en,2017-07-22 22:45:53 UTC,-99,40.6707496,-74.5032975,0,0,United States,New Jersey,null,3G
AT&T,samsung,SM-G950U,ANDROID70,en,2017-07-26 14:03:14 UTC,-72,28.6253211,-81.3459085,580,580,United States,Florida,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-18 18:39:33 UTC,-82,41.0825378,-85.5899892,652,724,United States,Indiana,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-17 05:17:08 UTC,null,45.595136,-94.1713062,580,580,United States,Minnesota,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-18 21:17:48 UTC,null,41.0102084,-74.1757397,305397,3989877,United States,New Jersey,Wyckoff,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-30 08:39:49 UTC,-79,33.0255649,-80.0381341,0,0,United States,South Carolina,Goose Creek,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-15 07:09:23 UTC,-65,42.7426933,-84.6598638,580,580,United States,Michigan,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-23 23:04:50 UTC,-50,42.3532088,-71.0497231,0,0,United States,Massachusetts,Boston,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-14 20:29:20 UTC,null,44.0870585,-92.5026502,30992,116341,United States,Minnesota,Rochester,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-12 00:00:24 UTC,-60,44.2700074,-123.160906,118945,2066758,United States,Oregon,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-18 15:42:03 UTC,-36,33.2901332,-111.7040898,80899,116401,United States,Arizona,Gilbert,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-16 10:45:31 UTC,-71,30.8230072,-88.0958337,580,580,United States,Alabama,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-31 18:18:46 UTC,-64,37.6396224,-122.0969585,0,0,United States,California,Hayward,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-28 15:46:26 UTC,-70,37.7641862,-122.4717679,6043,23831,United States,California,San Francisco,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-30 00:17:13 UTC,null,35.1827865,-106.5777086,26062,70049,United States,New Mexico,Albuquerque,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-05-27 00:08:36 UTC,-54,33.8088468,-84.3946526,104,335,United States,Georgia,Atlanta,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-20 12:32:40 UTC,null,41.4038579,-95.8995389,52,0,United States,Iowa,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-05-25 19:37:57 UTC,-78,40.3360486,-74.5422646,0,0,United States,New Jersey,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-25 20:52:31 UTC,null,39.9001134,-104.7679552,282,353,United States,Colorado,Commerce City,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-16 18:08:39 UTC,-74,43.0595949,-78.9901518,144,918,United States,New York,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-13 20:21:39 UTC,-83,34.986939,-110.0392667,1015,1147,United States,Arizona,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-24 15:14:46 UTC,null,43.0272991,-86.1735082,66157,142270,United States,Michigan,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-31 15:15:32 UTC,-81,43.0930093,-75.9660996,1605,2251,United States,New York,null,4G
Verizon Wireless,samsung,SM-G950U,ANDROID70,en,2017-07-26 04:03:47 UTC,null,39.1736486,-74.6777458,1173647,3647298,United States,New Jersey,null,4G
Verizon Wireless,samsung,SM-G955U,ANDROID70,en,2017-07-30 17:15:04 UTC,null,28.2987995,-81.3690175,0,0,United States,Florida,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-09 21:35:42 UTC,null,35.5000604,-93.7114385,73364,186385,United States,Arkansas,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-27 15:47:29 UTC,-74,48.3051678,-122.3120943,0,0,United States,Washington,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-23 15:11:05 UTC,null,38.6480152,-76.8965398,8724,17070,United States,Maryland,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-20 19:12:39 UTC,-79,41.7122638,-73.920172,0,0,United States,New York,Poughkeepsie,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-07 19:50:34 UTC,-77,41.0737154,-80.649452,652,724,United States,Ohio,Youngstown,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-18 21:06:41 UTC,null,40.2633801,-80.1344337,4973,29928,United States,Pennsylvania,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-19 08:09:12 UTC,null,30.3237128,-81.6550899,72,175,United States,Florida,Jacksonville,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-28 16:41:51 UTC,-67,42.4054023,-82.932703,0,0,United States,Michigan,Detroit,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-14 12:04:18 UTC,-83,29.8711682,-95.5535144,0,0,United States,Texas,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-12 00:35:47 UTC,null,41.6438042,-72.87639,0,144,United States,Connecticut,null,3G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-31 05:37:14 UTC,-73,37.2999488,-121.8126834,5850,2678,United States,California,San José,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-30 18:01:23 UTC,null,37.6448837,-122.4190191,12360,54488,United States,California,South San Francisco,4G
Verizon Wireless,samsung,SM-G955U,ANDROID70,en,2017-07-31 18:09:10 UTC,null,32.0671799,-82.8971347,55207,67125,United States,Georgia,null,3G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-18 05:13:27 UTC,null,40.6553963,-73.8040313,34023,559381,United States,New York,New York,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-12 06:02:19 UTC,-83,38.9166643,-104.7328392,117199,85221,United States,Colorado,Colorado Springs,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-08 22:20:32 UTC,null,30.4031469,-81.7212723,17218,205243,United States,Florida,Jacksonville,4G
Verizon Wireless,samsung,SM-G955U,ANDROID70,en,2017-07-28 16:13:19 UTC,-49,33.4340674,-111.9994195,580,580,United States,Arizona,Phoenix,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-20 01:05:47 UTC,-82,34.0638357,-118.2196648,192,261,United States,California,Los Angeles,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-18 18:22:46 UTC,-66,34.0359505,-117.9485782,2389,1540,United States,California,La Puente,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-24 03:40:01 UTC,-78,29.8711682,-95.5535144,24084,501557,United States,Texas,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-17 14:47:01 UTC,-65,29.7500979,-95.4865309,0,0,United States,Texas,Houston,4G
null,samsung,SM-G955U,ANDROID70,en,2017-07-31 11:28:50 UTC,null,31.2605928,-90.434108,0,0,United States,Mississippi,null,UNKNOWN
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-28 07:42:01 UTC,null,38.69445,-121.3263211,0,0,United States,California,Citrus Heights,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-25 04:24:32 UTC,-73,34.0578364,-118.1660375,0,0,United States,California,Monterey Park,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-17 11:30:12 UTC,-79,40.1235444,-75.334165,0,0,United States,Pennsylvania,Norristown,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-09 20:54:43 UTC,null,35.2452365,-92.9843154,290971,7116717,United States,Arkansas,null,4G
Sprint,samsung,SM-G955U,ANDROID70,en,2017-07-11 15:03:30 UTC,null,41.9404465,-87.705032,3827,51669,United States,Illinois,Chicago,4G
null,samsung,SM-G955U,ANDROID70,en,2017-07-24 13:32:57 UTC,null,18.3703036,-66.0180445,978,1365,United States,Puerto Rico,Trujillo Alto,UNKNOWN
