CUSTOMER_KEY,TRIAL_CUSTOMER_TYPE,CONTROL_GROUP_FLAG,TARIFF_PRODUCT_CD,FEEDBACK_TECH1_PRODUCT_CD,FEEDBACK_TECH2_PRODUCT_CD,LIFESTYLE_AUDIT_PRODUCT_CD,INFERRED_CELL,VERIFIED_CELL,SERVICE_TYPE,GENERAL_SUPPLY_CNT,CONTROLLED_LOAD_CNT,NET_SOLAR_CNT,GROSS_SOLAR_CNT,OTHER_LOAD_CNT,SERVICE_LOC_STATUS_NAME,ASSRTD_CLIMATE_ZONE_CD,ASSRTD_CLIMATE_ZONE_DESC,ASSRTD_DWELLING_TYPE_CD,ASSRTD_GAS_USAGE_GROUP_CD,ASSRTD_ELECTRICITY_USE_GRP_CD,DWELLING_TYPE_CD,DRYER_USAGE_CD,REDUCING_CONSUMPTION_CD,AIRCON_TYPE_CD,NUM_REFRIGERATORS,NUM_ROOMS_HEATED,HAS_GENERATION,HAS_INTERNET_ACCESS,HAS_GAS,HAS_GAS_HEATING,HAS_GAS_HOT_WATER,HAS_GAS_COOKING,HAS_POOLPUMP,HAS_AIRCON,HAS_GAS_OTHER_APPLIANCE,IS_HOME_DURING_DAYTIME,HAS_AGREED_TO_SMS,SMART_METER_INSTALLATION_DATE,LIFESTYLE_AUDIT_PERFORMED_DATE,PROVISIONING_COMPLETE_DATE,OFFER_WITHDRAWN_DATE,ACCEPTANCE_WITHDRAWN_DATE,OPERATION_START_DATE,OPERATION_FINISH_DATE,AGREEMENT_EXIT_REASON
8582075,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8582035,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9875354,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9875356,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9875360,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9875366,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9875372,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9875374,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9875378,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11094680,Network,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,29-May-12,,,,,,,
8241878,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8583949,Retail,N,EA-TOPUP,,,,50,,Domestic,1,0,0,0,0,Customer Withdrew,5,Warm temperate,NotUnit,MED,MED,,LOW,MED,SplitSystem,1,2,N,Y,,,,,N,Y,,Y,Y,,,,,13-Mar-13,,,
8583957,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8583963,Retail,N,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8583967,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10151264,Retail,N,,,,,100,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8619749,Control,Y,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-Jul-12,,,,,,,
9141267,Retail,N,,,,,100,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9395230,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8583973,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8583975,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8583977,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8583979,Retail,N,,,,,86,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9937754,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8912766,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8912770,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8912774,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8912784,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8912796,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8912798,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8912800,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8912806,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8571587,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571593,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9852298,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9395094,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10239146,Network,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,8-Jun-12,,,,,,,
8571595,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571599,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571603,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10724072,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8700952,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10093406,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9748880,Retail,N,EA-TOPUP,EA-SIHD,,,66,,Domestic,1,0,0,0,0,Customer Withdrew,5,Warm temperate,Unit,LOW,MED,,MED,HI,,1,0,N,Y,,,,,N,N,,N,Y,,,,,23-May-13,,,
8457115,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10031002,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8450283,Retail,N,,,,,72,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8686968,Control,Y,,,,,60,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,1-Jun-12,,,,,,,
8310838,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10909356,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jun-12,,,,,,,
8247326,Retail,N,,,,,36,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8902432,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8902434,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8902436,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11158389,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11158391,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11158399,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8565031,Network,N,NETDPRPPE,NETSIHD,,,72,72,Domestic,1,1,0,0,0,SGSC Declined,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,LOW,MED,SplitSystem,4,0,N,N,Y,N,N,Y,Y,Y,N,N,Y,21-Apr-12,,,31-Jan-13,,,,
8565035,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10082706,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8456423,Retail,N,,,,,38,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8329892,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10558009,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8902456,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8902464,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8565047,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8565051,Retail,N,,,,,84,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8566345,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10556833,Network,N,,NETPOR,,,28,24,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,LOW,SeparateHouse,NONE,HI,,1,1,N,Y,Y,Y,N,Y,N,N,N,N,Y,16-May-12,,24-Oct-12,,,24-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
11001182,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11001530,Retail,N,,,,,96,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8200025,Retail,N,,,,,84,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8202549,Control,Y,,,,,98,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Nov-11,,,,,,,
8213635,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,31-May-12,,,,,,,
9369000,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9369006,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
9369008,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9369012,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9369014,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9369638,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
9369640,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8567029,Retail,N,,,,,80,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
9369652,Retail,N,EA-DPP,EA-POR,,,49,,Domestic,2,1,0,0,0,Trial Closed,6,Mild temperate,NotUnit,LOW,MED,,MED,MED,SplitSystem,1,0,N,Y,,,,,N,Y,,Y,Y,2-Jul-13,,14-Jul-13,,,14-Jul-13,28-Feb-14,OPTOUTRETAILERCLOSE
10053796,Network,N,,,,,26,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,21-Dec-11,,,,,,,
10310696,Retail,N,,,,,30,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10727886,Retail,N,,,,,24,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8570983,Retail,N,,,,,72,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8570991,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8570999,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571607,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571611,Retail,N,EA-DPP,EA-SIHD,,,32,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,Unit,MED,LOW,,LOW,HI,Ducted,1,0,N,Y,,,,,N,Y,,Y,Y,,,,23-May-13,,,,
8571613,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571623,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571625,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10767900,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
11162853,Network,N,,NETPOR,NETSIHD,,8,30,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,Unit,MED,LOW,Unit,MED,MED,,1,0,N,Y,Y,N,N,Y,N,N,N,N,N,6-Jun-12,,19-Oct-12,,,19-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
11181831,Retail,N,,,,,18,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8398322,Retail,N,,,,,98,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8898626,Retail,N,,,,,100,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8898634,Retail,N,,,,,100,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8571627,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8571629,Retail,N,,,,,32,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8198367,Retail,N,EA-TOPUP,EA-SIHD,,,36,,Domestic,1,0,0,0,0,Customer Withdrew,5,Warm temperate,NotUnit,LOW,MED,,LOW,MED,Ducted,3,0,N,N,,,,,Y,Y,,Y,Y,,,,,25-Jan-13,,,
8694436,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8610527,Network,N,,,,NETLSA,86,84,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,LOW,MED,SplitSystem,1,0,N,Y,N,N,N,N,N,Y,N,N,N,17-Feb-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8205955,Retail,N,EA-DPP,EA-POR,,,2,,Domestic,1,0,0,0,0,SGSC Declined,5,Warm temperate,NotUnit,MED,LOW,,MED,MED,,1,0,N,Y,,,,,N,N,,Y,Y,,,,26-Jun-13,,,,
11186723,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11186741,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11186743,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11186709,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
8180099,Network,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4-Jun-12,,,,,,,
8468139,Retail,N,,,,,2,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11278554,Retail,N,,,,,66,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11379640,Control,Y,,,,,12,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jan-12,,,,,,,
11379646,Retail,N,,,,,42,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11379651,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11379659,Retail,N,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11379661,Retail,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11379665,Retail,N,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11379667,Retail,N,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11187389,Network,N,,NETPOR,,,53,61,Domestic,1,1,0,0,0,Trial Closed,6,Mild temperate,NotUnit,HI,MED,SeparateHouse,NONE,HI,SplitSystem,2,0,N,Y,N,N,N,N,N,Y,N,N,Y,30-Jun-12,,5-Jun-13,,,5-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8277296,Retail,N,EA-TOPUP,EA-SIHD,,,6,,Domestic,1,0,0,0,0,Opted Out,5,Warm temperate,Unit,LOW,LOW,,NONE,HI,SplitSystem,1,0,N,Y,,,,,N,Y,,N,Y,9-May-13,,3-Jun-13,,,3-Jun-13,17-Jun-13,OptOutExit
10327474,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
10059340,Retail,N,,,,,42,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
10109360,Network,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11-Jul-12,,,,,,,
8550174,Retail,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11381391,Retail,N,,,,,12,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11381395,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11381399,Retail,N,EA-STOU,,,,12,,Domestic,1,0,0,0,0,Opted Out,5,Warm temperate,NotUnit,LOW,LOW,,NONE,MED,,1,0,N,Y,,,,,N,N,,N,Y,13-Mar-13,,23-Mar-13,,,23-Mar-13,17-Sep-13,OptOutExit
11381407,Retail,N,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11189399,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
11189409,Retail,N,,,,,49,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
11189417,Retail,N,,,,,13,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
11189421,Retail,N,,,,,85,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8594588,Retail,N,,,,,6,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,,,,,,,,,,,,,,,,,,
8594590,Network,N,,,,NETLSA,6,30,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,Unit,LOW,LOW,Unit,NONE,HI,Ducted,1,0,N,Y,N,N,N,N,N,Y,N,N,Y,3-Jul-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8594596,Retail,N,,,,,78,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,HI,,,,,,,N,,,,,,,,,,,,,,,,,,
8594598,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3-Jul-12,,,,,,,
9977818,Retail,N,,,,,60,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,,,,,,,,,,,,,,,,,,
