Generic Data: Boolean,Generic Data: Numbers between 0-1,Generic Data: Numbers between 1-100,Generic Data: Float between 0-100,"Generic Data: Numbers between 100-100,000","Generic Data: Numbers between 100,000 - 1,000,000",Generic Data: Date,Generic Data: Timestamp,Generic Data: Epoch Time,Generic Data: Time,Generic Data: Frequency,Generic Data: SHA1,Generic Data: SHA256,Generic Data: encrypt,Generic Data: GUID
true,0.95,88,43.95,61497,1108457,12/7/1988,2013-02-22 03:37:54,1226489444,8:50 PM,Never,822c02fcf95801ebbb4fdfb67ad6a716942a860a,f3c09222d46a8300c84476a8b1b7a1022052c85667d164e68b381784bdea9c9b,1756c37b5dee6ef961bdb12c91f7bf4207402c91,b9097f93-5515-4aff-b318-8e7efc8ad52b
true,0.96,26,36.39,3379,7539907,8/23/2000,2004-12-01 07:42:49,229354928,12:20 AM,Monthly,e12c111c81411a41a16ef41af9b66e35166fe74a,989c5f8d524048c5a2919aa72e33750b4ca666f8a8eb66cd00bf96caa0419ada,1756c37b5dee6ef961bdb12c91f7bf4207402c91,6f035a1d-07f9-4eba-a43d-3c151fcb3723
true,0.05,47,8.15,68696,6872792,11/24/1953,1958-04-26 08:58:46,597130579,10:37 AM,Never,f742ea4d461edcf7fb7b4fd00d25449058bd24da,7f6a07d65ef2bf595c0cf717ac09208b96c49f2ad2adbaea27239e73c8ed6afe,1756c37b5dee6ef961bdb12c91f7bf4207402c91,5583b114-4427-4158-9e0d-b9c47bcb1e3a
false,0.72,81,62.82,20557,951947,6/2/1965,1995-02-20 11:55:32,1360726504,10:47 AM,Yearly,64411fcea10914651c26325f38a4adb5eba9b72b,66c374967fd41005272d9ba5adc58237b9bd75f03fad5e222b58069556bcf34b,1756c37b5dee6ef961bdb12c91f7bf4207402c91,1a4a1143-b4e6-4234-b7a7-bd7749254ee5
false,0.34,77,52.43,92317,6719125,10/20/1972,1992-08-20 10:22:30,-283869053,11:23 PM,Often,b366e2cd12717a296d49f399cd124c0ec69066e8,3812af650030f90b5685afddc24ada19613fba014618ac0c71b69cd768564f13,1756c37b5dee6ef961bdb12c91f7bf4207402c91,251c043c-834b-4898-b0d9-ea7f82300ecf
true,0.15,31,49.56,40225,4887464,8/13/1955,1974-12-30 17:11:35,677421530,3:26 PM,Weekly,812f4a1136edfa8746802b4ab58482bffed218a6,a4f7849fd26a0195cfbb31838da086c85a84f33cd342b9be29c26a53d6f9323c,1756c37b5dee6ef961bdb12c91f7bf4207402c91,655198db-862a-4876-8eba-2b45b4dab24c
false,0.36,93,89.09,27643,149978,4/20/2000,2006-10-19 08:32:27,-465756463,5:47 PM,Once,989160a92bac83a06ad5119bddc72ec158e8df83,7abb0db550d6b3805f1e5d2906133591a438bad24c7ffcd18bedfb45e0ce364b,1756c37b5dee6ef961bdb12c91f7bf4207402c91,4310d10c-a19b-422a-b884-8433e47e9717
true,0.02,25,44.51,38921,3996144,6/6/1975,2016-10-16 17:12:22,1022540933,2:52 AM,Once,4cae3cb20c29042a30eabf62be644a029620875f,68541ba981315c30a2def62335785f8d01088f2aa27806c5c5df461e4e115009,1756c37b5dee6ef961bdb12c91f7bf4207402c91,f7dfce64-4b29-4ebd-9e31-3c7b4a8978af
false,0.45,98,61.22,34388,8072438,8/1/1957,1980-05-10 14:50:01,461229657,5:15 PM,Yearly,559f7e3297a563929524681afd9e578b9f6ce529,0fac76b550465b3404b299bc5025c02b1c8274283276d1f53a4327cc47e342ea,1756c37b5dee6ef961bdb12c91f7bf4207402c91,7e6a23c4-c48f-4907-bbbd-af22126562f6
false,0.55,58,92.99,84465,3951344,8/4/1959,1987-02-28 10:45:34,1235722688,4:47 AM,Often,4aac7c0970d1c1cb6b46109b6268d2c43a6e066d,9778ee52add7eb30d81ab28cc43d6743b2dda9dde497efa03e72e0a073ab2be7,1756c37b5dee6ef961bdb12c91f7bf4207402c91,4bf3e6f6-5c18-4504-8980-722b392d17ae
true,0.9,22,83.32,19383,4675418,1/23/1997,1973-03-23 16:18:55,398519372,10:34 AM,Never,ab8e2ede2ea5fea98c49fb857e9f551f0751efc0,d133f2f5be332722ddbb71217c7a1f80dd7b6e360c1d5f0479cc733195ec309a,1756c37b5dee6ef961bdb12c91f7bf4207402c91,eecc6969-dc92-4f2f-b416-c77f5f40757e
true,0.15,85,3.23,35703,5910731,9/24/1966,2000-06-12 21:57:45,854891904,4:25 PM,Weekly,5dcc0f70354f2063fce54a7fda11b5278f35e386,23e0393b4df8a35513199cf26b977070c3bde4f083c57b949223ee222d47446a,1756c37b5dee6ef961bdb12c91f7bf4207402c91,418fdf5a-3ac8-4b56-9b9b-13dbbfc11c80
false,0.75,81,17.64,55623,8584961,2/26/1990,2017-09-25 12:43:47,1296036654,12:33 PM,Seldom,6333f1d8dda337aea6300d26b5c868739d63c894,04f76e0c2a7c125f4ceec0cd516f8d19e27d7d320b28cc963b663baa1a40fd1a,1756c37b5dee6ef961bdb12c91f7bf4207402c91,06fb6527-cac4-45da-b9c8-525f08fb688a
false,0.96,54,22.32,41853,3515379,10/29/1955,2020-03-03 08:38:27,773946743,10:23 AM,Daily,9793de8742e0e2d43f6470afd58c4f98fb75a75a,4a35104cbf7a2d8bb8c3fda7f8a8fbd61506f11a902ac9ac52feddeda73d0b0b,1756c37b5dee6ef961bdb12c91f7bf4207402c91,17b33a02-a61e-4aee-a19d-5e3ba5e8c452
false,0.39,98,99.22,39250,4472416,2/4/1971,1969-08-06 08:45:33,-348729822,11:42 AM,Once,26109343ab5b05eb510d7eb129fdc17d30adc193,98f7052e9987f029735846b1f0989ce22909c04c08f3f94d170bd71bb5505087,1756c37b5dee6ef961bdb12c91f7bf4207402c91,fa274635-f41b-4972-9561-17495deb01f8
true,0.54,46,12.27,20811,4744266,11/3/1976,1989-09-16 10:48:34,-21486519,12:35 AM,Seldom,f173bca62e66c18e45a2b2303c1d8462c9644470,966c2013d71e05f91ef6347ae00b99cf53e074e63fe74b92cfdfc841e0216a13,1756c37b5dee6ef961bdb12c91f7bf4207402c91,502b5d6c-c5e6-4b60-9291-1d8b443f0145
false,0.88,13,17.6,99216,7315084,7/8/1980,2018-01-02 12:10:17,1276292913,4:25 AM,Never,137d50fd23f824050d6791e72b863dfeb51e2a7b,eb5619c3bbd95912cc6014e07d39f2123a06188a14d141c112302bb11dbaaa13,1756c37b5dee6ef961bdb12c91f7bf4207402c91,6a5ebec6-1443-447e-87e9-9dae41fb5c4d
false,0.35,90,46.33,5205,5112005,9/24/1978,1958-11-27 17:31:19,-204975644,6:01 PM,Never,bcaa355f31a6229376d796568aaef5d1d361127f,7c02600d0da64b6152aef5a0312660abd8c761f1b82dcd73dd9b1d2de1ea2654,1756c37b5dee6ef961bdb12c91f7bf4207402c91,dddd4236-bb07-440e-9c75-73a26374336a
true,0.17,25,10.71,68231,1111817,5/16/2011,1998-11-10 19:34:06,-14913084,7:32 AM,Once,39eddd28cf59d7cc390482d65f0eb365d4d72a7a,be0575b46b2e2acc11cf6ac9cb25a539f73fbfc43025e067fa03c9c02a34250f,1756c37b5dee6ef961bdb12c91f7bf4207402c91,853cbad3-0036-4d2c-8b75-213fe94bce1e
true,0.01,36,13.02,90344,1108914,1/12/2017,1976-07-09 00:35:30,-542249338,8:22 AM,Once,988841b32e0e700dba22237a4d00c296530a68c2,df0327d71f01d98392f5f1a9176fe8b96365639e935944f409c644d313e5b55d,1756c37b5dee6ef961bdb12c91f7bf4207402c91,e951f0f4-6a63-4975-8185-f57843d96d42
true,0.75,74,67.46,2630,9156124,10/13/2014,2002-11-11 23:08:31,1187291751,10:00 PM,Yearly,a4c88ecd91512a3f38bfff77d0df64a7b34b94ea,8dc62371b4e3e621bcc7a6f5afc5546d6b7e4c96f45b1d7a82732d48fc31d5d5,1756c37b5dee6ef961bdb12c91f7bf4207402c91,e7c75c68-bfa1-4e95-a08e-95be4fa77228
false,0.3,99,28.2,77102,6821580,9/30/2006,1974-07-07 18:17:21,638250715,8:47 AM,Seldom,c6b14a2197f02064e93e9e7a170940dee4c4e9f9,a1959f7adc0a3a3dc9885da0bbf7122c7b5ff0a1a252e97e2d4a6f94f2d05caa,1756c37b5dee6ef961bdb12c91f7bf4207402c91,cac7d978-0809-4a67-b7cd-e5fb963148a8
false,0.64,37,52.36,31019,832341,7/11/1969,1991-05-16 15:28:20,-21220664,5:55 PM,Monthly,24efa602aeb2626c4bfdeeea3ce27120474f7cc3,f0b9d5a3ed67841b4c0b738d93761b5e63712a905de1f4db5e97e955da686b83,1756c37b5dee6ef961bdb12c91f7bf4207402c91,308bcc14-9beb-473d-b6df-21dd86e8aff5
true,0.55,88,20.89,21819,4273768,11/2/1970,1966-02-02 01:18:10,-341616390,9:22 AM,Monthly,72158130baa37b51162037d78d762f4eeb02a680,b2ca078a33e4c943dc9b01e5012af5c13c1b0e385232db7d0ebe3044f1c997e1,1756c37b5dee6ef961bdb12c91f7bf4207402c91,0390cfa2-22f9-4d5e-b990-15b32db220e3
false,0.75,94,52.44,83629,299480,12/21/1992,2005-03-14 06:20:37,-602852895,12:27 PM,Weekly,700b10df41067a728925038a391b7bbf79963a11,bab38d84d021635dbd4c4c963276b278c92ddf5673fc70376f342ac30774e74a,1756c37b5dee6ef961bdb12c91f7bf4207402c91,32c185f9-01a1-446d-a849-fce4aa11245f
true,0.5,86,60.51,11213,122133,12/8/1982,1999-06-03 00:14:24,1491665932,12:48 PM,Daily,ecfc2118c73c7ed66cf69f3311ff410ad0c7f72a,71f40719c6cf2e380ca236b9860b6c434bd91806561820b003535d3127dde272,1756c37b5dee6ef961bdb12c91f7bf4207402c91,212cfcdc-dfca-483b-b49b-e53c2604977c
true,0.58,43,2.1,65107,8676110,2/23/1984,1987-04-05 18:44:46,715090726,7:38 PM,Often,f851c3b72c615569a2525b4472da752551a8574b,cdc3ecf1c77a50476a908181c34dece6971aab6fb3786fdaf0304ed889b20c41,1756c37b5dee6ef961bdb12c91f7bf4207402c91,90a89d6a-fedd-4009-9bbb-dedef6cc2c0e
true,0.9,14,21.28,53890,3965086,11/25/1992,1987-10-01 16:32:11,-361968884,4:42 AM,Once,63c943d330fcc24cb7358b6f28b4839bdf761c8a,a5d843bace9bc3a308b8952f6f47e09a98f42888d7a9fb8de6784bb722552749,1756c37b5dee6ef961bdb12c91f7bf4207402c91,e2a130ab-d348-4700-9a6c-5a3e18e30e87
false,0.49,55,76.31,21633,9486220,5/15/2017,1960-02-05 12:35:24,1280274582,8:38 PM,Daily,914a6c0d40b727bf1ae5c1858371f599c0afe81a,b2103517c3d8cbfdf0848b9111397f3994662c2f5b45f207454c3818ea8e97bb,1756c37b5dee6ef961bdb12c91f7bf4207402c91,d634d9a8-d711-4f88-a976-20faf21602a4
false,0.1,36,57.24,68127,6303722,11/7/2014,2013-10-29 15:31:38,1254046660,2:55 AM,Weekly,b6edc4b192a0b408fbef0fbf9e10db9269c939cd,efde8644db97d2ec643dfd67a5d6d2efb7f4a11b3b981afa4afcc747890a5706,1756c37b5dee6ef961bdb12c91f7bf4207402c91,ce48cde2-2061-4662-9ff8-37b127439bc3
true,0.41,39,52.54,13365,7899757,5/22/2003,2017-02-16 10:13:55,784433992,11:33 AM,Seldom,38ae957d4f63c21ae580959d746812ccf1940ddb,10f62b479c98263f9a086278ec2b4f62f97b1ae3f598f893ce7bfa68263dc881,1756c37b5dee6ef961bdb12c91f7bf4207402c91,2e6d8a3c-b6c6-47d3-aad3-3ccd37b4ee83
false,0.28,91,41.56,3636,3230978,5/7/2008,1987-11-16 09:41:14,43656741,7:48 PM,Often,0a4a925c0fea67558328652d02aecdbb5a680ed5,daac1bf6e7677fac91645dc25cdf65c11a6a836ad8ac5f3115c9cf322b6810a6,1756c37b5dee6ef961bdb12c91f7bf4207402c91,21de5ee9-887a-43d4-8123-19bfc1900946
false,0.2,80,54.86,54737,3222403,11/13/2010,1999-03-15 01:42:25,-422715777,4:13 PM,Once,6cc200d4b61c493584b573010d4a251ec8fbf201,f6690edd443fb3676c084a5120157ac7f7afd85377a9ea7346e1da6fb913ddc1,1756c37b5dee6ef961bdb12c91f7bf4207402c91,984ce06a-eac3-4ed9-855e-a7d7598d1a0e
true,0.67,23,80.02,55384,7668274,11/21/2012,2012-06-07 14:52:14,-548024106,5:47 PM,Yearly,5c334b53aed581a25076720cf45ee4fd71f671d9,af4e9a3fee371a643ca4e54741b2885c2b92d9980476ed1eee7ae87c2fe569e3,1756c37b5dee6ef961bdb12c91f7bf4207402c91,aad8de50-c236-4d55-bdc5-87a1038933dd
false,0.75,95,57.07,19398,4576360,7/25/1969,1955-11-13 10:43:50,1428679504,7:49 PM,Once,268a924ce0f8f67c05257190e43e1cb20f60cbd3,d31b5a150e782f14d6cb4800f251842db81fcf79f989d81208d9c60e1eeb01ef,1756c37b5dee6ef961bdb12c91f7bf4207402c91,7325b8a4-df8b-4206-acee-554a5ebdaf9f
,,,,,,,,,,,,,,
true,0.42,100,24.32,74390,8298753,10/5/1989,1988-05-26 09:13:51,-37806033,4:46 PM,Never,a1589421caae7156eb4149a71e6753318b9c3ca5,6483137f5931d66e7db32b5ff7d601754199ffdabf15de042d269e907c846331,1756c37b5dee6ef961bdb12c91f7bf4207402c91,bb89753a-0afb-42fe-88a4-28655d7eec16
true,0.26,73,79.45,59413,7277552,11/14/1959,1992-08-28 20:40:13,-590266193,8:54 PM,Seldom,affc6382a0df891255c290bd54d61f3c26bd79ad,8f45f545a6c2df2fe28b7d250056aa6562e6a2dffef050ab7d2c9e69986af727,1756c37b5dee6ef961bdb12c91f7bf4207402c91,271b5130-eb29-4668-9d96-c6e3315fb56d
true,0.46,12,70.12,82997,195783,3/13/1988,1951-08-03 19:06:33,807401537,3:39 AM,Never,9b9095b12331878688552c85a0e46709b93d9468,73ea9d55ca5c501f881ce85dff27cb5780fd0e7aa666335f97559cafb60d038d,1756c37b5dee6ef961bdb12c91f7bf4207402c91,d89864a9-c159-442e-b161-40e23992f21b
false,0.42,14,96.36,73484,770178,4/27/1972,2011-11-11 11:54:57,399545092,6:00 AM,Seldom,91338b417c785b7f6024a4f5a087822a99c7ee9d,f63e1bee9b1c9a0560c1ed7a761a5ea87b8f2270218a78ae0772ed2176cc93a5,1756c37b5dee6ef961bdb12c91f7bf4207402c91,b034dd10-c66b-4231-bc5d-5399cbab4e57
true,0.99,63,41.4,68540,9267454,5/4/2004,1974-09-25 00:53:01,-369432243,3:31 PM,Never,b9f030854974dcda99e7eee44368e9cdf6e75c64,4bb698ed0efa4c81788d04304f043935fe9917e1b3c2dd69abd467cc583e8123,1756c37b5dee6ef961bdb12c91f7bf4207402c91,6c4f1434-934a-4172-b7f1-ac2800dceeb1
true,0.6,42,82.41,82229,4044424,2/12/1954,1983-06-25 22:48:09,-417933449,12:18 PM,Seldom,1a6d5521ed456a1f0c231644e8aa3e348f68edb3,ef09840f08580717e98da6ae0034e919ddcfaf4c081fd184afc47e09d261b8bf,1756c37b5dee6ef961bdb12c91f7bf4207402c91,165a4553-9b1b-4c78-a478-20d48bfbd8cf
false,0.93,69,64.5,79519,589802,10/23/1986,1986-03-08 06:19:01,-395742438,3:43 PM,Never,3d996db64ab4030d85308ce06578ba2dde0feb35,bb8a4cd9b144839309cb56ea36a53f89bc5ce7340db212b3d59b6b1eae033456,1756c37b5dee6ef961bdb12c91f7bf4207402c91,cc2d076c-ff9d-4513-a030-1058c85466f6
false,0.1,72,32.69,64323,252798,6/19/2000,1999-07-27 20:14:54,603871118,10:46 PM,Monthly,3b35693dbff8a200df0727db8c2ef4df09b8786c,ebcedd0f8c82bb61fe9624c5d29087ed2e194d11090e2ce46c754ea9509836c9,1756c37b5dee6ef961bdb12c91f7bf4207402c91,159188d9-12d9-44ab-8b76-29340dc7c6ba
false,0.37,63,54.91,35070,2496720,12/11/1999,2005-05-05 23:25:11,-117546331,4:09 AM,Once,8d0b94b012407a5a252883302dc15c25e955b509,b31e1a6e25d229c67d92268a6d750dcca031343a7defcbd18fe68845f140cde6,1756c37b5dee6ef961bdb12c91f7bf4207402c91,942405a1-a9c0-4166-9b2e-ffc620e0e322
true,0.23,70,74.17,32695,5244958,12/29/1973,2019-02-06 17:09:33,227087164,3:52 PM,Once,263c08de8df8ce12c5cb2ccefd0a64d1048cdf1d,e02cc4ecc6e738f6b3937b70aa46f3e9e0ab14d677d51788576e3a0a85164ef5,1756c37b5dee6ef961bdb12c91f7bf4207402c91,84440f60-1bf5-4258-95b2-2a27f8a60dcc
false,0.15,15,76.28,51271,2626268,1/20/2017,1996-05-23 15:58:41,92316818,11:34 AM,Monthly,22a15f14d437a3d4eb596f781be784e8c6d50240,4a02cebcc6577bdf564ecfe41c152c8c8d86cfadf713a0a4e5527e3554849bf8,1756c37b5dee6ef961bdb12c91f7bf4207402c91,86c516fb-fe60-404e-bcb0-e7c0cc972c68
false,0.56,100,65.03,83466,1198245,9/7/1972,1972-12-25 01:58:15,1095004167,7:40 PM,Once,ed5a7f265225e60bc43850e23b9ec07217d1d73a,a6427fd573d2d8ac910443028ced2bc091ee3c044b616a2e25f065108fbb4440,1756c37b5dee6ef961bdb12c91f7bf4207402c91,57ef9778-f51e-498c-88c9-2e6daf51ef1b
true,0.11,43,2.42,73461,4173530,2/14/1953,2001-01-13 03:53:53,1002955304,10:48 PM,Monthly,28d34e69c964482d1178d261e3bcfb57b1fd8392,6191643a1c369b0d8090967ae63b229a3baac6672de44214b9b8c4d1af5f5afc,1756c37b5dee6ef961bdb12c91f7bf4207402c91,8bb5fd6c-2ba5-4534-ad0c-0a02cae4e70a
false,0.52,70,50.46,61768,144927,3/13/2020,1996-12-24 16:46:32,1184968013,8:04 AM,Often,a86faed2176b8c6a210fe906e1da1df183bea270,b667c505216d32956103f9287397902108c362f65aa20b5c4388b525545f6145,1756c37b5dee6ef961bdb12c91f7bf4207402c91,27781ba8-0886-4089-a8b7-3c3dd689c1bd
true,0.34,9,21.06,59840,6605747,9/14/1990,2001-09-19 03:06:39,-357669112,10:28 PM,Once,fe6d0cb59efc780cad0682aed78edb113489185c,94f0fbc27d061e6c890d175938cf012d742b92865e72b69200b523b829fe404e,1756c37b5dee6ef961bdb12c91f7bf4207402c91,13387221-71d7-4494-ac9a-487b5649d48f
,,,,,,,,,,,,,,
true,0.24,49,16.87,51228,1555021,1/22/1956,1981-10-05 12:22:50,140774933,2:29 AM,Often,3a38f9776eccffda1a476c7623eda3298e7940dc,b2e8b32a7f99e86d98247845dc999ca0e9ce4132c63aa99ce7a587988bd808bf,1756c37b5dee6ef961bdb12c91f7bf4207402c91,417cadfa-2a3b-49f1-a915-54a85890b9e3
true,0.94,68,5.02,10492,138486,8/13/1963,2004-05-31 22:46:49,271804939,5:35 AM,Monthly,0fdefe4513518a7b7e81ce62732880449f27b718,4ee7c62e761d58cc90d32d8b7f88e881b169caa014442d67bdf7182eeadc84c9,1756c37b5dee6ef961bdb12c91f7bf4207402c91,d85d3f0e-e8d1-4b27-8dfa-488618642186
true,0.95,80,49.75,7628,3104032,3/15/1990,1958-09-09 00:33:12,-369825479,8:43 PM,Monthly,f0beb7eb350eb212e3917ec12a38bd6c4fbb3ae3,f8118a90b6ab0ef5568547caf45cf2f5fc3fbe57741c310eed125bb0b7664388,1756c37b5dee6ef961bdb12c91f7bf4207402c91,a4e248c8-1972-48d5-a63b-b1ec46749b92
false,0.12,42,36.96,18741,475174,8/2/1994,1960-10-04 17:37:37,858546280,9:21 PM,Weekly,6ffb97a873e8f8a5a39a7e9d3cbd6e0e351e0186,585aab64f91988534f135c484d6ff07e837d840ee84cabb8a403321d81ef893f,1756c37b5dee6ef961bdb12c91f7bf4207402c91,91677fc9-4c28-4ba0-a16e-55590d6aa8a6
true,0.9,93,54.57,88775,4987853,5/26/2001,2016-09-02 20:07:11,989085159,6:20 PM,Yearly,948ebce3e019f806d495e199bdeead86a979409a,f41050e16027392cc2f2f4a1fffc3a8f00e619884afacc776f966f1ae769388f,1756c37b5dee6ef961bdb12c91f7bf4207402c91,47743e72-833c-4126-bc0b-9f4fd04a1e32
false,0.64,85,15.05,34057,1587674,5/9/1987,2013-06-11 01:55:08,-380194312,10:01 PM,Monthly,44428843d1f73573be34fcc5424b34ed7dc3147b,487b487e6861b922abf87960c440921d045cdc00df0706e4488e82fa8bd8a190,1756c37b5dee6ef961bdb12c91f7bf4207402c91,07bf7fb4-4080-4ca3-aa21-cb21b353fb82
true,0.84,35,84.29,46302,748384,2/10/2015,1988-07-12 21:53:02,1418663904,10:09 AM,Weekly,fa00c0e7b382d29968f445b5f3956ae781533406,3fc7f55ef4cdbe42d51843928c2049ec965ddcce876a2bd65c47feb6c82525c9,1756c37b5dee6ef961bdb12c91f7bf4207402c91,6614b516-67be-47e4-8286-8e9ee0218ef8
,,,,,,,,,,,,,,
true,0.01,88,25.01,75048,1756882,8/11/1966,2008-06-18 15:23:11,-168991888,9:26 AM,Seldom,7ce2848823c520bd553051a94da404578074c2a2,5cb3eb4d36aef8ab8ca2cf52def24e18140fce0442a045ee5124ec630877d5d2,1756c37b5dee6ef961bdb12c91f7bf4207402c91,7d1fe4fd-eea2-45c9-9db3-d051639cbe20
false,0.05,41,65.55,25622,1118154,5/11/1968,1965-02-20 21:57:59,841619554,4:04 AM,Seldom,d649714d8c3a1a2950242943c53b2f036456e4f7,e68ec46ca0c2d00f15228bcd1a53ec6b48ecd8059d4d729b1331214e7b692191,1756c37b5dee6ef961bdb12c91f7bf4207402c91,c79bf0c1-ae5a-42f5-931e-2786017e0efc
true,0.78,40,13.06,69065,8813092,7/3/2001,1979-02-24 19:42:09,1238220231,10:09 AM,Monthly,1682d29173abe274e41d396724f95509f14d08ce,4524ca76ccce0ee6c4fe6ffaf71b348da44a8111de54de0c3173ea910b9ba7e2,1756c37b5dee6ef961bdb12c91f7bf4207402c91,8ad38afd-fd39-482f-b489-88255f0942cd
false,0.28,25,84.71,35437,5206055,3/2/1998,2009-06-30 17:43:02,146481112,8:47 AM,Yearly,04cb1d4ef4f9417235695d3a3afa509ecfd19bb9,dcefd660025dd7c1347a90c2fd59c23d1cdc7187760657ee0d2a4078513d75ec,1756c37b5dee6ef961bdb12c91f7bf4207402c91,8336853e-2708-49c0-b43e-e7b96e7c0ee8
true,0.31,48,49.64,75698,3065841,11/23/1978,1963-07-19 17:17:14,26205591,10:18 PM,Yearly,2b7df1ac7834bc357d688c488c5bc7dbee7c8eda,8d87b09ca1f200e3a49beae26be0c997a2c7ae14a9d8e3e5ef4b29d128dfdbc1,1756c37b5dee6ef961bdb12c91f7bf4207402c91,6238d15b-61ea-4b2c-9ce0-b2b0aff5e2b2
true,0.87,92,90.38,16066,3896631,2/14/1991,1982-12-13 01:23:41,467508103,7:08 AM,Daily,087d85d36b03113c1ca409b34af52acacd418608,70ed1bd8ecb74499c0f11dcdc1463ca4e8200dd41d7f35a7bb4cc9e2f55d4df6,1756c37b5dee6ef961bdb12c91f7bf4207402c91,e52883d0-57f2-4f14-ab33-ada5eb129d24
false,0.8,65,34.93,40799,4696171,5/11/1951,2001-06-11 09:24:40,491588404,5:07 PM,Never,4f866d8cc5bb1e5fc28020a7a478b52b46170585,0bb06f708e68a8c6f2d976135c58784069166b043d53101f41b9ff545868463f,1756c37b5dee6ef961bdb12c91f7bf4207402c91,e0386822-55b9-4b5d-a6e8-6e1e0ea993cc
false,0.19,49,7.35,1126,5721325,5/18/1969,1971-02-27 07:07:18,-273071507,10:38 PM,Often,c3034660c62f24e3bf5f3270fbc951ccaabc0c89,6145a499f545b30130a6446c70c7b7eedb7193a83931029afefd5a6515693077,1756c37b5dee6ef961bdb12c91f7bf4207402c91,0dc94eba-dc32-446f-b444-27bc3ff4050a
true,0.4,51,19.99,99612,9179474,1/2/2008,1975-06-25 22:46:42,798932988,11:06 PM,Often,4795a000be18bb06151cd0e2805b83f4d426fcfe,fad9faf84932bbb6b2d01e3b49a22efdf51f33c5f9b481692bdf86c9040273ba,1756c37b5dee6ef961bdb12c91f7bf4207402c91,d53bd958-1615-4622-81d5-5c975896ef74
true,0.84,99,26.17,27682,943152,6/17/2011,2002-10-27 16:04:43,-519927259,1:16 PM,Yearly,434b072f7e07a2e4e26596055aebd3c0b7986457,3bbd99982ae60229aaed52e4f518b4857150f25b0301261d5ef98933baa0082b,1756c37b5dee6ef961bdb12c91f7bf4207402c91,e3ac3db5-61c9-4d6c-b194-ed0fc9e6eaf0
false,0.55,59,46.22,99407,8545738,3/28/1957,1981-09-24 20:39:43,335169891,7:29 AM,Weekly,ad553c76f34de502a0a8a7fc005ba294d9a608bc,bad4e934bfca2a18c1e1fcf7b676c8327ade34427984dd235133a8916d291fe8,1756c37b5dee6ef961bdb12c91f7bf4207402c91,b1a32bc9-3555-41a6-b368-c1f37a7664be
true,0.36,93,62.99,11582,9716204,10/13/1987,1959-03-20 15:45:22,1179043433,3:26 AM,Weekly,5e5cc051fe1f5e5356e4a3964ada70c2154f47c7,b7288b30371237258afc8aff6e844ccf5176f26706e272f15db5e59881b5e94b,1756c37b5dee6ef961bdb12c91f7bf4207402c91,b43adcff-f3eb-40ec-98d6-b5ea9cd9a86d
true,0.46,72,71.9,81524,5328145,2/16/2007,2017-02-16 04:57:51,1499435698,1:31 AM,Monthly,c785c53e0d465ef17c3ff7b279ff269ea903925c,a2d45662599fdd7dc9f0fd47a34534f4ec39fd890535e3ce23e0b9a73df8806a,1756c37b5dee6ef961bdb12c91f7bf4207402c91,20dbc318-9def-46a6-84d5-0de05f325f51
false,0.07,6,10.16,35773,287776,3/30/1967,1952-01-20 12:15:13,495368061,6:37 AM,Often,4290559fd604d987437a31a70b5474752c682276,41456d229818edee007a73a2585fe4bb978b22958bc23c48d9080919c0df6003,1756c37b5dee6ef961bdb12c91f7bf4207402c91,d5c45c3b-97d7-4844-83e3-096b31f4ac1e
false,0.11,33,58.89,1579,6078593,12/26/1986,1958-06-12 18:54:36,-187809970,12:01 AM,Never,df09d184b7aaef1373898f26447b663188d23b25,863476531e1ed6df6622cd7552d48ced984625489f1f1164784c51e81b900453,1756c37b5dee6ef961bdb12c91f7bf4207402c91,519d9554-84a3-490f-a792-183b0d8cfd30
true,0.79,13,55.15,12791,2071459,12/17/1995,1987-02-21 13:08:50,1041014522,6:58 AM,Often,7d9bc6d496f623ea69f91d506fad171ebb645a60,9888e1dfe0da1e49b20c9b850d21dc304e016c1767868bbf61a05741b814832d,1756c37b5dee6ef961bdb12c91f7bf4207402c91,674951ff-9fe8-4ef2-a77f-93d2fb11087b
true,0.18,58,71.78,50849,4936209,6/30/1977,1963-10-08 19:11:32,-232156246,2:10 AM,Once,5bc4c6d374799d1a1190ef53f721e1cfdb357862,cea9305d1364d7ff0f2bea8a91d75f778a5d4f28b9505ba6401c27da4bf83c98,1756c37b5dee6ef961bdb12c91f7bf4207402c91,25b8992a-e98a-43c0-b5ff-913aea125981
true,0.87,35,18.2,84846,9760361,2/28/1966,1955-10-25 16:56:22,1357768659,3:13 AM,Yearly,18647e2ea17ecc1ebbfa71c6698017a469a24e25,befaee1e32310994b5dca55cc515ae34030e54a60ee4ceb7d3a6e7826b16a58c,1756c37b5dee6ef961bdb12c91f7bf4207402c91,dc6fa921-6a12-4761-ab8b-331aef03077c
true,0.12,8,92.53,71714,1088331,10/8/1971,2017-03-23 23:10:46,-511097540,12:49 PM,Seldom,a5818c8321bd776869abf9da2bd6217a38b7eaba,edb86c35e61314206324ed33d73a8469d0d4703335ab7d144f78b765702e4ffb,1756c37b5dee6ef961bdb12c91f7bf4207402c91,7ce0bf04-7508-442b-8698-83b80ea9ff17
