Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
Finland,Web,Eyewear Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,1106.6,22,0.38906561
Finland,Web,Eyewear Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,29195.2,955,0.31939771
Finland,Web,Eyewear Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,26939.5,430,0.44767015
Finland,Web,Eyewear Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,4824.6,374,0.59689922
Finland,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,28108.43,281,0.28831351
Finland,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,20651.26,119,0.45764665
Finland,Web,Eyewear Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,15392.16,168,0.42152368
Finland,Web,Eyewear Store,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,7854,33,0.34983193
Finland,Web,Eyewear Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,10440,72,0.37896552
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q1 2013,32860.05,8319,0.46582278
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,23897.7,2385,0.47704591
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,31808.48,1364,0.31689537
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,5155.24,1436,0.7632312
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q1 2013,69157.44,1298,0.34365616
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q1 2013,57425.18,466,0.35437799
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,113983.71,1797,0.26880025
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q1 2013,25952.4,180,0.4798169
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q1 2013,47606.55,3772,0.59512042
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q1 2013,19121.62,1022,0.46552646
Finland,Web,Sports Store,Camping Equipment,Tents,Star Lite,2013,Q1 2013,465544.88,1324,0.28900518
Finland,Web,Sports Store,Camping Equipment,Tents,Star Dome,2013,Q1 2013,149022.35,241,0.35958599
Finland,Web,Sports Store,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,325340.4,588,0.2904934
Finland,Web,Sports Store,Camping Equipment,Tents,Star Gazer 3,2013,Q1 2013,143508.82,203,0.35779557
Finland,Web,Sports Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,96415.38,122,0.37997444
Finland,Web,Sports Store,Camping Equipment,Tents,Star Peg,2013,Q1 2013,8579.28,4341,0.49401348
Finland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q1 2013,87644.16,1024,0.29898353
Finland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,114645.17,791,0.40663876
Finland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q1 2013,92718.6,364,0.41112139
Finland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q1 2013,106206.8,1002,0.50422101
Finland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,30358.08,762,0.50401606
Finland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,13978.8,792,0.52124646
Finland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q1 2013,36229.9,365,0.3426355
Finland,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,85141.32,1166,0.2810189
Finland,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,90285.16,328,0.39453527
Finland,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,101820.48,289,0.39449932
Finland,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q1 2013,134355.81,303,0.46127644
Finland,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q1 2013,25015.68,808,0.51550388
Finland,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q1 2013,93083.39,1333,0.41028211
Finland,Web,Sports Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,7842.74,542,0.53351762
Finland,Web,Sports Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q1 2013,24674.16,1546,0.53007519
Finland,Web,Sports Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,32264.46,1203,0.37844892
Finland,Web,Sports Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,15779.84,536,0.38858696
Finland,Web,Sports Store,Camping Equipment,Lanterns,Firefly Extreme,2013,Q1 2013,6226.1,115,0.44052457
Finland,Web,Sports Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,13668.1,515,0.33006782
Finland,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,17257.85,547,0.36608558
Finland,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q1 2013,7720.8,120,0.36851104
Finland,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,48260.36,1781,0.52799793
Finland,Web,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,11967.72,348,0.5457982
Finland,Web,Sports Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,14034.7,293,0.3736952
Finland,Web,Sports Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,3786.51,91,0.51934631
Finland,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,6584.95,85,0.49657932
Finland,Web,Sports Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,10457.7,110,0.52666456
Finland,Web,Sports Store,Personal Accessories,Watches,Mountain Man Extreme,2013,Q1 2013,13400,47,0.59246791
Finland,Web,Sports Store,Personal Accessories,Watches,Venue,2013,Q1 2013,25404,348,0.41707369
Finland,Web,Sports Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,128731,561,0.4616703
Finland,Web,Sports Store,Personal Accessories,Watches,Lux,2013,Q1 2013,28256.8,169,0.47493771
Finland,Web,Sports Store,Personal Accessories,Watches,Sam,2013,Q1 2013,5253.3,117,0.38396437
Finland,Web,Sports Store,Personal Accessories,Watches,TX,2013,Q1 2013,94404,499,0.45635736
Finland,Web,Sports Store,Personal Accessories,Watches,Legend,2013,Q1 2013,66914.4,254,0.43281058
Finland,Web,Sports Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,15480.8,148,0.4250478
Finland,Web,Sports Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,15555.5,126,0.45574748
Finland,Web,Sports Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,36348.52,597,0.57050383
Finland,Web,Sports Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,11694.1,110,0.53259336
Finland,Web,Sports Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,63877.05,539,0.50316553
Finland,Web,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q1 2013,6249.19,43,0.50113535
Finland,Web,Sports Store,Personal Accessories,Eyewear,Bella,2013,Q1 2013,27337.5,405,0.45143045
Finland,Web,Sports Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,5859.9,153,0.33740337
Finland,Web,Sports Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,47686.7,1404,0.33295363
Finland,Web,Sports Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,53668.22,1214,0.36787935
Finland,Web,Sports Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,57770.05,2867,0.4013713
Finland,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,76579.85,1179,0.41298671
Finland,Web,Sports Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,112812,1360,0.50758465
Finland,Web,Sports Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,42755,850,0.39349503
Finland,Web,Sports Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,198971.4,6470,0.32070524
Finland,Web,Sports Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,55201.5,1363,0.40190466
Finland,Web,Sports Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,100741.2,1608,0.44811279
Finland,Web,Sports Store,Personal Accessories,Knives,Single Edge,2013,Q1 2013,35290.98,2907,0.29489292
Finland,Web,Sports Store,Personal Accessories,Knives,Double Edge,2013,Q1 2013,12281.43,753,0.29920294
Finland,Web,Sports Store,Personal Accessories,Knives,Edge Extreme,2013,Q1 2013,66975.19,589,0.2964559
Finland,Web,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,15089.8,380,0.40745404
Finland,Web,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q1 2013,24287.36,277,0.46395985
Finland,Web,Sports Store,Personal Accessories,Knives,Max Gizmo,2013,Q1 2013,10410.3,258,0.55675341
Finland,Web,Sports Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,13093.5,1015,0.61522893
Finland,Web,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,33810.14,338,0.28831351
Finland,Web,Sports Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,16307.2,128,0.2733124
Finland,Web,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,43047.3,285,0.37686684
Finland,Web,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,38762.3,493,0.49125826
Finland,Web,Sports Store,Personal Accessories,Binoculars,Opera Vision,2013,Q1 2013,330,3,0.54
Finland,Web,Sports Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,13600,85,0.53271397
Finland,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,23090.4,720,0.3763642
Finland,Web,Sports Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,22446.9,245,0.42152368
Finland,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,28498.73,257,0.33772207
Finland,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q1 2013,31429.04,92,0.48343188
Finland,Web,Sports Store,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,5236,22,0.34983193
Finland,Web,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,36250,250,0.37688579
Finland,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,19332,54,0.33854749
Finland,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,1712.85,369,0.60576233
Finland,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,2030,290,0.66714286
Finland,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,11040.54,1704,0.62649653
Finland,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,2430,486,0.61
Finland,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,3940,872,0.59055838
Finland,Web,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,3772,164,0.60869565
Finland,Web,Sports Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,2065,59,0.59885714
Finland,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,654,109,0.52833333
Finland,Web,Sports Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,84,
Finland,Web,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,756,126,0.54
Finland,Web,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,287087.75,638,0.50886793
Finland,Web,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,371224.66,445,0.47807419
Finland,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,130576.38,258,0.4511865
Finland,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,213676.21,253,0.50270552
Finland,Web,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,427935,362,0.49850491
Finland,Web,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,316332,531,0.42658473
Finland,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,233803.13,181,0.52776509
Finland,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,159211.52,184,0.51345229
Finland,Web,Sports Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,129829.56,1778,0.61106546
Finland,Web,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,77104.59,897,0.5206978
Finland,Web,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,144487.2,995,0.37463519
Finland,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,27284.88,2924,0.69993638
Finland,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,35510.12,3148,0.46809529
Finland,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,104628.92,486,0.62979452
Finland,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,20538,1956,0.75714286
France,Fax,Sports Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,29240.73,37,0.37997444
France,Fax,Sports Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,66940.8,190,0.39449932
France,Fax,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q1 2013,41124.06,94,0.45397609
France,Fax,Sports Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q1 2013,8921.64,559,0.53007519
France,Fax,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,6183.8,196,0.36608558
France,Fax,Sports Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q1 2013,5404.56,84,0.36851104
France,Fax,Sports Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,19265.75,707,0.5306422
France,Fax,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,3920.46,114,0.5457982
France,Telephone,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,9999.84,251,0.50401606
France,Telephone,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,4253.65,241,0.52124646
France,Telephone,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,26587.77,93,0.41704852
France,Telephone,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,4473.72,172,0.31641676
France,Telephone,Department Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,3323.84,68,0.38625205
France,Telephone,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,2246.63,29,0.49657932
France,Telephone,Department Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,5241.76,87,0.56597593
France,Telephone,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,1689.6,16,0.52945076
France,Telephone,Department Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,7441.99,63,0.50155268
France,Telephone,Department Store,Personal Accessories,Eyewear,Polar Wave,2013,Q1 2013,2008.02,21,0.56996444
France,Telephone,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,11338.6,89,0.2733124
France,Telephone,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,5967.81,93,0.37665576
France,Telephone,Department Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,10627.92,116,0.42152368
France,Telephone,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,0,93,
France,Telephone,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q1 2013,672,96,0.73142857
France,Telephone,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,1386,198,0.66714286
France,Telephone,Department Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,1005,201,0.608
France,Telephone,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,0,93,
France,Telephone,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,93,
France,Telephone,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,33722.15,77,0.49537618
France,Telephone,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,59100.7,67,0.48883347
France,Telephone,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,24799.39,49,0.4511865
France,Telephone,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,29559.95,35,0.50270552
France,Telephone,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,67621.68,56,0.48738334
France,Telephone,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,28554.24,33,0.51345229
France,Telephone,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,56225.4,770,0.61106546
France,Telephone,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,11381.85,135,0.51132724
France,Telephone,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,32260.8,188,0.46503497
France,Telephone,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,8129.22,654,0.51729686
France,Telephone,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,5625.18,27,0.61745224
France,Web,Golf Shop,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,2854.25,35,0.52176579
France,Web,Golf Shop,Personal Accessories,Watches,Venue,2013,Q1 2013,21535,295,0.41988577
France,Web,Golf Shop,Personal Accessories,Watches,Infinity,2013,Q1 2013,34540,157,0.47503185
France,Web,Golf Shop,Personal Accessories,Watches,Lux,2013,Q1 2013,29966.4,177,0.47633349
France,Web,Golf Shop,Personal Accessories,Watches,TX,2013,Q1 2013,51924,275,0.45900239
France,Web,Golf Shop,Personal Accessories,Watches,Legend,2013,Q1 2013,26576.4,99,0.44005358
France,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,8224.72,133,0.57713454
France,Web,Golf Shop,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,2090,19,0.54827273
France,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,7199.97,60,0.50933129
France,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2013,Q1 2013,7897.5,117,0.4517037
France,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,36834,840,0.34836455
France,Web,Golf Shop,Personal Accessories,Eyewear,Dante,2013,Q1 2013,21860.47,487,0.40368848
France,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,11344.45,563,0.39846268
France,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,29276.2,446,0.43410005
France,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,29284,352,0.49550949
France,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,754.5,15,0.38906561
France,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2013,Q1 2013,62514,2043,0.32156349
France,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,24705,610,0.39620158
France,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2013,Q1 2013,76433,1220,0.44663195
France,Web,Golf Shop,Personal Accessories,Knives,Max Gizmo,2013,Q1 2013,4698,116,0.57728395
France,Web,Golf Shop,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,7856.1,609,0.59224806
France,Web,Golf Shop,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,8918,70,0.2733124
France,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,12601.6,75,0.47590465
France,Web,Golf Shop,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,13251.6,405,0.38875306
France,Web,Golf Shop,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,15191.93,137,0.33772207
France,Web,Golf Shop,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,6188,26,0.34983193
France,Web,Golf Shop,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,11814,33,0.33939055
France,Web,Golf Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,4179,597,0.65428571
France,Web,Golf Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,795,159,0.608
France,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,83256.6,186,0.50627338
France,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,48561.93,55,0.48932219
France,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,35076.16,69,0.45360496
France,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,23647.96,28,0.50270552
France,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,57008.11,47,0.4896691
France,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,57461.76,99,0.41146251
France,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,28717.26,22,0.53268522
France,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,21859.75,25,0.51852148
France,Web,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,57831.84,792,0.61106546
France,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,15353.5,178,0.52234995
France,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,40154.4,234,0.46503497
France,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,3521.84,397,0.68436953
France,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,10827.3,922,0.4890693
France,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,24359.66,112,0.6335581
France,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,5365.71,501,0.76190476
France,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,13687.15,599,0.30284464
France,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,4600.2,2091,0.61363636
France,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q1 2013,8618.4,665,0.60570988
France,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,58649.8,106,0.2904934
France,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,36127.91,259,0.38346835
France,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q1 2013,16322.85,135,0.56537921
France,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,5378.4,135,0.50401606
France,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,3653.55,207,0.52124646
France,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q1 2013,16576.42,167,0.3426355
France,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,18620.1,255,0.2810189
France,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,109825.35,392,0.40513989
France,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,53552.64,152,0.39449932
France,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q1 2013,21907.3,730,0.50016661
France,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,4357.12,148,0.38858696
France,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,10155,300,0.44638109
France,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q1 2013,1355.9,26,0.44870566
France,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q1 2013,3119.86,47,0.38791805
France,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,3568.24,73,0.38625205
France,Web,Department Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,4618.71,111,0.51934631
France,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,6275.07,81,0.49657932
France,Web,Department Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,5914.92,62,0.52831146
France,Web,Department Store,Personal Accessories,Watches,Venue,2013,Q1 2013,13213,181,0.41890411
France,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,66617,280,0.45545431
France,Web,Department Store,Personal Accessories,Watches,Lux,2013,Q1 2013,6124.8,35,0.47521225
France,Web,Department Store,Personal Accessories,Watches,TX,2013,Q1 2013,67208,354,0.45591715
France,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q1 2013,39749.6,151,0.42639976
France,Web,Department Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,20187.8,193,0.4250478
France,Web,Department Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,9620,74,0.47953846
France,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,23776,399,0.56116041
France,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,8085,77,0.5267619
France,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,13617.61,116,0.49843768
France,Web,Department Store,Personal Accessories,Eyewear,Polar Wave,2013,Q1 2013,1243.06,13,0.56996444
France,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,49196,1286,0.34113525
France,Web,Department Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,51523.75,1175,0.34880885
France,Web,Department Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,57105.1,2834,0.40057018
France,Web,Department Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,81236.45,1264,0.40889945
France,Web,Department Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,43220,529,0.50388987
France,Web,Department Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,56939.6,1132,0.39365749
