Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,Last Payment Amount,Origination Country,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate Type,Current Rate Ref,Early Redemption Penalty,Last Payment Date,Next Principal Scheduled Repayment Date,Early Redemption Penalty,Loan Status,Days in Past-Due
147000,147750,ZLP27501,Broker,Not in MARP,9/22/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/3/2045,5/2/2050,EUR,116285.7143,750,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,180
129200,129880,ZLP27502,Branch,Not in MARP,9/23/2013,377.7777778,Ireland,Mortage,Loan,Linear,5/4/2045,5/3/2050,EUR,200000,680,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
126078.5714,126410.3571,ZLP27503,Branch,Not in MARP,9/24/2013,368.6507937,Ireland,Mortage,Loan,Linear,5/5/2045,5/3/2053,EUR,200000,331.7857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
122957.1429,123306.6,ZLP27504,Web,ARA,9/25/2013,359.5238095,Ireland,Mortage,Loan,Linear,5/6/2045,5/11/2045,EUR,150000,349.4571429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
119835.7143,120564.82,ZLP27505,Broker,Exited MARP,9/26/2013,350.3968254,Ireland,Mortage,Loan,Linear,5/7/2045,5/12/2045,EUR,200000,729.1057143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
110571.4286,111185.7143,ZLP27506,Branch,Not in MARP,9/27/2013,341.2698413,Ireland,Mortage,Loan,Linear,5/8/2045,5/13/2045,EUR,175000,614.2857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
117180,117502.8429,ZLP27507,Web,ARA,9/28/2013,332.1428571,Ireland,Mortage,Loan,Linear,5/9/2045,5/14/2045,EUR,170000,322.8428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,270
110471.4286,111143.56,ZLP27508,Broker,ARA,9/29/2013,323.015873,Ireland,Mortage,Loan,Linear,5/10/2045,5/15/2045,EUR,165000,672.1314286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
135000,135750,ZLP27509,Branch,ARA,9/30/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/11/2045,5/16/2045,EUR,160000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
98000,98017,ZLP27510,Branch,Not in MARP,10/1/2013,277.7777778,Ireland,Mortage,Loan,Linear,5/12/2045,5/11/2051,EUR,155000,17,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
80750,80764.45,ZLP27511,Web,Not in MARP,10/2/2013,236.1111111,Ireland,Mortage,Loan,Linear,5/13/2045,5/12/2050,EUR,150000,14.45,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
190000,190034,ZLP27512,Broker,Not in MARP,10/3/2013,555.5555556,Ireland,Mortage,Loan,Linear,5/14/2045,5/13/2050,EUR,145000,34,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
150030,150405,ZLP27513,Branch,Not in MARP,10/4/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/15/2045,5/14/2050,EUR,140000,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,75
129200,129567.2,ZLP27514,Web,Not in MARP,10/5/2013,377.7777778,Ireland,Mortage,Loan,Linear,5/16/2045,5/15/2050,EUR,135000,367.2,fixed,,,fixed,,0.03,7/22/2019,8/30/2019,0.04,non-performing,90
140700,141603.6067,ZLP27515,Broker,Not in MARP,10/6/2013,434.2592593,Ireland,Mortage,Loan,Linear,5/17/2045,5/16/2050,EUR,130000,903.6066667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
158666.6667,159476.1905,ZLP27516,Branch,Not in MARP,10/7/2013,449.7354497,Ireland,Mortage,Loan,Linear,5/18/2045,5/16/2053,EUR,125000,809.5238095,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
159102.381,159130.8519,ZLP27517,Branch,Not in MARP,10/8/2013,465.2116402,Ireland,Mortage,Loan,Linear,5/19/2045,5/24/2045,EUR,200000,28.47095238,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
164395.2381,165260.4762,ZLP27518,Web,Not in MARP,10/9/2013,480.6878307,Ireland,Mortage,Loan,Linear,5/20/2045,5/25/2045,EUR,200000,865.2380952,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
169688.0952,170581.1905,ZLP27519,Broker,Not in MARP,10/10/2013,496.1640212,Ireland,Mortage,Loan,Linear,5/21/2045,5/26/2045,EUR,150000,893.0952381,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
174980.9524,175441.4286,ZLP27520,Branch,Not in MARP,10/11/2013,511.6402116,Ireland,Mortage,Loan,Linear,5/22/2045,5/27/2045,EUR,200000,460.4761905,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
170785.7143,171298.0714,ZLP27521,Web,Not in MARP,10/12/2013,527.1164021,Ireland,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,175000,512.3571429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
191426.6667,192555.6933,ZLP27522,Broker,Not in MARP,10/13/2013,0,Ireland,Mortage,Loan,Linear,5/24/2045,5/29/2045,EUR,170000,1129.026667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
190000,191000,ZLP27523,Branch,Not in MARP,10/14/2013,555.5555556,Ireland,Mortage,Loan,Linear,5/25/2045,5/24/2051,EUR,165000,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
135000,135405,ZLP27524,Branch,ARA,10/15/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/26/2045,5/25/2050,EUR,160000,405,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
98000,98578,ZLP27525,Web,Exited MARP,10/16/2013,277.7777778,Ireland,Mortage,Loan,Linear,5/27/2045,5/26/2050,EUR,155000,578,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
80750,81175,ZLP27526,Broker,Not in MARP,10/17/2013,236.1111111,Ireland,Mortage,Loan,Linear,5/28/2045,5/27/2050,EUR,150000,425,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
190000,190034,ZLP27527,Branch,ARA,10/18/2013,555.5555556,Ireland,Mortage,Loan,Linear,5/29/2045,5/28/2050,EUR,145000,34,mixed,5 years fixed then variable,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,91
150030,150055.5,ZLP27528,Web,ARA,10/19/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/30/2045,5/29/2050,EUR,140000,25.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
129200,129223.12,ZLP27529,Broker,ARA,10/20/2013,377.7777778,Ireland,Mortage,Loan,Linear,5/31/2045,5/29/2053,EUR,135000,23.12,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
119442.8571,119774.6429,ZLP27530,Branch,Not in MARP,10/21/2013,368.6507937,Ireland,Mortage,Loan,Linear,6/1/2045,6/6/2045,EUR,130000,331.7857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
126840,127189.4571,ZLP27531,Branch,Not in MARP,10/22/2013,359.5238095,Ireland,Mortage,Loan,Linear,6/2/2045,6/7/2045,EUR,125000,349.4571429,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
119835.7143,120564.82,ZLP27532,Web,Not in MARP,10/23/2013,350.3968254,Ireland,Mortage,Loan,Linear,6/3/2045,6/8/2045,EUR,200000,729.1057143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
116714.2857,117328.5714,ZLP27533,Broker,Not in MARP,10/24/2013,341.2698413,Ireland,Mortage,Loan,Linear,6/4/2045,6/9/2045,EUR,221666.6667,614.2857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,180
113592.8571,113613.1843,ZLP27534,Branch,Not in MARP,10/25/2013,332.1428571,Ireland,Mortage,Loan,Linear,6/5/2045,6/10/2045,EUR,256666.6667,20.32714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
110471.4286,111052.8571,ZLP27535,Web,Not in MARP,10/26/2013,323.015873,Ireland,Mortage,Loan,Linear,6/6/2045,6/11/2045,EUR,291666.6667,581.4285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
180000,181000,ZLP27536,Broker,Not in MARP,10/27/2013,0,Ireland,Mortage,Loan,Linear,6/7/2045,6/6/2051,EUR,326666.6667,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,360
147000,147375,ZLP27537,Branch,Not in MARP,10/28/2013,416.6666667,Ireland,Mortage,Loan,Linear,6/8/2045,6/7/2050,EUR,361666.6667,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
95000,95270,ZLP27538,Branch,Not in MARP,10/29/2013,277.7777778,Ireland,Mortage,Loan,Linear,6/9/2045,6/8/2050,EUR,396666.6667,270,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
76500,76991.3,ZLP27539,Web,Not in MARP,10/30/2013,236.1111111,Ireland,Mortage,Loan,Linear,6/10/2045,6/9/2050,EUR,431666.6667,491.3,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
196000,197000,ZLP27540,Broker,Not in MARP,10/31/2013,555.5555556,Ireland,Mortage,Loan,Linear,6/11/2045,6/10/2050,EUR,200000,1000,fixed,,,fixed,,0.03,7/29/2019,8/30/2019,0.04,non-performing,97
142500,142905,ZLP27541,Branch,Not in MARP,11/1/2013,416.6666667,Ireland,Mortage,Loan,Linear,6/12/2045,6/11/2050,EUR,150000,405,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
129200,129986.08,ZLP27542,Web,Not in MARP,11/2/2013,377.7777778,Ireland,Mortage,Loan,Linear,6/13/2045,6/11/2053,EUR,136000,786.08,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
132740.8286,133404.4,ZLP27543,Broker,Not in MARP,11/3/2013,331.7857143,Ireland,Mortage,Loan,Linear,6/14/2045,6/19/2045,EUR,132714.2857,663.5714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
122957.1429,122979.1457,ZLP27544,Branch,ARA,11/4/2013,359.5238095,Ireland,Mortage,Loan,Linear,6/15/2045,6/20/2045,EUR,129428.5714,22.00285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
113528.5714,113550.0157,ZLP27545,Branch,Exited MARP,11/5/2013,350.3968254,Ireland,Mortage,Loan,Linear,6/16/2045,6/21/2045,EUR,126142.8571,21.44428571,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
120400,120420.8857,ZLP27546,Web,Not in MARP,11/6/2013,341.2698413,Ireland,Mortage,Loan,Linear,6/17/2045,6/22/2045,EUR,122857.1429,20.88571429,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
113592.8571,113891.7857,ZLP27547,Broker,ARA,11/7/2013,332.1428571,Ireland,Mortage,Loan,Linear,6/18/2045,6/23/2045,EUR,119571.4286,298.9285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
110471.4286,110785.4,ZLP27548,Branch,ARA,11/8/2013,323.015873,Ireland,Mortage,Loan,Linear,6/19/2045,6/24/2045,EUR,116285.7143,313.9714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
142500,143367,ZLP27549,Web,ARA,11/9/2013,0,Ireland,Mortage,Loan,Linear,6/20/2045,6/19/2051,EUR,150000,867,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,320
95000,95500,ZLP27550,Broker,Not in MARP,11/10/2013,277.7777778,Ireland,Mortage,Loan,Linear,6/21/2045,6/20/2050,EUR,100000,500,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
76500,76514.45,ZLP27551,Branch,Not in MARP,11/11/2013,236.1111111,Ireland,Mortage,Loan,Linear,4/12/2045,4/11/2050,EUR,85000,14.45,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
196000,197000,ZLP27552,Branch,Not in MARP,11/12/2013,555.5555556,Ireland,Mortage,Loan,Linear,4/13/2045,4/12/2050,EUR,200000,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
142500,143250,ZLP27553,Web,Not in MARP,11/13/2013,416.6666667,Ireland,Mortage,Loan,Linear,4/14/2045,4/13/2050,EUR,150000,750,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,97
122400,122740,ZLP27554,Broker,Not in MARP,11/14/2013,377.7777778,Ireland,Mortage,Loan,Linear,4/15/2045,4/14/2050,EUR,136000,340,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
153206.6667,153628.7667,ZLP27555,Branch,Not in MARP,11/15/2013,434.2592593,Ireland,Mortage,Loan,Linear,4/16/2045,4/14/2053,EUR,156333.3333,422.1,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
153809.5238,154745.3333,ZLP27556,Web,Not in MARP,11/16/2013,449.7354497,Ireland,Mortage,Loan,Linear,4/17/2045,4/22/2045,EUR,161904.7619,935.8095238,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
159102.381,159939.7619,ZLP27557,Broker,Not in MARP,11/17/2013,465.2116402,Ireland,Mortage,Loan,Linear,4/18/2045,4/23/2045,EUR,167476.1905,837.3809524,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
173082.2286,173549.4571,ZLP27558,Branch,Not in MARP,11/18/2013,480.6878307,Ireland,Mortage,Loan,Linear,4/19/2045,4/24/2045,EUR,173047.619,467.2285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
169688.0952,170720.5133,ZLP27559,Branch,Not in MARP,11/19/2013,496.1640212,Ireland,Mortage,Loan,Linear,4/20/2045,4/25/2045,EUR,178619.0476,1032.418095,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
165771.4286,166692.381,ZLP27560,Web,Not in MARP,11/20/2013,511.6402116,Ireland,Mortage,Loan,Linear,4/21/2045,4/26/2045,EUR,184190.4762,920.952381,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
185966.6667,185998.9262,ZLP27561,Broker,Not in MARP,11/21/2013,527.1164021,Ireland,Mortage,Loan,Linear,4/22/2045,4/27/2045,EUR,189761.9048,32.25952381,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,360
185566.6667,185599.8733,ZLP27562,Branch,Not in MARP,11/22/2013,542.5925926,Ireland,Mortage,Loan,Linear,4/23/2045,4/22/2051,EUR,195333.3333,33.20666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
190000,190034,ZLP27563,Web,Not in MARP,11/23/2013,555.5555556,Ireland,Mortage,Loan,Linear,4/24/2045,4/23/2050,EUR,200000,34,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
142500,142875,ZLP27564,Broker,ARA,11/24/2013,600,Ireland,Mortage,Loan,Linear,4/25/2045,4/24/2050,EUR,150000,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,180
95000,95270,ZLP27565,Branch,Exited MARP,11/25/2013,277.7777778,Ireland,Mortage,Loan,Linear,4/26/2045,4/25/2050,EUR,100000,270,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
76500,76991.3,ZLP27566,Branch,Not in MARP,11/26/2013,236.1111111,Ireland,Mortage,Loan,Linear,4/27/2045,4/26/2050,EUR,85000,491.3,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
196000,197000,ZLP27567,Web,ARA,11/27/2013,555.5555556,Ireland,Mortage,Loan,Linear,4/28/2045,4/27/2050,EUR,200000,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,180
142500,142525.5,ZLP27568,Broker,ARA,11/28/2013,416.6666667,Ireland,Mortage,Loan,Linear,4/29/2045,4/27/2053,EUR,150000,25.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
122400,123080,ZLP27569,Branch,ARA,11/29/2013,377.7777778,Ireland,Mortage,Loan,Linear,4/30/2045,5/5/2045,EUR,136000,680,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
130060,130723.5714,ZLP27570,Web,Not in MARP,11/30/2013,368.6507937,Ireland,Mortage,Loan,Linear,5/1/2045,5/6/2045,EUR,132714.2857,663.5714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
122957.1429,123280.7143,ZLP27571,Broker,Not in MARP,12/1/2013,359.5238095,Ireland,Mortage,Loan,Linear,5/2/2045,5/7/2045,EUR,129428.5714,323.5714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
119835.7143,120176.3,ZLP27572,Branch,Not in MARP,12/2/2013,350.3968254,Ireland,Mortage,Loan,Linear,5/3/2045,5/8/2045,EUR,126142.8571,340.5857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
122881.7143,123591.8286,ZLP27573,Branch,Not in MARP,12/3/2013,341.2698413,Ireland,Mortage,Loan,Linear,5/4/2045,5/9/2045,EUR,122857.1429,710.1142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
113592.8571,114190.7143,ZLP27574,Web,Not in MARP,12/4/2013,332.1428571,Ireland,Mortage,Loan,Linear,5/5/2045,5/10/2045,EUR,119571.4286,597.8571429,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,290
104657.1429,104971.1143,ZLP27575,Broker,Not in MARP,12/5/2013,323.015873,Ireland,Mortage,Loan,Linear,5/6/2045,5/5/2051,EUR,116285.7143,313.9714286,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
196000,197156,ZLP27576,Branch,Not in MARP,12/6/2013,555.5555556,Ireland,Mortage,Loan,Linear,5/7/2045,5/6/2050,EUR,200000,1156,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
142500,143250,ZLP27577,Web,Not in MARP,12/7/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/8/2045,5/7/2050,EUR,150000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
95000,95017,ZLP27578,Broker,Not in MARP,12/8/2013,277.7777778,Ireland,Mortage,Loan,Linear,5/9/2045,5/8/2050,EUR,100000,17,mixed,5 years fixed then variable,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,97
80750,80764.45,ZLP27579,Branch,Not in MARP,12/9/2013,236.1111111,Ireland,Mortage,Loan,Linear,5/10/2045,5/9/2050,EUR,85000,14.45,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
190000,190034,ZLP27580,Branch,Not in MARP,12/10/2013,555.5555556,Ireland,Mortage,Loan,Linear,5/11/2045,5/10/2050,EUR,200000,34,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,185
135000,135375,ZLP27581,Web,Not in MARP,12/11/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/12/2045,5/10/2053,EUR,150000,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
133280,133647.2,ZLP27582,Broker,Not in MARP,12/12/2013,377.7777778,Ireland,Mortage,Loan,Linear,5/13/2045,5/18/2045,EUR,136000,367.2,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
126078.5714,126845.66,ZLP27583,Branch,Not in MARP,12/13/2013,368.6507937,Ireland,Mortage,Loan,Linear,5/14/2045,5/19/2045,EUR,132714.2857,767.0885714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
116485.7143,117132.8571,ZLP27584,Web,ARA,12/14/2013,359.5238095,Ireland,Mortage,Loan,Linear,5/15/2045,5/20/2045,EUR,129428.5714,647.1428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
123620,123641.4443,ZLP27585,Broker,Exited MARP,12/15/2013,350.3968254,Ireland,Mortage,Loan,Linear,5/16/2045,5/21/2045,EUR,126142.8571,21.44428571,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
116714.2857,117328.5714,ZLP27586,Branch,Not in MARP,12/16/2013,341.2698413,Ireland,Mortage,Loan,Linear,5/17/2045,5/22/2045,EUR,122857.1429,614.2857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
113592.8571,114190.7143,ZLP27587,Branch,ARA,12/17/2013,0,Ireland,Mortage,Loan,Linear,5/18/2045,5/23/2045,EUR,119571.4286,597.8571429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
116308.9714,116599.6857,ZLP27588,Web,ARA,12/18/2013,323.015873,Ireland,Mortage,Loan,Linear,5/19/2045,5/18/2051,EUR,116285.7143,290.7142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,180
142500,142905,ZLP27589,Broker,ARA,12/19/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/20/2045,5/19/2050,EUR,150000,405,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
90000,90578,ZLP27590,Branch,Not in MARP,12/20/2013,277.7777778,Ireland,Mortage,Loan,Linear,5/21/2045,5/20/2050,EUR,100000,578,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
83300,83725,ZLP27591,Web,Not in MARP,12/21/2013,236.1111111,Ireland,Mortage,Loan,Linear,5/22/2045,5/21/2050,EUR,85000,425,fixed,,,fixed,,0.03,7/22/2019,8/30/2019,0.04,non-performing,200
190000,190540,ZLP27592,Broker,Not in MARP,12/22/2013,555.5555556,Ireland,Mortage,Loan,Linear,5/23/2045,5/22/2050,EUR,200000,540,fixed,,,fixed,,0.03,7/31/2019,8/30/2019,0.04,non-performing,90
142500,143367,ZLP27593,Branch,Not in MARP,12/23/2013,416.6666667,Ireland,Mortage,Loan,Linear,5/24/2045,5/23/2050,EUR,150000,867,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
129200,129880,ZLP27594,Branch,Not in MARP,12/24/2013,377.7777778,Ireland,Mortage,Loan,Linear,5/25/2045,5/23/2053,EUR,136000,680,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
148516.6667,148543.2433,ZLP27595,Web,Not in MARP,12/25/2013,434.2592593,Ireland,Mortage,Loan,Linear,5/26/2045,5/31/2045,EUR,156333.3333,26.57666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
145714.2857,145741.8095,ZLP27596,Broker,Not in MARP,12/26/2013,449.7354497,Ireland,Mortage,Loan,Linear,5/27/2045,6/1/2045,EUR,161904.7619,27.52380952,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
164126.6667,164155.1376,ZLP27597,Branch,Not in MARP,12/27/2013,465.2116402,Ireland,Mortage,Loan,Linear,5/28/2045,6/2/2045,EUR,167476.1905,28.47095238,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
164395.2381,164827.8571,ZLP27598,Web,Not in MARP,12/28/2013,480.6878307,Ireland,Mortage,Loan,Linear,5/29/2045,6/3/2045,EUR,173047.619,432.6190476,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,187
160757.1429,161239.4143,ZLP27599,Broker,Not in MARP,12/29/2013,496.1640212,Ireland,Mortage,Loan,Linear,5/30/2045,6/4/2045,EUR,178619.0476,482.2714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
180506.6667,181571.2876,ZLP27600,Branch,Not in MARP,12/30/2013,511.6402116,Ireland,Mortage,Loan,Linear,5/31/2045,6/5/2045,EUR,184190.4762,1064.620952,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
180273.8095,181222.619,ZLP27601,Branch,Not in MARP,12/31/2013,527.1164021,Ireland,Mortage,Loan,Linear,6/1/2045,5/31/2051,EUR,189761.9048,948.8095238,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
185566.6667,185599.8733,ZLP27602,Web,Not in MARP,1/1/2014,542.5925926,Ireland,Mortage,Loan,Linear,6/2/2045,6/1/2050,EUR,195333.3333,33.20666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
200040,201040,ZLP27603,Broker,Not in MARP,1/2/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/3/2045,6/2/2050,EUR,200000,1000,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
142500,143250,ZLP27604,Branch,ARA,1/3/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/4/2045,6/3/2050,EUR,150000,750,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,200
90000,90250,ZLP27605,Web,Exited MARP,1/4/2014,277.7777778,Ireland,Mortage,Loan,Linear,6/5/2045,6/4/2050,EUR,100000,250,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,90
83300,83529.5,ZLP27606,Broker,Not in MARP,1/5/2014,236.1111111,Ireland,Mortage,Loan,Linear,6/6/2045,6/5/2050,EUR,85000,229.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
190000,191156,ZLP27607,Branch,ARA,1/6/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/7/2045,6/5/2053,EUR,200000,1156,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
142500,143250,ZLP27608,Branch,ARA,1/7/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/8/2045,6/13/2045,EUR,150000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
129200,129567.2,ZLP27609,Web,ARA,1/8/2014,377.7777778,Ireland,Mortage,Loan,Linear,6/9/2045,6/14/2045,EUR,136000,367.2,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
126078.5714,126845.66,ZLP27610,Broker,Not in MARP,1/9/2014,368.6507937,Ireland,Mortage,Loan,Linear,6/10/2045,6/15/2045,EUR,132714.2857,767.0885714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,190
