Gender,NameSet,GivenName,MiddleInitial,Surname
male,French,Alfred,A,Pouchard
male,Slovenian,Neim,A,Jonaš
male,Igbo,Nebechi,T,Oluchi
male,American,James,J,Hubbard
female,"Japanese (Anglicized)",Roka,T,Hamasaki
male,"Chinese (Traditional)",立茀,姿,郝
male,Greenland,Peter,M,Petersen
male,Eritrean,Gabriel,F,Girmay
female,Scottish,Honey,P,Kelly
male,Klingon,Ahikar,K,Onnak
male,Icelandic,Unnsteinn,T,Róbertsson
male,Igbo,Nnachetam,N,Iheanacho
male,French,Brice,D,Austin
male,Chinese,De,L,Hsiung
male,Croatian,Tihomir,R,Klobučar
female,Hungarian,Erssike,A,Fodor
female,Chinese,Ai,P,Chao
male,Igbo,Dike,O,Obijiaku
female,Greenland,Marie,J,Rosing
male,Arabic,Nafi',A,Khoury
female,Norwegian,Camilla,L,Grønning
female,Russian,Faina,F,Samsonova
male,Hispanic,Oleguer,T,Medrano
female,"Japanese (Anglicized)",Niina,T,Saikawa
male,"Russian (Cyrillic)",Эммануил,Б,Бирюков
male,Klingon,Keth,L,Vriloc
male,Slovenian,"Anton Marko",F,Radan
male,"Chinese (Traditional)",怡帆,書,潘
male,Australian,Joshua,G,Sadler
female,"Chechen (Latin)",Polla,T,Barsukov
female,Brazil,Emily,G,Silva
male,Klingon,Kazak,R,Trisra
male,Persian,کیخسرو,س,ساوجی
female,Russian,March,D,Aksenova
male,Croatian,Dario,M,Jelić
male,Eritrean,Demsas,L,Nebay
male,Japanese,颯太,優,小脇
male,French,Florismart,B,Beauchemin
male,Finnish,Tuomo,J,Mäenpää
male,Russian,Alexander,R,Anisimov
female,Danish,Liva,M,Jakobsen
male,Danish,Alfred,A,Holm
male,Chinese,De,E,Ko
female,Slovenian,Pina,A,Holzknecht
female,Swedish,Gabriela,O,Fredriksson
female,"Chinese (Traditional)",姿君,雍,鄒
male,Dutch,Riad,B,"Klein Nagelvoort"
male,Russian,Lawrence,C,Golovanov
female,Scottish,Jessica,O,Walker
female,Polish,Alicja,J,Sokołowska
male,Chinese,Shaiming,Z,Tai
male,"Russian (Cyrillic)",Самсон,Ф,Булгаков
female,Danish,Malene,E,Nilsson
female,Croatian,Kata,H,Poljak
male,Slovenian,"Srečko Feliks",C,Kalik
male,Hungarian,Antal,T,Benczik
female,French,Jeannine,Y,Thivierge
male,American,Tim,D,Rivers
female,Eritrean,Genet,S,Gebre
female,Swedish,Lena,T,Bergman
male,Thai,กุลธวัช,ช,แก้วกำเนิด
male,German,Daniel,T,Aachen
female,Finnish,Tuula,H,Leminen
male,England/Wales,Kian,M,Bird
female,"Japanese (Anglicized)",Itsumi,Y,Amano
male,French,Cloridan,D,Chouinard
female,Dutch,Feray,K,"van der Kuijl"
female,Japanese,遥,大,滝脇
male,Thai,กัมจัด,ด,ขำผา
female,"Chechen (Latin)",Duqyaha,K,Godina
female,Russian,Hella,Z,Bocharova
male,Chinese,Wei,J,Chuang
female,Thai,สุยุคลธร,ก,จัดระเบียบ
male,Igbo,Nkemjika,D,Ifeatu
female,"Russian (Cyrillic)",Алла,Р,Ибрагимова
female,Swedish,Lo,R,Sandström
female,Vietnamese,Thắm,T,Phùng
female,Igbo,Anayolisa,K,Chukwumaobim
male,"Chinese (Traditional)",堯寬,雅,趙
female,Persian,گلی,ب,صمیعی
female,Japanese,遥,克,力丸
female,Australian,Zoe,R,Gullett
female,Japanese,葵,三,須貝
male,American,Clyde,C,Smith
female,American,Katherine,R,McNelly
female,Slovenian,"Ida Marija",E,Kratochwill
female,German,Anja,M,Burger
female,Dutch,Marlena,L,Leijenaar
male,Croatian,Krunoslav,A,Posavec
female,Hobbit,Estella,R,Mugwort
male,Slovenian,Igor,P,Šerifović
male,Danish,Michael,A,Henriksen
male,Ninja,Zukaarimoto,,
male,"Chinese (Traditional)",家正,佳,杜
male,Vietnamese,Lam,T,Huỳnh
male,French,Landers,A,Bondy
female,Russian,Rufus,Z,Vaguine
male,Thai,ชัสมา,ส,เจริญดี
male,Dutch,Fevzi,P,Hartog
female,"Chechen (Latin)",Zaynap,B,Gairbekov
female,Brazil,Larissa,L,Rocha
male,Swedish,Carl,N,Bengtsson
male,Japanese,昭夫,小,奥野
male,Ninja,Nokadota,,
female,Vietnamese,Cầu,C,Trần
female,Chinese,"Xiao Hong",C,Tu
female,Hungarian,Kamilla,R,Rózsa
female,Klingon,J'Sira,K,Rannic
male,Scottish,Connor,A,Allan
female,Hungarian,Gabriella,F,Lörinc
male,Italian,Olindo,C,Padovano
female,Italian,Natascia,F,Trevisani
female,Arabic,Umniyah,A,Haddad
female,Italian,Generosa,A,"Lo Duca"
female,Australian,Madeleine,B,Atkin
male,Japanese,四郎,螢,勝原
male,"Chinese (Traditional)",冠廷,焙,洪
female,"Russian (Cyrillic)",Самира,А,Кириллова
male,"Chechen (Latin)",Nazhmuddin,R,Kishiev
female,Greenland,Kathrine,M,Brandt
male,Danish,Nansen,C,Pedersen
male,Polish,Jarogniew,K,Zielinski
male,Czech,Jaroslav,L,Snášel
female,Hobbit,Asphodel,M,Brown
female,"Japanese (Anglicized)",Sadayo,H,Shigeki
male,"Japanese (Anglicized)",Norikazu,K,Kokawa
male,Swedish,Enes,E,Hansson
female,Persian,فروه,آ,بهمنش
male,Polish,Tomasz,H,Borkowski
female,Klingon,J'Grala,R,Onnak
female,"Chinese (Traditional)",馥羽,姿,郭
male,Slovenian,Naj,T,Nićetin
female,"Chinese (Traditional)",雅萍,家,賴
male,Arabic,Tariq,W,Sarkis
female,Klingon,L'Vixis,T,Avell
female,American,Jennifer,M,Olson
male,German,Matthias,J,Neumann
male,Eritrean,Ambessa,A,Gabriel
female,Vietnamese,Đoan,T,Cao
male,"Russian (Cyrillic)",Емельян,А,Игнатьев
male,Japanese,陸,紅,小楠
male,Arabic,Jabalah,S,Hadad
female,Ninja,Mekutatafu,,
male,Hispanic,Ernie,G,Soria
male,Klingon,Kurn,L,Kharsack
male,"Japanese (Anglicized)",Satomu,K,Takemura
female,"Russian (Cyrillic)",Наина,Л,Зайцева
female,England/Wales,Chelsea,I,Kemp
male,Croatian,David,R,Marjanović
female,German,Karolin,L,Weiß
female,Arabic,Yusriyah,F,Harb
female,Eritrean,Hagosa,G,Negassi
female,Persian,گیسو,س,نبوی
male,Hungarian,Zobor,A,Sebeôk
male,Russian,Daniel,C,Ulyanov
male,Dutch,Rim,S,Hoogendorp
female,Japanese,梅子,大,出射
male,Vietnamese,Từ,A,Vũ
female,Croatian,Ivona,M,Stanić
male,American,Billy,M,Hansell
female,Thai,สุยุพยงค์,อ,คะสุดใจ
male,"Japanese (Anglicized)",Hideto,K,Agano
male,Swedish,Linus,D,Berggren
male,"Russian (Cyrillic)",Иосиф,К,Зуев
male,Hungarian,Moricz,J,Fenyvesi
male,Igbo,Nnaife,C,Ebelegbulam
male,Igbo,Iheanacho,C,Anayochukwu
male,"Russian (Cyrillic)",Тихон,Г,Бородин
female,"Russian (Cyrillic)",Нонна,Р,Ковалёва
male,Greenland,Jonas,E,Olsen
male,Hungarian,Gyala,K,Virág
female,Australian,Mikayla,A,Garland
male,Hispanic,Teodorico,P,Olivárez
female,Finnish,Riitta,A,Vuorinen
female,Italian,Ilenia,G,Bruno
male,Finnish,Kaj,L,Kilpeläinen
male,Hispanic,Dallas,D,Meza
male,England/Wales,Evan,E,Clarke
male,Swedish,Melvin,D,Andreasson
female,Vietnamese,Trước,T,Ngô
male,German,Benjamin,N,Fuerst
female,Icelandic,Anna,S,Sigurþórsdóttir
male,Klingon,Kozak,N,Ozhpri
male,Hobbit,Gerontius,S,Puddifoot
female,German,Michelle,M,Bohm
male,Greenland,Minik,K,Heilmann
female,Ninja,Zukuariarikiku,,
male,Dutch,Orrin,L,Günes
female,"Chinese (Traditional)",嬿婷,愛,汪
female,Danish,Liv,O,Pedersen
female,Eritrean,Mezan,H,Selassie
male,Vietnamese,Nam,H,Dương
male,Eritrean,Bisrat,H,Robel
female,Swedish,Lana,V,Isaksson
male,Danish,Felix,N,Lassen
male,Polish,Lesław,E,Sawicki
female,Eritrean,Kisanet,I,Yonas
male,Swedish,Lo,P,Norberg
female,German,Mandy,E,Meier
male,Icelandic,Einar,J,Sturluson
male,Hobbit,Bercilac,E,Sandyman
male,Dutch,Mauritius,B,Bex
female,German,Juliane,M,Wurfel
male,American,Lawrence,R,Gray
female,Persian,پیمانه,ک,نوری
female,"Chechen (Latin)",Ayshat,B,Karataev
female,Icelandic,Eneka,S,Reynisdóttir
male,"Chinese (Traditional)",詠絮,詩,熊
male,Scottish,Hubert,K,Grant
female,"Chinese (Traditional)",宜庭,岳,程
female,Czech,Marie,V,Macáková
male,German,Luca,A,Freud
male,Icelandic,Friðrik,A,Geirsson
male,"Chechen (Latin)",Naurbi,M,Melikov
male,Brazil,André,A,Cardoso
male,Japanese,海斗,久,蘇武
male,Australian,Aidan,B,Piper
male,Swedish,Charlie,L,Bergman
male,Russian,Kuzma,L,Ulyanov
male,Dutch,Jorim,K,"Oude Luttikhuis"
male,England/Wales,Taylor,S,Fraser
male,Croatian,Bernard,S,Babić
male,Russian,Karp,I,Zakharov
female,Italian,Adolfa,G,Lettiere
female,"Russian (Cyrillic)",Томила,Р,Казакова
female,Icelandic,Lísa,V,Sigurjónsdóttir
male,Hispanic,Longinos,N,Lugo
male,Greenland,Mikael,M,Frederiksen
male,Persian,سیامک,گ,مرادعلی
female,German,Annett,M,Dreher
female,Persian,نیکو,ا,براری
female,Thai,ณัฐณิชา,ท,วีระสัมฤทธิ์
male,Chinese,Zhen,D,Hsieh
male,Vietnamese,Luật,M,Phan
female,"Japanese (Anglicized)",Hideyo,K,Araya
female,Scottish,Jamie-leigh,N,Murray
female,Croatian,Lana,F,Jurišić
female,Brazil,Maria,B,Souza
male,German,Martin,L,Saenger
female,Polish,Gertruda,D,Duda
female,Norwegian,Ella,L,Kronstad
female,Hungarian,Zsuzsi,P,Rózsa
male,"Chinese (Traditional)",哲揚,靜,韓
female,Japanese,桐子,大,安河内
female,Swedish,Hedvig,R,Jansson
female,Klingon,Kalara,K,Demma
male,Eritrean,Hagos,K,Asmara
male,Norwegian,Odin,I,Dahl
female,Dutch,Laurine,F,"van den Hoeven"
male,Swedish,Tom,I,Wallin
female,Eritrean,Ariam,E,Selam
male,Chinese,Lee,Q,Chao
male,German,Philipp,K,Pfeffer
female,Icelandic,Þóra,H,Guðjónsdóttir
male,"Japanese (Anglicized)",Toshiaki,T,Toyota
male,Russian,Roman,A,Bazhenov
female,Greenland,Elisabeth,D,Lynge
male,Persian,تهمورث,ش,شالچی
male,Vietnamese,Phương,T,Liễu
male,Icelandic,Marinó,R,Hauksson
male,Swedish,Norton,C,Wallin
male,Brazil,Nicolash,C,Ferreira
male,Vietnamese,Huân,A,Đinh
female,Greenland,Helene,P,Enoksen
male,Polish,Gerwazy,B,Kalinowski
male,Hobbit,Tomburän,B,Goldworthy
male,Chinese,Song,C,Tsou
male,Dutch,Menzo,J,"van Tienhoven"
female,Persian,مهتا,ب,غایی
male,American,Gabriel,N,Powers
male,Japanese,三郎,美,西澤
female,Hobbit,Prima,S,Tunnelly
female,French,Christelle,G,LaGrande
female,German,Christine,P,Weiss
male,Brazil,Erick,S,Ferreira
male,Chinese,Jian,H,Tai
male,Hobbit,Adelbert,F,Brown
male,Vietnamese,Sâm,S,Văn
female,Japanese,静香,修,板野
male,Croatian,Prvan,E,Lukić
female,Finnish,Veera,R,Riutta
male,Czech,Pavel,M,Pavlů
female,Hobbit,Robinia,R,Bracegirdle
male,Danish,August,S,Kristoffersen
female,Klingon,R'Sira,K,Mnemon
female,Vietnamese,Lanh,T,Đinh
male,Slovenian,Livij,C,Favai
female,Czech,Drahomíra,M,Ferková
male,American,Henry,M,Gonzales
female,"Japanese (Anglicized)",Yurina,A,Maida
male,Polish,Ludwik,M,Kamiński
male,Slovenian,Mitre,G,Žebela
female,Russian,Xenia,A,Bezrukova
male,Thai,ขจัด,ส,ดิษฐ์สระ
female,Klingon,B'Kahli,K,Ozhpri
male,Russian,Arseny,Z,Andrejew
female,Thai,สุศิริญาพร,อ,สงมูลนาค
female,French,Jacquenett,T,Sauvé
female,Scottish,Jemma,W,Marshall
female,Czech,Zuzana,M,Maňáková
male,Hobbit,Folco,C,Fairbairn
female,Brazil,Vitoria,R,Gomes
female,Chinese,Jun,W,Wan
female,Norwegian,Eva,H,Albertsen
male,Russian,Basil,L,Maslow
male,Polish,Kazimierz,K,Walczak
male,Japanese,昭夫,彩,佐渡
male,Swedish,Ian,D,Söderström
male,Vietnamese,Vượng,K,Mai
female,England/Wales,Maya,A,Watkins
female,Scottish,Anna,C,Alexander
male,Swedish,Tage,B,Ivarsson
male,Croatian,Časlav,D,Janković
male,German,Steffen,T,Schwartz
female,Swedish,Mariam,J,Persson
female,Persian,پوپک,م,رازانی
female,Russian,Eric,N,Galkina
male,Australian,Dylan,E,Mansfield
female,Ninja,Kutakizikazukuchiri,,
female,Danish,Amalie,T,Frederiksen
female,Arabic,Ru'yah,D,Attia
female,Klingon,J'Syna,K,Mirrin
female,"Russian (Cyrillic)",Доминика,Р,Белова
female,Igbo,Chinasaekpele,O,Chigolum
female,Swedish,Edit,Y,Johansson
female,Ninja,Karinfu,,
male,Polish,Mścisław,M,Pawłowski
female,Italian,Violetta,R,Siciliano
male,American,Cleveland,K,Mann
male,Ninja,Takameishikutomiku,,
male,Croatian,Šime,S,Antunović
female,Japanese,美羽,真,熊野
male,German,Klaus,A,Herrmann
male,Russian,Theodore,S,Zakharov
male,Russian,Basil,E,Kolesnikov
female,Slovenian,Ramona,J,Nedelko
female,Vietnamese,Dâu,T,Đào
female,French,Apolline,R,Vincent
female,"Chinese (Traditional)",淑茹,軒,龔
male,Danish,Mark,T,Hedegaard
male,Chinese,Manchu,S,Cheng
male,Arabic,Miyaz,U,Seif
male,Eritrean,Mehari,K,Semhar
male,Thai,ดนุพงศ์,ส,ปลื้มใจ
male,Eritrean,Filmon,H,Senay
male,Hungarian,Rez,R,Szôllösi
male,England/Wales,Jack,E,Savage
male,Danish,Lasse,L,Østergaard
female,Russian,Flora,Y,Artyomova
female,Eritrean,Luwam,Y,Rezene
male,Slovenian,Aladin,R,Rizzi
female,French,Patrice,B,Achin
female,Czech,Radka,Š,Polláková
male,Hobbit,Otho,M,Galbassi
male,Italian,Algiso,R,Mancini
male,Eritrean,Alem,E,Muhammed
female,Eritrean,Feaven,A,Aatifa
female,Hobbit,Matilda,P,Burrows
male,England/Wales,Joseph,E,Burrows
male,Finnish,Jyri,E,Lindfors
male,Igbo,Iweobiegbunam,O,Otitodilinna
female,"Chinese (Traditional)",雅慧,伯,蕭
female,Greenland,Kathrine,P,Josefsen
male,Hobbit,Nick,P,Zaragamba
male,French,Somerville,J,Charpentier
male,Hungarian,Szilárd,M,Ferenczy
female,Danish,Line,J,Steffensen
female,Brazil,Sofia,P,Pereira
female,Hobbit,Savanna,G,Brownlock
female,Croatian,Anja,B,Kos
female,Icelandic,Elisabet,A,Bjarnadóttir
male,Klingon,Korax,T,D'jon
female,Hungarian,Bianka,P,Gyarmathi
male,Slovenian,Šukrija,F,Režek
male,Polish,Jakub,T,Michalski
male,Scottish,Hector,M,Smith
female,England/Wales,Ruby,R,Dixon
male,Arabic,Aza,M,Tahan
female,Hobbit,Mirabella,T,Tûk
female,Klingon,K'ehleyr,K,Hurgoh
female,"Chechen (Latin)",Belita,M,Kadiev
male,Chinese,Chen,L,Hsing
female,England/Wales,Chelsea,J,Little
female,Italian,Ofelia,B,Palermo
male,"Japanese (Anglicized)",Kouichi,Y,Morita
female,Ninja,Karinfu,,
male,Eritrean,Fethawi,M,Goytiom
male,Polish,Wojciech,K,Zielinski
female,Croatian,Branimira,B,Matijević
female,Eritrean,Selam,Y,Adonay
male,German,Ralph,A,Baer
male,German,Jörg,F,Klein
male,Scottish,Luka,E,Simpson
female,"Japanese (Anglicized)",Ikuna,T,Tani
male,Australian,Bailey,S,McDonell
female,"Chechen (Latin)",Khazimat,Z,Ryzaev
male,"Chechen (Latin)",Tovsolta,A,Panova
male,Vietnamese,Tỉnh,H,Võ
male,Eritrean,Iggi,H,Girmay
male,Greenland,Per,J,Kristensen
female,Finnish,Aino,M,Kattilakoski
female,"Chechen (Latin)",Khava,A,Korgay
male,Finnish,Esa,Å,Kiri
female,Russian,Elina,E,Zaytseva
male,Finnish,Eemil,S,Matikainen-Kall
female,Klingon,Kitara,N,Xennik
female,Japanese,七海,孝,新内
male,Slovenian,Esmir,Q,Štrus
male,Icelandic,Björgólfur,G,Hallssonar
female,Slovenian,Zmagoslava,G,Pirkovič
female,German,Leonie,J,Bumgarner
female,French,Inès,A,Provencher
male,Ninja,Arichikurukuto,,
male,Hispanic,Michele,N,Altamirano
male,Icelandic,Örlygur,E,Guðmannsson
male,Brazil,Douglas,B,Ribeiro
female,French,Sophie,O,Renaud
female,Vietnamese,Bích,T,Vũ
female,"Russian (Cyrillic)",Лилия,А,Жданова
male,Australian,Seth,P,Howie
female,Vietnamese,Bồng,Q,Phan
female,Ninja,Rinkachichikiku,,
male,Klingon,Klynn,D,Palkar
male,Hispanic,Peregrino,M,Muñoz
male,Japanese,真,文,乗松
female,Finnish,Heli,J,Varis
female,Italian,Venera,C,Lombardo
male,Chinese,Ming,X,Fu
female,Arabic,Ghunwah,F,Bazzi
female,Croatian,Miljenka,S,Novaković
male,"Russian (Cyrillic)",Даниил,А,Афанасьев
female,Thai,สุโฉมยงค์,ช,สามสี
male,Hungarian,Jozsef,K,Vigh
female,Polish,Marcelina,E,Olszewska
female,Thai,ดาวิภา,ค,แซงผุย
male,Japanese,清,節,寺井
female,Russian,Evelyn,E,Chesnokova
male,Brazil,André,A,Gomes
male,Australian,Joel,E,"Le Fanu"
male,Chinese,Park,B,Kê
male,England/Wales,Christopher,M,Cunningham
female,Chinese,Fang,H,Sung
female,Thai,สุไพรสาน,ท,ดีฉีม
female,French,Hedvige,M,Girard
male,Chinese,Kang,L,Chiu
female,Chinese,"Huan Yue",B,Jen
female,Vietnamese,Quy,T,Trần
male,Eritrean,Bisrat,R,Demsas
male,Thai,กัลวัฒน์,ช,ศิริเมล์
female,Australian,Laura,A,Harris
male,"Japanese (Anglicized)",Takase,Y,Morita
male,Thai,คมสรร,ท,ธนธรรมเลิศ
male,Brazil,Rafael,D,Melo
female,Vietnamese,Xin,L,Vũ
female,Eritrean,Selam,K,Kidane
male,Ninja,Shikafurinmotote,,
female,"Chechen (Latin)",Liza,B,Ibragimov
male,Polish,Narcyz,K,Szczepański
male,German,Mathias,J,Oster
male,Australian,Flynn,R,Argyle
male,Brazil,Bruno,D,Costa
male,Eritrean,Petros,B,Tesfay
female,Arabic,Hafizah,W,Quraishi
male,Finnish,Arto,A,Jokinen
male,Italian,Damiano,T,Romani
male,"Russian (Cyrillic)",Тихон,С,Сидоров
female,Swedish,Agnes,J,Holmberg
male,Icelandic,Sigurmann,F,Unnsteinsson
female,Czech,Anna,R,Malcová
male,Italian,Vittore,M,Pinto
male,"Chinese (Traditional)",立承,惠,施
female,"Russian (Cyrillic)",Ярослава,Э,мишина
male,Hungarian,Vilmos,I,Szathmáry
female,Arabic,Widaad,M,Sarkis
male,Thai,จิรเดช,ส,เตชะสกุลสิน
female,Australian,Ellie,A,Whitfield
female,Australian,Jasmine,J,Northey
male,Brazil,Igor,R,Ribeiro
male,Brazil,Martim,R,Barros
male,Thai,ทน,ส,เนาวงศ์
male,Dutch,Flynn,M,"van Eck"
male,Persian,فرخزاد,ب,ساوجی
male,Hispanic,Itaete,S,Casares
female,Hispanic,Venus,S,Bustamante
male,Finnish,Severi,P,Kaurismäki
female,Ninja,Zukukatokuchichiku,,
female,Arabic,'Anbar,,Naser
female,Hungarian,Treszka,M,Benedek
male,England/Wales,Jordan,K,Alexander
female,Slovenian,Devla,V,Kaplanoski
female,Japanese,和子,海,名塚
male,Arabic,Asad,B,Tannous
female,Ninja,Shimomeikutoka,,
female,French,Luce,O,Royer
female,Polish,Dorota,M,Kowalczyk
female,Hispanic,Lucy,A,Argüello
male,Norwegian,Konrad,S,Wathne
male,German,Jörg,V,Bohm
female,Slovenian,Sarajka,V,Lovrenčec
male,German,Jonas,I,Cole
female,Norwegian,Elise,A,Matre
female,Hispanic,Verna,J,Perales
male,Klingon,Ka'Ka,B,Mnemon
male,Croatian,Tihomil,R,Vuković
female,"Japanese (Anglicized)",Kazuko,S,Moriyama
male,French,Carolos,C,Racine
male,Eritrean,Abdullah,Y,Eyob
female,Ninja,Kutakakitoku,,
male,Norwegian,Fredrik,H,Rønneberg
male,Arabic,Junayd,E,Naifeh
male,"Japanese (Anglicized)",Yasuharu,U,Yamanaka
female,"Chinese (Traditional)",子萱,昱,龍
female,Polish,Iwona,W,Woźniak
male,Klingon,Kolline,B,Odallu
female,French,Honore,W,Fontaine
female,Chinese,Lian,D,Mao
male,England/Wales,Tom,F,Carpenter
female,Persian,ستاره,ب,علیزاده
female,German,Anja,S,Fenstermacher
male,Ninja,Zudokato,,
male,"Chechen (Latin)",Kagir,A,Ibragimov
male,Hungarian,Piusz,R,Pethe
female,Swedish,Jacqueline,A,Engström
male,Thai,อัศนนท์,ท,ป้อมจันอัด
male,Vietnamese,Châu,D,Hồ
female,American,Rebecca,T,Frampton
female,Eritrean,Askalu,M,Semere
female,Scottish,Alicia,D,Smith
male,German,Uwe,S,Schmitz
female,Swedish,Simona,P,Abrahamsson
male,"Japanese (Anglicized)",Michiaki,Y,Hiyoshi
male,"Chechen (Latin)",Bibulat,M,Usamov
male,Dutch,Wes,L,Frans
female,Scottish,Ami,A,Hamilton
female,Slovenian,Leda,O,Gospod
male,"Russian (Cyrillic)",Иннокентий,Р,Артемьев
female,Hungarian,Vanda,Á,Hoffmann
male,Hispanic,Pigmalion,D,Vergara
female,Japanese,雨夜,翔,若田
male,Norwegian,Eirik,V,Kristiansen
female,Icelandic,Snjólaug,E,Guðgeirsdóttir
male,Russian,Prokhor,F,Boholyubov
male,Slovenian,Duilij,U,Gluhodedov
female,Chinese,Lian,C,Wei
female,American,Beth,J,Tuten
female,Dutch,Alja,Y,Hingstman
female,Hungarian,Elizabet,M,Szôlösi
female,Russian,Dean,V,Kharlamova
female,"Russian (Cyrillic)",Жанна,Р,Фёдорова
female,Vietnamese,Huê,T,Trịnh
male,England/Wales,William,Y,Howell
female,Arabic,Adeela,W,Kanaan
male,Greenland,Martin,D,Lynge
male,"Japanese (Anglicized)",Takehiro,K,Nemoto
male,"Japanese (Anglicized)",Shinshuu,S,Hoshi
female,Hungarian,Mária,P,Kis
male,Thai,ชูพงศ์,ส,เทียนขาว
female,Vietnamese,Xí,K,Hoàng
male,Arabic,"Ala' al Din",N,Maloof
female,Slovenian,"Marija Doroteja",S,Verč
male,Ninja,Meikitatakikarin,,
female,Czech,Ludmila,P,Slámová
male,Slovenian,Tofik,D,Škrnički
female,Italian,Alfredina,U,Sabbatini
male,Arabic,'Antarah,H,Nader
female,"Japanese (Anglicized)",Kotori,T,Shibutani
female,Danish,Anne,E,Møller
male,Hobbit,Hob,R,Longhole
female,Persian,بوبک,ر,رازدار
male,Igbo,Kaodilinakachukwu,E,Anenechi
female,England/Wales,Melissa,A,Dennis
female,England/Wales,Elizabeth,J,Blackburn
female,Igbo,Yobachi,A,Ogbonnaya
female,Hungarian,Martuska,Á,Bakó
male,Italian,Eberardo,S,Panicucci
male,Russian,Adam,A,Bogdanov
male,American,James,E,Hoffmann
female,Arabic,Khitam,S,Shalhoub
female,Vietnamese,Tiết,T,Tôn
female,Russian,Hella,K,Ibrahimova
male,Thai,กีระศักดิ์,ส,ยาน้อย
male,Scottish,Jenson,N,Hill
male,Czech,Arnošt,E,Fiala
male,Slovenian,"Ivan Janko",L,Vintar
female,Scottish,Carrie,R,Grant
male,Igbo,Chukwuma,C,Okechukwu
male,Arabic,Ramzi,K,Nassar
female,"Russian (Cyrillic)",Александра,А,Жданова
male,French,Ferragus,D,Boncoeur
female,American,Concetta,R,Smith
female,Greenland,Kristine,E,Jensen
female,Italian,Erica,L,Fiorentini
male,Persian,آبـتین,ر,رازی
female,Croatian,Bogomila,Z,Rukavina
male,Brazil,Pedro,B,Ferreira
female,German,Andrea,S,Lemann
male,Icelandic,Oddur,G,Aðalsteinsson
male,Hobbit,Theobald,P,Lothran
male,Greenland,Thomas,H,Sørensen
female,"Russian (Cyrillic)",Милена,С,Рогова
female,Swedish,Yrsa,D,Nordin
male,Danish,Christian,C,Poulsen
male,Japanese,大輔,真,富岡
female,Ninja,Mekutotoka,,
male,Czech,Vladimír,J,Dušek
male,Arabic,Mandhur,E,Shadid
female,Klingon,K'vada,T,Xennik
female,Greenland,Ivalu,A,Kristiansen
female,Slovenian,Nadica,R,Sabolić
female,Dutch,Camila,H,Gans
male,Thai,ทวนธน,ล,ภูผาพลอย
female,Hungarian,Ivett,V,Szôlôssi
female,England/Wales,Abbie,L,Ferguson
male,Chinese,An,L,Chang
male,Chinese,Xiong,Z,Tsai
male,American,Manuel,B,Dunn
male,Swedish,Felix,M,Ström
female,Danish,Anna,A,Jeppesen
female,"Russian (Cyrillic)",Есения,И,Зуева
male,Danish,Felix,R,Mogensen
female,Hungarian,Irenke,F,Wagner
male,American,Edward,M,Bean
female,Vietnamese,Thìn,T,Lâm
male,Hungarian,Uros,M,Barna
female,Thai,ชรินรัตน์,จ,คำพิมพ์
male,Brazil,Kauã,M,Rocha
female,American,Karen,L,Harris
female,Czech,Jana,V,Černá
male,"Chechen (Latin)",Khizir,N,Chichigov
male,Hispanic,Erwin,M,Paredes
male,Eritrean,Abaalom,F,Abaalom
male,Igbo,Ojiofor,C,Chukwudi
female,England/Wales,Freya,J,Farmer
male,Japanese,翼,慶,平田
male,Eritrean,Samuel,F,Omar
male,Hobbit,Heribald,L,Banks
male,Scottish,Zain,C,Davidson
male,"Chinese (Traditional)",政宏,安,熊
female,Swedish,Petra,H,Dahl
male,Polish,Dobrogost,K,Kowalczyk
male,Australian,Charlie,C,Barnett
female,Polish,Grażyna,K,Jabłońska
female,Hobbit,Matilda,B,Brockhouse
male,"Japanese (Anglicized)",Ouji,K,Kawai
female,Arabic,Najeeba,R,Touma
male,American,Larry,N,Pogue
female,"Chechen (Latin)",Toita,F,Umkhayev
female,Arabic,Jabirah,A,Totah
male,Australian,Blake,R,Kernot
male,Igbo,Ndubuagha,N,Chieloka
male,Danish,Nicolai,L,Andreasen
female,Norwegian,Frida,J,Kristiansen
female,Igbo,Nwanyibuife,C,Chiagoziem
male,Finnish,Kaj,M,Väätäinen
male,Eritrean,Sheshy,S,Luwam
female,French,Adorlee,C,Denis
female,England/Wales,Lily,M,Pollard
female,Swedish,Maria,J,Åkesson
female,French,Trinette,A,Meunier
female,Croatian,Patricija,B,Barić
female,Slovenian,Davorina,J,Schrott
female,Danish,Mia,V,Christensen
female,Brazil,Julieta,A,Oliveira
female,Slovenian,Devana,I,Pfaff
female,"Japanese (Anglicized)",Shiria,Y,Kinjo
female,Dutch,Yonne,M,"de Moor"
male,Dutch,Revelino,B,Wagner
male,Slovenian,Sefer,H,Volšak
female,Klingon,Milvi,K,Lasshar
female,Swedish,Tanya,O,Ek
female,Japanese,小百合,勝,白神
female,Thai,สุธัญพิชชา,ค,จำปาศักดิ์
male,Dutch,Wishal,J,Ludwig
female,"Chinese (Traditional)",﻿德依,晨,胡
male,Japanese,雄大,智,紀平
male,Thai,ขัติยะ,ส,สลักศิลป์
female,England/Wales,Mollie,A,Gregory
female,Hispanic,Peñen,R,Delgadillo
female,Slovenian,Bogomira,A,Rampih
male,Polish,Sulisław,R,Dudek
male,"Chechen (Latin)",Dzhabrail,K,Kadiev
male,American,Alex,P,Roberts
male,American,Keith,J,Sheehan
female,Eritrean,Madihah,K,Bisrat
