TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom,Census 2010 Tracts,Neighborhoods,Zip Codes,Counties
363647,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,16C312,2006,DODGE,RAM 1500,BLK,,04272019,1043,"(41.7555341432675, -72.6798100212306)",8,6,15052,1041
363390,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,239ZXE,2007,SCION,TC,PURPLE,,04202019,2019,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
364099,,,860-293-2442,CT,0AGTG7,2008,ACURA,TL,GRAY,,05102019,0257,"(41.765864655394, -72.7076804635541)",35,14,15051,1041
363539,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,565WJP,2007,HONDA,ACCORD,GRAY,,04242019,2215,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363807,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2001,ACURA,TL,GRAY,,05022019,1034,"(41.7572827693532, -72.6872341298027)",25,9,15052,1041
364091,,,860-296-1518,CT,AR06707,2015,HYUNDAI,SONATA,BLUE,,05092019,2324,"(41.7728937944005, -72.693146828513)",28,11,15051,1041
363429,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,1997,TOYOTA,UVS,BEIGE,,04222019,1029,"(41.7589998117031, -72.6990911447539)",26,9,15052,1041
364267,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AT58237,2007,PONTIAC,GRAND PRIX,RED,,05152019,0809,"(41.7937707552857, -72.6642990929705)",4,16,18498,1041
363410,,,860-296-1518,CT,AG48914,2011,NISSAN,ALTIMA,RED,,04212019,0136,"(41.7962018692577, -72.6629504121835)",4,16,18498,1041
364039,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2007,SUZUKI,RM CC 100,YELLOW,,05082019,1531,"(41.7754120147176, -72.6795733475357)",17,12,18498,1041
363649,,,860-236-2602,NJ,W62KKC,2005,VOLSKWAGEN,JETTA GLS,SILVER,,04272019,1520,"(41.7543426131673, -72.6759878143048)",8,6,18494,1041
363513,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AT51539,2017,NISSAN,MAXIMA,GRAY,,04242019,0932,"(41.7600173332068, -72.6799545697433)",8,6,15052,1041
363737,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AN54836,2016,TOYOTA,RAV4,RED,,04302019,1135,"(41.774203176078, -72.6784115530399)",17,12,18498,1041
364037,,,860-216-5474,,,2001,TOYOTA,CAMRY,GRAY,,05082019,1236,"(41.7709740126083, -72.6989765623865)",27,11,15051,1041
364110,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,IL,678379ST,2015,WABASH,TRAILER,WHITE,,05102019,1145,"(41.7462942971705, -72.7000756147264)",39,5,15052,1041
363730,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AG19922,2000,CHEVY,SILVERADO,TAN,,04302019,0902,"(41.7397436461395, -72.7042234248229)",3,5,15052,1041
363499,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,00JSWX,1999,HONDA,ACCORD,GRY,,04232019,2253,"(41.7914540270161, -72.6691908579148)",4,16,18498,1041
363895,,,860-216-5474,CT,AG98742,1999,HONDA,ACCORD,GREEN,,05042019,0406,"(41.7604915334485, -72.7098975016337)",2,14,15052,1041
363358,,,860-296-5382,CT,AT36378,2009,NISSAN,MAXIMA,WHITE,,04192019,2153,"(41.746627343548, -72.6981492667034)",37,5,15052,1041
363614,,,860-296-5382,CT,AL39539,1999,HONDA,ACCORD,BLACK,,04262019,1130,"(41.7572751193913, -72.7066402434144)",34,8,15052,1041
364232,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,688YCN,2005,MERCEDES,C240,BLACK,,05142019,1221,"(41.7834045923357, -72.6648608703173)",11,15,18498,1041
363406,,,860-296-1518,CT,138FHR,2006,SUBARU,LEGACY OUT,GRAY,,04212019,0028,"(41.7676388620509, -72.6832005568985)",5,10,15051,1041
364350,,,860-296-2826,CT,787ZAX,2001,VOLKSWAGEN,PASSAT,GREEN,,05172019,0037,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
364242,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AP44452,2007,TOYOTA,SCION,GRAY,,05142019,1640,"(41.7370928520428, -72.674513950932)",21,2,18494,1041
363911,,,860-246-7616,CT,319SWS,2012,HYUNDAI,ELANTRA,BLACK,,05042019,2013,"(41.7402263859838, -72.6993548558059)",37,5,15052,1041
363520,,,860-236-2602,FL,528NJI,2011,NISSAN,ALTIMA,BLACK,,04242019,1216,"(41.7616169707472, -72.7078794064043)",35,14,15052,1041
363478,,,860-335-8325,CT,AD30934,2001,JEEP,GRAND CHER,GRAY,,04232019,1201,"(41.7616169707472, -72.7078794064043)",35,14,15052,1041
363494,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AH04924,2007,TOYOTA,CAMRY,SIL,,04232019,2100,"(41.7448159386537, -72.6941179467177)",37,5,15052,1041
363887,,,860-216-5474,FL,GGVJ19,1997,TOYOTA,4 RUNNER,BROWN,,05042019,0003,"(41.7791038929452, -72.683952602261)",18,12,18498,1041
364129,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AG03307,2009,TOYOTA,CAMRY,BLK,,05112019,0318,"(41.7817304243238, -72.6909801665549)",15,13,18493,1041
364193,,,860-296-2826,CT,00DFFV,1998,FORD,ESCORT,GREEN,,05132019,0053,"(41.7741525505593, -72.6915129042247)",5,11,15051,1041
363272,,,860-296-5382,CT,AD12038,2005,HONDA,ACCORD,BLUE,,04172019,1314,"(41.7322001588166, -72.669320147862)",22,2,18494,1041
363315,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2008,NISSAN,ALTIMA,BLACK,,04182019,1339,"(41.7701115989904, -72.6976378611751)",27,11,15051,1041
363648,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AR37050,2006,SUBARU,LEGACY,GRY,,04272019,1521,"(41.762785433738, -72.6766262093222)",19,10,15052,1041
364124,,,860-293-2442,CT,690YYJ,2008,NISSAN,ALTIMA,WHITE,,05112019,0142,"(41.7679525752798, -72.6811912287418)",19,10,15050,1041
363303,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AH90088,1998,CHEVY,BLAZER,BROWN,,04182019,0935,"(41.7657576103389, -72.7095843189)",35,14,15051,1041
364084,,,860-293-2442,CT,2ALJM4,2008,HONDA,ACCORD,BLACK,,05092019,1930,"(41.7719034733722, -72.6930148645934)",28,11,15051,1041
363900,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2002,ISSAN,MAXIMA,BLUE,,05042019,1026,"(41.7661463303845, -72.7074865788547)",35,14,15051,1041
363368,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AH40321,2014,MAZDA,3 GRD TOUR,RED,,04202019,0051,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
364147,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AT37091,2004,HONDA,ACCORD,GRAY,,05112019,1637,"(41.7890201874891, -72.6784913610404)",13,16,18498,1041
364203,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,71CA20,2001,FORD,RANGER,RED,,05132019,1128,"(41.766150324724, -72.7070825726595)",35,14,15051,1041
364319,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AG60834,2014,MERCEDES,C350,BLACK,,05162019,1028,"(41.7579858113367, -72.6926453046852)",26,9,15052,1041
363493,,,860-246-7616,CT,AD06761,2013,LEXUS,R35,WHITE,,04232019,2005,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
363771,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2003,NISS,ALTIMA,GRN,,05012019,1136,"(41.7439509552007, -72.6825500555624)",6,3,18494,1041
364016,,,860-236-2602,CT,AT36643,2016,TOYOTA,SIENNA,GOLD,,05072019,1754,"(41.7759229029309, -72.6765032986478)",12,12,18498,1041
363869,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AR01329,2006,HONDA,ACCORD,WHT,,05032019,1314,"(41.7564447107227, -72.7148264080825)",,,18497,1041
364274,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,58CZ93,2007,NISSAN,FRONTIER,WHITE,,05152019,1129,"(41.7627678529362, -72.6724419460535)",19,10,15050,1041
363486,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2000,NISSAN,MAXIMA,BLK,,04232019,1643,"(41.7545284460829, -72.6750303400384)",8,6,18494,1041
363389,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2000,HONDA,ACCORD,GREEN,,04202019,1935,"(41.7372182800992, -72.6762563275692)",21,2,18494,1041
363511,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,315GWE,2010,VOLVO,XC60 T6,GRAY,,04242019,0837,"(41.7657599854888, -72.7148263365565)",2,14,15051,1041
363359,,,860-296-5382,CT,AT14036,2010,FROD,FOCUS,SILVER,,04192019,2157,"(41.746627343548, -72.6981492667034)",37,5,15052,1041
364148,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2014,YAMAHA,700FI,ORANGE,,05112019,1757,"(41.7425419147354, -72.6979810396869)",37,5,15052,1041
364222,,,860-296-5382,,,2004,CHEVROLET,MALIBU,SILVER,,05142019,0505,"(41.7451346731491, -72.6859989302839)",24,3,18494,1041
363685,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AN57047,2009,DODGE,AVENGER,BLUE,,04282019,1838,"(41.7331793875855, -72.7062106059175)",3,1,15052,1041
363859,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,6AJHU0,2002,CHEVY,IMPALA,TAN,,05032019,1015,"(41.76434389658, -72.707266397536)",35,14,15051,1041
363702,,,860-296-5382,CT,AD12200,2001,MAZDA,TRIBUTE,RED,,04292019,1555,"(41.7806557974668, -72.6742084745303)",12,12,18498,1041
364107,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2006,PONTIAC,GR PRIX,TAN,,05102019,1046,"(41.7617420483585, -72.6750828549797)",19,10,15052,1041
364004,,,860-296-8588,CT,AL43592,1999,CHEVROLET,CAMARO,GOLD,,05072019,1356,"(41.7649198918023, -72.697404093124)",27,11,15051,1041
363857,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2005,SUBARU,IMPREZA,SILVER,,05032019,0927,"(41.737310451092, -72.6926304348045)",23,3,18494,1041
363831,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AS05474,2000,JEEP,GRAND CHER,GREEN,,05022019,2101,"(41.782163456437, -72.6962309943676)",30,13,18493,1041
364015,,,860-236-2602,,,2000,NISSAN,SATURN,SILVER,,05072019,1748,"(41.7721185214631, -72.6963875902814)",28,11,15051,1041
363990,,,860-296-2826,CT,AC72917,2003,CHEVROLET,IMPALA,WHITE,,05072019,0430,"(41.7414748365659, -72.6719640347503)",22,2,18494,1041
364276,,,860-296-8588,CT,AG46837,2017,AUDI,A5,BLACK,,05152019,1219,"(41.7588045287007, -72.6819535353533)",19,6,15052,1041
364323,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,586YDC,2009,VOLKS,JETTA,GRAY,,05162019,1054,"(41.7786006919289, -72.6878253898331)",15,13,18493,1041
364349,,,860-296-2826,CT,AD41193,2009,HONDA,CIVIC,GRAY,,05162019,2329,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363977,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AS41372,2007,BUICK,LUCERNE,SILVER,,05062019,1023,"(41.8057698553468, -72.6996136236556)",32,17,18493,1041
363542,,,860-216-5474,WA,BNV4490,2016,VOLKSWAGON,TIGUAN,UNKNOWN,,04252019,0114,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
364197,,,860-296-2826,CT,AT95245,2007,ACURA,MDX,BLUE,,05132019,0331,"(41.7761920212485, -72.6855220240939)",17,12,18498,1041
364191,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,MA,5528MG,2003,HONDA,ACCORD,GREEN,,05122019,2320,"(41.7719034733722, -72.6930148645934)",28,11,15051,1041
363586,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2007,HONDA,CIVIC,GRAY,,04252019,1412,"(41.7636822829706, -72.7002219469761)",27,11,15051,1041
363970,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,S3383S,2014,DODGE,CARAVAN,WHITE,,05062019,0826,"(41.7613706648983, -72.6770343475982)",19,10,15052,1041
363878,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2006,ACURA,R1,BLACK,,05032019,1721,"(41.7755993958041, -72.6974392867087)",5,11,15051,1041
364332,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,1ATHN0,2000,DODGE,DURANGO,RED,,05162019,1232,"(41.78635036526, -72.6836075044941)",16,16,18493,1041
363779,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,0AVTA3,2003,HONDA,ACC,TAN,,05012019,1421,"(41.7852443351693, -72.6840182983085)",16,16,18493,1041
363365,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AF11946,2000,LEXUS,RX300,GREEN,,04192019,2257,"(41.7421174311122, -72.7147360483489)",3,5,15052,1041
363459,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2000,HONDA,ACCORD,GRAY,,04232019,0243,"(41.7912270070531, -72.6835360602075)",16,16,18493,1041
363812,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2006,ACURA,RL,SILVER,,05022019,1135,"(41.7414935118533, -72.6976886765037)",37,5,15052,1041
363573,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,496XHJ,2003,LEXUS,ES300,BLUE,,04252019,1107,"(41.7947487395161, -72.6645192667542)",4,16,18498,1041
363347,,,860-296-9663,,,2001,NISSAN,QUEST,SILVER,,04192019,1609,"(41.7952199095402, -72.681400295214)",13,16,18493,1041
363409,,,860-296-1518,CT,AJ19792,2015,CHEVROLET,MALIBU,TAN,,04212019,0131,"(41.7962018692577, -72.6629504121835)",4,16,18498,1041
363403,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,864XDZ,2010,HONDA,CIVIC,BLUE,,04212019,0005,"(41.7345665477972, -72.6967277645182)",38,1,18494,1041
364325,,,860-296-2826,CT,5AUSF5,2007,HONDA,ACCORD,RED,,05162019,1107,"(41.7680547224654, -72.703129707777)",27,11,15051,1041
363753,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AT58205,2010,TOYOTA,COROLLA,GRAY,,04302019,1641,"(41.7438852942479, -72.6767909050751)",6,3,18494,1041
363483,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2001,FORD,F150,BLK,,04232019,1808,"(41.735254366989, -72.7099518601351)",3,1,15052,1041
363749,,,860-296-1518,,,1992,LEXUS,SC400,BLUE,,04302019,1425,"(41.7853615342035, -72.683079809154)",16,16,18493,1041
363682,,,860-296-1518,CT,C104464,2002,HONDA,ODYSSEY,WHITE,,04282019,1621,"(41.771924459001, -72.6898484756096)",28,11,15051,1041
364186,,,860-293-2442,CT,AS94563,2019,NISSAN,ROGUE,BLACK,,05122019,2013,"(41.7414279701811, -72.6993760447059)",37,5,15052,1041
363901,,,860-947-3062,CT,8ALMM4,2004,MERCEDES,C240,TAN,,05042019,1046,"(41.7894941247071, -72.6690272180133)",4,16,18498,1041
363951,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2002,HONDA,ACCORD,BLACK,,05052019,1603,"(41.7653259171466, -72.7073985696496)",35,14,15051,1041
363444,,,860-246-7616,,,2005,FORD,EXPLORER,RED,,04222019,1641,"(41.7765126486254, -72.6744790179776)",12,12,18498,1041
363626,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AP24782,2009,HONDA,PILOT,BLUE,,04272019,0040,"(41.7728834468306, -72.6891063832292)",5,11,15051,1041
363327,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,6ARSP8,2009,NISSAN,MAXIMA,GRY,,04182019,2023,"(41.7441116435992, -72.6883423208805)",23,3,18494,1041
363281,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2005,JEEP,GRND CHERO,GRY/BLK,,04172019,1808,"(41.7721810440018, -72.6726977307536)",19,10,18498,1041
363344,,,860-947-3062,CT,AP22843,2006,HONDA,CIVIC,BLUE,,04192019,1258,"(41.7367786285371, -72.6755487609464)",20,2,18494,1041
363697,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2004,CHEVY,VENTURE,GREEN,,04292019,0944,"(41.7714369406819, -72.6742856919419)",19,10,15050,1041
364210,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,1997,HONDA,ACCORD,GRY,,05132019,1548,"(41.7560956710046, -72.6834836130488)",25,9,15052,1041
363447,,,860-246-7616,MA,8BLB60,2007,HONDA,ACCORD,BLACK,,04222019,1703,"(41.7332604441698, -72.7072703252199)",3,5,15052,1041
364286,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AP22463,2003,ACURA,TL,GRY,,05152019,1613,"(41.743822042865, -72.6750759378543)",6,3,18494,1041
363552,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,145XOH,2006,HONDA,PILOT,BLK,,04252019,0912,"(41.7941703165367, -72.6646230735176)",4,16,18498,1041
363744,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2002,HONDA,ODYSSEY,GRAY,,04302019,1318,"(41.7580972340409, -72.6840515158685)",40,9,15052,1041
363710,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2004,FORD,FOCUS,BLUE,,04292019,2140,"(41.735792896249, -72.6829402441008)",20,2,18494,1041
363509,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AT81392,2004,NISSA,ALTIMA,GRY,,04242019,0614,"(41.7700503358904, -72.6736002557418)",19,10,15050,1041
363899,,,860-296-8588,CT,AJ18345,2015,NISSAN,ALTIMA,BROWN,,05042019,0848,"(41.7709918775545, -72.6928883694579)",28,11,15051,1041
363350,,,860-296-1518,,,2003,HONDA,ACCORD,GRAY,,04192019,1851,"(41.789252672314, -72.6734288573448)",14,16,18498,1041
363543,,,860-216-5474,CT,AM14813,2010,HONDA,CIVIC,GRAY,,04252019,0130,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
364208,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AA23409,2011,NISSAN,JUKE,RED,,05132019,1541,"(41.782981023479, -72.6838602136235)",16,16,18493,1041
363700,,,860-296-5382,CT,AT94783,2005,DODGE,NEON,BLACK,,04292019,1516,"(41.7726342940514, -72.6880660654343)",5,11,15051,1041
363817,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AB96665,2003,LEXUS,ES300,BLUE,,05022019,1328,"(41.7861747776189, -72.6743237980993)",14,16,18498,1041
363443,,,860-246-7616,CT,AJ13465,2014,ACURA,TL,BLACK,,04222019,1632,"(41.7332604441698, -72.7072703252199)",3,5,15052,1041
363881,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2003,HONDA,ACCORD,BLACK/GRAY,,05032019,1751,"(41.762065748726, -72.6929333661367)",26,9,15052,1041
363498,,,860-296-8588,PA,JVE56115,2012,TOYOTA,COROLLA,SILVER,,04232019,2242,"(41.7537700087678, -72.6970977625255)",26,9,15052,1041
363504,,,860-293-2442,CT,AP03885,2012,BUICK,VERANO,GREY,,04242019,0118,"(41.7716841189226, -72.6935076519013)",28,11,15051,1041
363337,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2000,NISSAN,MAX,TAN,,04192019,0128,"(41.7905168050134, -72.6780578064297)",13,16,18498,1041
363381,,,860-296-1518,CT,AP44195,2009,NISSAN,MURANO,GRAY,,04202019,1235,"(41.7607231146605, -72.7069780480052)",35,14,15052,1041
363870,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AN10070,2008,NISSAN,ALTIMA,BLK,,05032019,1323,"(41.7890620468611, -72.679900965354)",13,16,18498,1041
364237,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AP22361,1999,NISSAN,MAX,TAN,,05142019,1302,"(41.7621681135465, -72.6740143076735)",19,10,15050,1041
363413,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,MA,1GSB41,2005,ACURA,TSX,GRAY,,04212019,0230,"(41.7864419163165, -72.7023816341554)",32,17,18493,1041
364183,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AT43160,2004,HONDA,CRV,GRY,,05122019,1635,"(41.775561374894, -72.6916942885782)",5,11,15051,1041
364239,,,860-296-9663,CT,AG27128,2006,M.BENZ,E350,BLUE,,05142019,1307,"(41.7834045923357, -72.6648608703173)",11,15,18498,1041
363976,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AG60961,2017,TOYOTA,CAMRY,SILVER,,05062019,0904,"(41.7694909109272, -72.6753560436471)",19,10,15050,1041
363818,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,184UEH,2005,CADILLAC,SRX,BLACK,,05022019,1621,"(41.7705837318385, -72.6743044892062)",19,10,15050,1041
363978,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AJ92897,2001,NISSAN,MAXIMA,SILVER,,05062019,1225,"(41.7421816369239, -72.6823748673564)",21,2,18494,1041
363713,,,860-236-2602,,,2001,NISSAN,MAXIMA,WHITE,,04302019,0017,"(41.7731997414667, -72.6918237197979)",5,11,15051,1041
364093,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,NY,HSF7150,2007,BMA,525,GREEN,,05092019,2341,"(41.7908854021287, -72.680391729256)",13,16,18498,1041
363400,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AM78654,2008,DODGE,CALIBER,BLUE,,04202019,2304,"(41.7595388060022, -72.68705094433)",40,9,15052,1041
363848,,,860-296-1518,CT,AC57524,2015,TOYOTA,CAMRY,BLACK,,05032019,0257,"(41.7876046687475, -72.6750086050682)",14,16,18498,1041
363612,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AJ55975,1998,HONDA,CIVIC,GREEN,,04262019,1011,"(41.7579553018687, -72.7084714068062)",34,8,15052,1041
364060,,,860-296-5382,,,2004,HONDA,CIVIC,BLUE,,05092019,0057,"(41.7630230819595, -72.7098018536786)",35,14,15051,1041
363388,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2002,HONDA,ACCORD,SILVER,,04202019,1922,"(41.7820839046512, -72.6856545419139)",15,13,18493,1041
363465,,,860-296-9663,MA,338RN1,2010,CHEVEROLET,MALIBU,SILVER,,04232019,0511,"(41.7566995189428, -72.6669148496372)",9,7,15052,1041
363948,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,MI,HKN717,2016,FORD,FUSCION,WHITE,,05052019,1253,"(41.803913237402, -72.6908881873285)",32,17,18493,1041
363593,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,MS,LVT699,2018,NISSAN,ALTIMA,BLACK,,04252019,1851,"(41.7862851971447, -72.6721424787523)",12,12,18498,1041
364304,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AR49839,2007,CHEVROLET,IMPALA,GRAY,,05162019,0542,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363501,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,ME,6822VE,2004,INFI,G35,MAROON,,04232019,2340,"(41.7957907929455, -72.6952417662812)",33,17,18493,1041
363860,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AN44724,2000,DODGE,CARAVAN,GREEN,,05032019,1105,"(41.741136670893, -72.680959727725)",21,2,18494,1041
364187,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AE98032,1999,JEEP,GRAND CHER,TAN,,05122019,2103,"(41.7470728300187, -72.6788565151533)",7,3,18494,1041
364125,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AR28831,2004,TOYOTA,TUNDRA,GRAY,,05112019,0145,"(41.7712763963602, -72.6901816333271)",28,11,15051,1041
364357,,,860-296-2826,CT,AR24686,2017,NISSAN,ALTIMA,SILVER,,05172019,0157,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
