ACCOUNT NAME,ACTIVE,VEHICLE INFORMATION COMPLETE,BIC NUMBER,BIC PLATE NUMBER,DMV PLATE NUMBER,VEHICLE VIN,VEHICLE BODY TYPE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE YEAR,VEHICLE ENGINE MAKE,VEHICLE ENGINE HORSEPOWER,VEHICLE FUEL TYPE,VEHICLE GROSS VEHICLE WEIGHT,VEHICLE GROSS VEHICLE WEIGHT RATING (GVWR),VEHICLE HAS SIDE GUARD,VEHICLE OWNERSHIP TYPE,VEHICLE ANNUAL MILES TRAVELED IN LAST YEAR,EXPORT DATE
"GPB WASTE NY, LLC",true,true,BIC-491402,L11344,68384PC,1M2K185C7XM007405,Rear End Loader,Mack,600 MR600,1999,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"GPB WASTE NY, LLC",true,true,BIC-491402,L11331,68257PC,1M2K195C2SM006466,Rear End Loader,Mack,600 MR600,1995,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,9823,
"GPB WASTE NY, LLC",true,true,BIC-491402,L11329,68381PC,1M2K195C2WM011866,Rear End Loader,Mack,600 MR600,1998,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,23166,
"GPB WASTE NY, LLC",true,true,BIC-491402,L11359,30482ML,1HTMMAAN09H119092,Switch,International,430,2009,INTERNATIONAL,245,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
GR BROTHERS TRUCKING INC.,true,true,BIC-493859,L11487,79438MH,JL6BNG1A2CK002827,Delivery,Mitsubishi,FE160,2012,MITSUBISHI,161,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
GR BROTHERS TRUCKING INC.,true,true,BIC-493859,L11488,66868MJ,JL6BBE1S77K016668,Delivery,Mitsubishi,FE140,2007,MITSUBISHI,175,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
GR BROTHERS TRUCKING INC.,true,true,BIC-493859,L11486,79437MH,JNAUZ51J57A552175,Delivery,Daewoo,UD1400,2007,NISSAN,175,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
GREAT BAY CONTRACTING INC.,true,false,BIC-3925,R05413,28015MH,1FDRF3G6XEEA49536,,Ford,F350 SUPER DUTY,2014,,,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",,,,
GREEN ACRE LANDSCAPING & GARDENING CO. INC.,true,false,BIC-438,R-7372,50132JX,J8DE5J16377902027,,GMC,5500 W55042,2007,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
GREEN ACRE LANDSCAPING & GARDENING CO. INC.,true,false,BIC-438,R-7371,52489JV,1GBE4E1275F518896,,Chevrolet,,2005,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
JOSE JESUS PLATERO,true,false,BIC-3185,R-7646,20276JZ,JALC4B142Y7001943,,Isuzu,,2000,,,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",,,,
GREEN ACRE LANDSCAPING & GARDENING CO. INC.,true,false,BIC-438,R02970,32238MC,1FD0X5HT1CEB46188,,Ford,F550 SUPER DUTY,2012,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
GREEN BAY SANITATION CORP.,true,true,BIC-316,L-7895,AY6583,1M2B128CXDA009350,Rear End Loader,Mack,600 DM600,1983,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10920,
GREEN BAY SANITATION CORP.,true,true,BIC-316,L-9453,10752JB,1M2P199C0LW006245,Roll-off Truck,Mack,600 RD600,1990,MACK,454,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,8320,
GREEN BAY SANITATION CORP.,true,true,BIC-316,L-9574,66140JC,1M2P143Y9FA003403,Roll-off Truck,Mack,600 RD600,1985,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,8280,
GREEN BAY SANITATION CORP.,true,true,BIC-316,L-7897,GX4298,1M2B128CXGA012785,Rear End Loader,Mack,600 DM600,1986,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,9360,
GREEN BAY SANITATION CORP.,true,true,BIC-316,L11366,66512MJ,1M2B213C84M005052,Rear End Loader,Mack,Mack,2004,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,3200,
"GREEN EX LANDSCAPING, INC.",true,false,BIC-1611,R-8494,19562JC,J8DF5C13827700413,,GMC,WT5500,2002,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
"GREEN EX LANDSCAPING, INC.",true,false,BIC-1611,R07654,42495ML,JHHWDM2H6JK007479,Dump Truck,Hino,,2018,,,Diesel,"16,001 - 19,500 lbs.",,,,,
"GREEN EX LANDSCAPING, INC.",true,false,BIC-1611,R04978,14482JZ,JALE5W160F7300553,,Isuzu,,2015,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
GREEN GRID US LLC,true,true,BIC-3093,L10135,48175MG,1HTMMAAM87H335017,Truck,International,Series 4300,2007,INTERNATIONAL,275,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
GREEN GRID US LLC,true,true,BIC-3093,L-9591,99272MB,1HTSCAANX1H392264,Truck,International,4000,2001,INTERNATIONAL,195,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
GREEN GRID US LLC,true,true,BIC-3093,L11144,22926MK,1HTMMAAL0BH325341,Truck,International,SERIES 4300,2011,INTERNATIONAL,275,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
GREEN GRID US LLC,true,true,BIC-3093,L11143,22927MK,1HTMMAAL8BH325314,Truck,International,SERIES 4300,2011,INTERNATIONAL,275,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
"GREEN GRO, INC.",true,true,BIC-3603,R-9022,57319MD,JW6AAF1H2WL001912,Box Truck,Mitsubishi,FE-HD369,1998,MITSUBISHI,135,Diesel,"6,001 - 10,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
"GREEN GRO, INC.",true,true,BIC-3603,R-9021,63169JD,JW6CEG1G1SL001209,Dump Truck,Mitsubishi,FH100,1995,MITSUBISHI,155,Diesel,"10,001 - 14,000 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
GREEN MACHINE ENTERPRISES LLC,true,true,BIC-484087,L10800,51818MJ,2NKHHM6X5GM111517,Tank,Kenworth,T270,2016,PACCAR,250,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Financed,,
GREEN MACHINE ENTERPRISES LLC,true,true,BIC-484087,L10284,68115ME,1FDUF5GT2EEB84215,Tank,Ford,F550 SUPER DUTY,2014,FORD,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Financed,,
GREEN NETWORK NEW YORK LLC,true,true,BIC-490232,L10916,57488MG,1FDWE35L93HA90377,Van,Ford,3DC,2003,FORD,350,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
GREEN NETWORK NEW YORK LLC,true,true,BIC-490232,L10917,57489MG,1GBE5C1276F400804,Truck,Chevrolet,C5500,2006,CHEVROLET,5500,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Owned,13500,
GREEN OIL RECYCLING INC.,true,true,BIC-4468,L10209,47554MG,JNAMA80H77AH60228,Box Truck,Nissan-UD,Delv,2007,NISSAN,724,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
GREEN OIL RECYCLING INC.,true,true,BIC-4468,L10601,63836ML,2NKHHN7X4BM280411,Tank,Kenworth,T37,2011,KENWORTH,720,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
GREEN OIL RECYCLING INC.,true,true,BIC-4468,L11768,23325MM,1FVACXDT98HZ70598,Tank,Freightliner,16M,2008,CUMMINS,500,Diesel,"19,501 - 26,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
GREEN OIL RECYCLING INC.,true,true,BIC-4468,L10871,27299ME,1HTNNAAM34H616105,Delivery,International,4300,2004,INTERNATIONAL,520,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
"GREEN OUTLOOK TRUCKING, INC.",true,true,BIC-483867,R05762,AP440X,1NKDX4TX0EJ411539,Dump Truck,Kenworth,T800,2014,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"GREEN OUTLOOK TRUCKING, INC.",true,true,BIC-483867,R05763,AS996C,5KKXAFAV0FPGG7480,Dump Truck,Western Star,4900,2015,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"GREEN OUTLOOK TRUCKING, INC.",true,true,BIC-483867,R07789,AT337Z,5KKMAEDR8JPJP3910,Dump Truck,Western Star,4900,2018,DETROIT DIESEL,505,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"GREEN OUTLOOK TRUCKING, INC.",true,true,BIC-483867,R05764,AT937L,1NPTL4TX48N752425,Dump Truck,Peterbilt,367,2008,CUMMINS,550,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"GREEN TIBURON HOLDINGS, LLC",true,true,BIC-486380,L10192,54383MG,54DC4W1B8ES802680,Dump Truck,Isuzu,NPR HD,2014,GENERAL MOTORS,360,Gas,"6,001 - 10,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"GREEN TIBURON HOLDINGS, LLC",true,true,BIC-486380,L10346,67018MD,54DC4W1B0DS800923,Dump Truck,Isuzu,NPR HD,2013,GENERAL MOTORS,360,Gas,"6,001 - 10,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"GREEN TIBURON HOLDINGS, LLC",true,true,BIC-486380,L10344,67017MD,54DC4W1B1DS800994,Dump Truck,Isuzu,NPR HD,2013,GENERAL MOTORS,360,Gas,"6,001 - 10,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"GREEN TIBURON HOLDINGS, LLC",true,true,BIC-486380,L10345,67019MD,54DC4W1B0DS800999,Dump Truck,Isuzu,NPR HD,2013,GENERAL MOTORS,360,Gas,"6,001 - 10,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
GREEN TOP LANDSCAPING INC,true,false,BIC-3055,R-7374,51772JU,1FTZF1724WNB04831,,Ford,F150,1998,,,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",,,,
GREEN TOP LANDSCAPING INC,true,false,BIC-3055,R03234,50191MD,1FTNS24L32HA05987,,Ford,ECONOLINE E250,2002,,,Gas,"6,001 - 10,000 lbs.","Class 2: (6,001-10,000 lbs)",,,,
GREEN VALLEY LANDSCAPING CORP.,true,true,BIC-4069,R01488,15759MA,J8DC4B1K2S7000944,Dump Truck,GMC,4000 W4S042,1995,GMC,160,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
GREEN VALLEY LANDSCAPING CORP.,true,true,BIC-4069,R07494,68916MJ,JNAUZV1J4YG451062,Dump Truck,Nissan-UD,van,2000,NISSAN,160,Diesel,"10,001 - 14,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Owned,,
GREENFIELDS USA CORP.,true,false,BIC-491758,R06757,34812ME,1GCGG29V751131447,Van,Chevrolet,,2005,,,Gas,"< 6,000 lbs.",,,,,
GREG'S EXPRESS CORP.,true,true,BIC-1180,L10261,64138ME,1FVHBGAS33HL88230,Rear End Loader,Freightliner,6WUGBR11,2003,CATERPILLER,380,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,7477,
GREG'S EXPRESS CORP.,true,true,BIC-1180,L11538,29574ML,1M2AX32C7EM010237,Rear End Loader,Mack,GZ469745,2014,CUMMINS,345,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GREG'S EXPRESS CORP.,true,true,BIC-1180,L-9789,89459MD,1M2K195C3VM008747,Rear End Loader,Mack,600 MR600,1997,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3157,
GREGORY LEE,true,false,BIC-3717,R07926,96524JZ,3C6TRVDGXJE100730,Van,RAM,,2018,,,Gas,"6,001 - 10,000 lbs.",,,,,
GREGORY TRUCKING INC,true,true,BIC-4564 | BIC-2642,R04855,AS496G,2NPXX4EX1GM319730,Truck,Peterbilt,389,2016,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
GREGORY TRUCKING INC,true,true,BIC-4564 | BIC-2642,R04130,AR895H,1NP5LBTX57N698953,Truck,Peterbilt,379,2007,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GREGORY TRUCKING INC,true,true,BIC-4564 | BIC-2642,R03368,AP898N,1NPWX4EX3CD137247,Truck,Peterbilt,388,2012,CUMMINS,525,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
GREGORY TRUCKING INC,true,true,BIC-4564 | BIC-2642,R07703,AU163G,1NPXX4EXXJD485886,Truck,Peterbilt,389,2018,CUMMINS,550,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
GREGORY TRUCKING INC,true,false,BIC-4564 | BIC-2642,R06274,AT850K,1NPXX4EX3HD420663,Truck,Peterbilt,,2017,CUMMINS,550,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
GREGORY TRUCKING INC,true,true,BIC-4564 | BIC-2642,R03798,AR274B,1NPWX4EX2ED214757,Truck,Peterbilt,388,2014,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R07091,AT883X,1NKZX4TXXJJ198258,Truck,Kenworth,T880,2018,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R05365,AU289S,1NKZX4TX4GJ119479,Dump Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R05364,AS653W,1NKZX4TX2GJ119478,Dump Truck,Kenworth,T880,2016,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R07119,AT519Y,1NKZX4TX1JJ192493,Truck,Kenworth,T880,2018,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R07120,AT520Y,1NKZX4TX9JJ192502,Dump Truck,Kenworth,T880,2018,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R06190,AT670J,1NKZX4TX0HJ161536,Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R06251,AT435K,1NKZX4TX2HJ161537,Dump Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GRID LOGISTICS LLC,true,true,BIC-493917 | BIC-485707 | BIC-4212,R07090,AT882X,1NKZX4TX8JJ198257,Truck,Kenworth,T880,2018,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
GSK RESTORATION CORP,true,false,BIC-476222,R06911,92498MD,1FDAW56P36EC75471,,Ford,F550 SUPER DUTY,2006,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
GSK RESTORATION CORP,true,false,BIC-476222,R06910,87626MD,1FDXW47P83EC58714,,Ford,F450 SUPER DUTY,2003,,,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",,,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08277,66068MA,1M2AG11C36M038740,Roll-off Truck,Mack,CV700,2006,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,20000,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R06994,35910MK,1M2AX04C2HM035062,Roll-off Truck,Mack,GU713,2017,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R06503,82032MJ,1M2AX04C2HM035496,Roll-off Truck,Mack,GU713,2017,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08049,12552MM,2NPNHM6XXKM267137,Dump Truck,Peterbilt,330,2019,PETERBILT,375,Diesel,"19,501 - 26,000 lbs.","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05839,91943MH,1M2AX18C78M001179,Rear End Loader,Mack,LEU613,2008,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08194,91179ML,1M2GR2GC5KM001491,Roll-off Truck,Mack,GR64F,2019,MACK,375,Diesel,"26,001 - 33,000 lbs.","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R04829,48142MG,1M2AX18C68M001187,Roll-off Truck,Mack,GU813,2008,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05264,39434MH,1M2AX04C4GM027673,Roll-off Truck,Mack,700 GU 713,2016,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R04797,82051MG,1NKZXPTX6FJ456090,Roll-off Truck,Kenworth,T880,2015,CUMMINS,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R07201,78844MK,1M2AX04C0JM039696,Roll-off Truck,Mack,GU 713,2018,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05217,51326MH,1M2AX18C08M001024,Roll-off Truck,Mack,800 GU 813,2008,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05006,12511MH,1M2AX18C38M001020,Roll-off Truck,Mack,800 GU 813,2008,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05637,89282MH,1M2AX04C9GM027684,Roll-off Truck,Mack,GU713,2016,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R07045,51325MH,1M2AU04C98M001127,Rear End Loader,Mack,LEU 613,2008,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08378,10891MM,1M2AX18C6AM010011,Roll-off Truck,Mack,GU813,2010,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R06673,61105MJ,1M2AC07C35M009802,Rear End Loader,Mack,LEU613,2005,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R06299,55267MJ,1M2AU04C08M001307,Rear End Loader,Mack,LEU 613,2008,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R-7245,29287JV,1M2AG11C46M039394,Roll-off Truck,Mack,CV700,2006,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,18000,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R02630,19139MC,2NPLLZ0X76M660014,Roll-off Truck,Peterbilt,335,2006,CUMMINS,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10000,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R04985,16668MH,1M2AX04C7GM027666,Roll-off Truck,Mack,700 GU 713,2016,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08395,52852MM,1M2AU04CX9M002496,Dump Truck,Mack,LEU,2009,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05040,88339MG,1M2AC07C34M009670,Rear End Loader,Mack,600 LE600,2004,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,10000,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R07157,67266MB,1M2AU04C68M001151,Rear End Loader,Mack,Leu 613,2008,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R04744,79659MG,1M2AX04C2FM023247,Roll-off Truck,Mack,GU713,2015,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R06873,12521MH,1M2AG11C46M032977,Roll-off Truck,Mack,700 CV700,2006,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,20000,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R06871,57023MJ,1M2AU04C48M001147,Rear End Loader,Mack,LEU613,2008,MACK,345,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R06872,57024MJ,1M2AU04C18M001123,Rear End Loader,Mack,leu613,2008,MACK,345,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05566,91926MH,1M2AX18C4AM010007,Roll-off Truck,Mack,GU 813,2010,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R05561,51348MH,1M2AX18C39M002895,Roll-off Truck,Mack,GU 813,2009,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08081,34396ML,1M2AU04C98M001337,Dump Truck,Mack,LEU,2008,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R07237,12523MH,1M2AG11C96N038743,Roll-off Truck,Mack,CV700,2006,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,15000,
GUMA CONSTRUCTION CORP.,true,false,BIC-908,R08448,47032MM,1M2GR2GC0KM004668,,Mack,,2019,,,,,,,,,12/21/2018
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R07508,88339MG,1M2AU02C08M001410,Rear End Loader,Mack,Leu 613,2008,MACK,325,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R07617,34377ML,1M2AX18C09M002904,Roll-off Truck,Mack,GU813,2009,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08014,34394ML,1M2AX18C59M002896,Roll-off Truck,Mack,GU813,2009,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GUMA CONSTRUCTION CORP.,true,true,BIC-908,R08013,86480ML,1M2AX04C8JM040787,Dump Truck,Mack,GU713,2018,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
GUS POOLS INC.,true,true,BIC-4015,R04590,20130MG,1FVACWDT79DAD0429,Dump Truck,Freightliner,M2 106,2009,CUMMINS,240,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
GWEC LEASING CORP.,true,true,BIC-2115,R03605,51638PC,1XKDDB0X75J087173,Tractor,Kenworth,T800,2005,CATERPILLER,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,4854,
GWEC LEASING CORP.,true,true,BIC-2115,R03603,31299PC,1XKDD40X9DJ341654,Tractor,Kenworth,T800,2013,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GWEC LEASING CORP.,true,true,BIC-2115,R06067,54071PC,1NKZX4TX6HJ155580,Roll-off Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GWEC LEASING CORP.,true,true,BIC-2115,R06115,54534PC,1NKZX4TX8HJ155581,Roll-off Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GWEC LEASING CORP.,true,true,BIC-2115,R06116,54535PC,1NKZX4TXXHJ155579,Dump Truck,Kenworth,T880,2017,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
GWEC LEASING CORP.,true,true,BIC-2115,R03606,17503PB,1XKDDB0X42J890972,Tractor,Kenworth,T800,2002,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,6831,
