"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Ilirska Bistrica","Ilirska Bistrica","45.5697","14.2408","Slovenia","SI","SVN","Ilirska Bistrica","admin","","1705031705"
"Ivančna Gorica","Ivancna Gorica","45.9383","14.8044","Slovenia","SI","SVN","Ivančna Gorica","admin","","1705930549"
"Izola","Izola","45.5369","13.6619","Slovenia","SI","SVN","Izola","admin","","1705476087"
"Jesenice","Jesenice","46.4306","14.0669","Slovenia","SI","SVN","Jesenice","admin","","1705471403"
"Koper","Koper","45.5469","13.7294","Slovenia","SI","SVN","Koper","admin","","1705478862"
"Kostanjevica na Krki","Kostanjevica na Krki","45.8461","15.4222","Slovenia","SI","SVN","Kostanjevica na Krki","admin","","1705796422"
"Kozje","Kozje","46.0750","15.5603","Slovenia","SI","SVN","Kozje","admin","","1705548274"
"Kranj","Kranj","46.2411","14.3617","Slovenia","SI","SVN","Kranj","admin","","1705842003"
"Lendava","Lendava","46.5614","16.4506","Slovenia","SI","SVN","Lendava","admin","","1705653525"
"Litija","Litija","46.0586","14.8225","Slovenia","SI","SVN","Litija","admin","","1705902870"
"Ljubno","Ljubno","46.3456","14.8350","Slovenia","SI","SVN","Ljubno","admin","","1705083617"
"Ljutomer","Ljutomer","46.5208","16.1975","Slovenia","SI","SVN","Ljutomer","admin","","1705303708"
"Spodnje Hoče","Spodnje Hoce","46.5000","15.6500","Slovenia","SI","SVN","Hoče-Slivnica","admin","","1705379997"
"Hodoš","Hodos","46.8233","16.3342","Slovenia","SI","SVN","Hodoš","admin","","1705217643"
"Hrastnik","Hrastnik","46.1461","15.0814","Slovenia","SI","SVN","Hrastnik","admin","","1705818009"
"Kozina","Kozina","45.6100","13.9356","Slovenia","SI","SVN","Hrpelje-Kozina","admin","","1705465646"
"Idrija","Idrija","46.0028","14.0306","Slovenia","SI","SVN","Idrija","admin","","1705472042"
"Ig","Ig","45.9603","14.5289","Slovenia","SI","SVN","Ig","admin","","1705409266"
"Zgornja Kungota","Zgornja Kungota","46.6392","15.6156","Slovenia","SI","SVN","Kungota","admin","","1705104301"
"Kuzma","Kuzma","46.8369","16.0833","Slovenia","SI","SVN","Kuzma","admin","","1705411351"
"Laško","Lasko","46.1519","15.2364","Slovenia","SI","SVN","Laško","admin","","1705962698"
"Lenart v Slovenskih Goricah","Lenart v Slovenskih Goricah","46.5761","15.8314","Slovenia","SI","SVN","Lenart","admin","","1705719159"
"Logatec","Logatec","45.9144","14.2258","Slovenia","SI","SVN","Logatec","admin","","1705275257"
"Log pri Brezovici","Log pri Brezovici","46.0167","14.3667","Slovenia","SI","SVN","Log-Dragomer","admin","","1705822369"
"Stari Trg pri Ložu","Stari Trg pri Lozu","45.7128","14.4694","Slovenia","SI","SVN","Loška Dolina","admin","","1705849784"
"Hrib-Loški Potok","Hrib-Loski Potok","45.7011","14.5911","Slovenia","SI","SVN","Loški Potok","admin","","1705118688"
"Zgornje Jezersko","Zgornje Jezersko","46.3833","14.4667","Slovenia","SI","SVN","Jezersko","admin","","1705991236"
"Juršinci","Jursinci","46.4847","15.9714","Slovenia","SI","SVN","Juršinci","admin","","1705262198"
"Kamnik","Kamnik","46.2197","14.6094","Slovenia","SI","SVN","Kamnik","admin","","1705864078"
"Kanal","Kanal","46.0886","13.6397","Slovenia","SI","SVN","Kanal","admin","","1705955833"
"Kidričevo","Kidricevo","46.4036","15.7911","Slovenia","SI","SVN","Kidričevo","admin","","1705321982"
"Kobarid","Kobarid","46.2481","13.5772","Slovenia","SI","SVN","Kobarid","admin","","1705651680"
"Kobilje","Kobilje","46.6847","16.3978","Slovenia","SI","SVN","Kobilje","admin","","1705965317"
"Kočevje","Kocevje","45.6433","14.8633","Slovenia","SI","SVN","Kočevje","admin","","1705859832"
"Komen","Komen","45.8153","13.7483","Slovenia","SI","SVN","Komen","admin","","1705031068"
"Sveta Trojica v Slovenskih Goricah","Sveta Trojica v Slovenskih Goricah","46.5767","15.8769","Slovenia","SI","SVN","Sveta Trojica v Slovenskih Goricah","admin","","1705659496"
"Pesnica pri Mariboru","Pesnica pri Mariboru","46.6069","15.6767","Slovenia","SI","SVN","Pesnica","admin","","1705389455"
"Piran","Piran","45.5278","13.5706","Slovenia","SI","SVN","Piran","admin","","1705085466"
"Murska Sobota","Murska Sobota","46.6625","16.1664","Slovenia","SI","SVN","Murska Sobota","admin","","1705129726"
"Muta","Muta","46.6114","15.1661","Slovenia","SI","SVN","Muta","admin","","1705459961"
"Moravče","Moravce","46.1369","14.7450","Slovenia","SI","SVN","Moravče","admin","","1705291500"
"Novo Mesto","Novo Mesto","45.7925","15.1647","Slovenia","SI","SVN","Novo Mesto","admin","","1705849587"
"Odranci","Odranci","46.5867","16.2803","Slovenia","SI","SVN","Odranci","admin","","1705912877"
"Oplotnica","Oplotnica","46.3878","15.4467","Slovenia","SI","SVN","Oplotnica","admin","","1705182651"
"Ormož","Ormoz","46.4114","16.1544","Slovenia","SI","SVN","Ormož","admin","","1705413437"
"Moravske-Toplice","Moravske-Toplice","46.6875","16.2256","Slovenia","SI","SVN","Moravske Toplice","admin","","1705126489"
"Mozirje","Mozirje","46.3394","14.9633","Slovenia","SI","SVN","Mozirje","admin","","1705239053"
"Mirna","Mirna","45.9553","15.0619","Slovenia","SI","SVN","Mirna","admin","","1705033855"
"Mirna Peč","Mirna Pec","45.8603","15.0833","Slovenia","SI","SVN","Mirna Peč","admin","","1705096910"
"Mislinja","Mislinja","46.4411","15.1956","Slovenia","SI","SVN","Mislinja","admin","","1705898157"
"Mokronog","Mokronog","45.9342","15.1408","Slovenia","SI","SVN","Mokronog-Trebelno","admin","","1705336506"
"Naklo","Naklo","46.2728","14.3172","Slovenia","SI","SVN","Naklo","admin","","1705637872"
"Nova Gorica","Nova Gorica","45.9614","13.6436","Slovenia","SI","SVN","Nova Gorica","admin","","1705939355"
"Dol pri Ljubljani","Dol pri Ljubljani","46.0886","14.6008","Slovenia","SI","SVN","Dol pri Ljubljani","admin","","1705717325"
"Dolenjske Toplice","Dolenjske Toplice","45.7667","15.0667","Slovenia","SI","SVN","Dolenjske Toplice","admin","","1705395845"
"Domžale","Domzale","46.1381","14.5978","Slovenia","SI","SVN","Domžale","admin","","1705822721"
"Dornava","Dornava","46.4367","15.9536","Slovenia","SI","SVN","Dornava","admin","","1705023699"
"Dravograd","Dravograd","46.5881","15.0192","Slovenia","SI","SVN","Dravograd","admin","","1705130450"
"Spodnji Duplek","Spodnji Duplek","46.5031","15.7453","Slovenia","SI","SVN","Duplek","admin","","1705953692"
"Gorenja Vas","Gorenja Vas","46.1072","14.1481","Slovenia","SI","SVN","Gorenja Vas-Poljane","admin","","1705961189"
"Gorišnica","Gorisnica","46.4147","16.0139","Slovenia","SI","SVN","Gorišnica","admin","","1705561619"
"Gornja Radgona","Gornja Radgona","46.6733","15.9922","Slovenia","SI","SVN","Gornja Radgona","admin","","1705643923"
"Gornji Grad","Gornji Grad","46.2953","14.8083","Slovenia","SI","SVN","Gornji Grad","admin","","1705879741"
"Zgornje Gorje","Zgornje Gorje","46.3833","14.0833","Slovenia","SI","SVN","Gorje","admin","","1705342044"
"Divača","Divaca","45.6847","13.9703","Slovenia","SI","SVN","Divača","admin","","1705065298"
"Dobje pri Planini","Dobje pri Planini","46.1367","15.4089","Slovenia","SI","SVN","Dobje","admin","","1705204927"
"Videm","Videm","45.8500","14.6942","Slovenia","SI","SVN","Dobrepolje","admin","","1705074870"
"Dobrna","Dobrna","46.3375","15.2264","Slovenia","SI","SVN","Dobrna","admin","","1705353787"
"Dobrova","Dobrova","46.0550","14.4172","Slovenia","SI","SVN","Dobrova-Polhov Gradec","admin","","1705653264"
"Dobrovnik","Dobrovnik","46.6514","16.3525","Slovenia","SI","SVN","Dobrovnik","admin","","1705602796"
"Radenci","Radenci","46.6472","16.0442","Slovenia","SI","SVN","Radenci","admin","","1705609332"
"Radlje ob Dravi","Radlje ob Dravi","46.6142","15.2264","Slovenia","SI","SVN","Radlje ob Dravi","admin","","1705478193"
"Radovljica","Radovljica","46.3444","14.1744","Slovenia","SI","SVN","Radovljica","admin","","1705488511"
"Ravne na Koroškem","Ravne na Koroskem","46.5431","14.9692","Slovenia","SI","SVN","Ravne na Koroškem","admin","","1705757622"
"Šentjur","Sentjur","46.2172","15.3975","Slovenia","SI","SVN","Šentjur","admin","","1705076635"
"Šentrupert","Sentrupert","45.9778","15.0956","Slovenia","SI","SVN","Šentrupert","admin","","1705083565"
"Sevnica","Sevnica","46.0078","15.3156","Slovenia","SI","SVN","Sevnica","admin","","1705218575"
"Vitomarci","Vitomarci","46.5275","15.9394","Slovenia","SI","SVN","Sveti Andraž v Slovenskih Goricah","admin","","1705653481"
"Straža","Straza","45.7800","15.0728","Slovenia","SI","SVN","Straža","admin","","1705491164"
"Sveta Ana v Slovenskih Goricah","Sveta Ana v Slovenskih Goricah","46.6492","15.8442","Slovenia","SI","SVN","Sveta Ana","admin","","1705062986"
"Jurovski Dol","Jurovski Dol","46.6064","15.7847","Slovenia","SI","SVN","Sveti Jurij v Slovenskih Goricah","admin","","1705288408"
"Šoštanj","Sostanj","46.3800","15.0486","Slovenia","SI","SVN","Šoštanj","admin","","1705376916"
"Središče ob Dravi","Sredisce ob Dravi","46.3942","16.2681","Slovenia","SI","SVN","Središče ob Dravi","admin","","1705613407"
"Starše","Starse","46.4658","15.7672","Slovenia","SI","SVN","Starše","admin","","1705557844"
"Štore","Store","46.2208","15.3139","Slovenia","SI","SVN","Štore","admin","","1705775604"
"Sveti Jurij ob Ščavnici","Sveti Jurij ob Scavnici","46.5695","16.0235","Slovenia","SI","SVN","Sveti Jurij ob Ščavnici","admin","","1705832384"
"Šmartno ob Paki","Smartno ob Paki","46.3333","15.0333","Slovenia","SI","SVN","Šmartno ob Paki","admin","","1705804130"
"Šmartno pri Litiji","Smartno pri Litiji","46.0444","14.8442","Slovenia","SI","SVN","Šmartno pri Litiji","admin","","1705164835"
"Sodražica","Sodrazica","45.7611","14.6356","Slovenia","SI","SVN","Sodražica","admin","","1705295579"
"Solčava","Solcava","46.4194","14.6936","Slovenia","SI","SVN","Solčava","admin","","1705581561"
"Slovenj Gradec","Slovenj Gradec","46.5103","15.0806","Slovenia","SI","SVN","Slovenj Gradec","admin","","1705845238"
"Slovenska Bistrica","Slovenska Bistrica","46.3928","15.5744","Slovenia","SI","SVN","Slovenska Bistrica","admin","","1705359875"
"Slovenske Konjice","Slovenske Konjice","46.3367","15.4258","Slovenia","SI","SVN","Slovenske Konjice","admin","","1705506460"
"Šmarje pri Jelšah","Smarje pri Jelsah","46.2272","15.5192","Slovenia","SI","SVN","Šmarje pri Jelšah","admin","","1705373506"
"Šenčur","Sencur","46.2456","14.4197","Slovenia","SI","SVN","Šenčur","admin","","1705968659"
"Šempeter pri Gorici","Sempeter pri Gorici","45.9275","13.6411","Slovenia","SI","SVN","Šempeter-Vrtojba","admin","","1705397569"
"Šentilj","Sentilj","46.6817","15.6481","Slovenia","SI","SVN","Šentilj","admin","","1705840723"
"Šentjernej","Sentjernej","45.8400","15.3361","Slovenia","SI","SVN","Šentjernej","admin","","1705329272"
"Sežana","Sezana","45.7069","13.8722","Slovenia","SI","SVN","Sežana","admin","","1705079549"
"Škocjan","Skocjan","45.9067","15.2914","Slovenia","SI","SVN","Škocjan","admin","","1705940381"
"Škofja Loka","Skofja Loka","46.1672","14.3089","Slovenia","SI","SVN","Škofja Loka","admin","","1705743622"
"Škofljica","Skofljica","45.9833","14.5767","Slovenia","SI","SVN","Škofljica","admin","","1705067758"
"Razkrižje","Razkrizje","46.5217","16.2811","Slovenia","SI","SVN","Razkrižje","admin","","1705276725"
"Markovci","Markovci","46.3833","15.9500","Slovenia","SI","SVN","Markovci","admin","","1705493301"
"Medvode","Medvode","46.1333","14.4333","Slovenia","SI","SVN","Medvode","admin","","1705158152"
"Mengeš","Menges","46.1669","14.5750","Slovenia","SI","SVN","Mengeš","admin","","1705274788"
"Metlika","Metlika","45.6472","15.3142","Slovenia","SI","SVN","Metlika","admin","","1705008169"
"Mežica","Mezica","46.5214","14.8544","Slovenia","SI","SVN","Mežica","admin","","1705607524"
"Lovrenc na Pohorju","Lovrenc na Pohorju","46.5406","15.3931","Slovenia","SI","SVN","Lovrenc na Pohorju","admin","","1705376318"
"Luče","Luce","46.3561","14.7467","Slovenia","SI","SVN","Luče","admin","","1705042629"
"Lukovica pri Domžalah","Lukovica pri Domzalah","46.1667","14.7000","Slovenia","SI","SVN","Lukovica","admin","","1705829201"
"Majšperk","Majsperk","46.3517","15.7336","Slovenia","SI","SVN","Majšperk","admin","","1705147774"
"Makole","Makole","46.3172","15.6672","Slovenia","SI","SVN","Makole","admin","","1705304446"
"Maribor","Maribor","46.5405","15.6500","Slovenia","SI","SVN","Maribor","admin","114228","1705454394"
"Tomaž pri Ormožu","Tomaz pri Ormozu","46.4842","16.0836","Slovenia","SI","SVN","Sveti Tomaž","admin","","1705837424"
"Videm pri Ptuju","Videm pri Ptuju","46.3686","15.9064","Slovenia","SI","SVN","Videm","admin","","1705681768"
"Tolmin","Tolmin","46.1864","13.7361","Slovenia","SI","SVN","Tolmin","admin","","1705602247"
"Trbovlje","Trbovlje","46.1550","15.0533","Slovenia","SI","SVN","Trbovlje","admin","","1705370010"
"Trebnje","Trebnje","45.9042","15.0217","Slovenia","SI","SVN","Trebnje","admin","","1705570941"
"Tržič","Trzic","46.3667","14.3167","Slovenia","SI","SVN","Tržič","admin","","1705554055"
"Turnišče","Turnisce","46.6278","16.3203","Slovenia","SI","SVN","Turnišče","admin","","1705851676"
"Velenje","Velenje","46.3592","15.1103","Slovenia","SI","SVN","Velenje","admin","","1705929589"
"Velike Lašče","Velike Lasce","45.8322","14.6364","Slovenia","SI","SVN","Velike Lašče","admin","","1705618557"
"Vipava","Vipava","45.8467","13.9631","Slovenia","SI","SVN","Vipava","admin","","1705864633"
"Vitanje","Vitanje","46.3817","15.2958","Slovenia","SI","SVN","Vitanje","admin","","1705925648"
"Vodice","Vodice","46.2000","14.5000","Slovenia","SI","SVN","Vodice","admin","","1705728443"
"Vrhnika","Vrhnika","45.9661","14.2956","Slovenia","SI","SVN","Vrhnika","admin","","1705071756"
"Vuzenica","Vuzenica","46.5964","15.1672","Slovenia","SI","SVN","Vuzenica","admin","","1705639122"
"Zagorje ob Savi","Zagorje ob Savi","46.1342","15.0014","Slovenia","SI","SVN","Zagorje ob Savi","admin","","1705942287"
"Zavrč","Zavrc","46.3917","16.0497","Slovenia","SI","SVN","Zavrč","admin","","1705477555"
"Železniki","Zelezniki","46.2333","14.1667","Slovenia","SI","SVN","Železniki","admin","","1705885002"
"Vojnik","Vojnik","46.2933","15.3033","Slovenia","SI","SVN","Vojnik","admin","","1705662463"
"Vransko","Vransko","46.2439","14.9514","Slovenia","SI","SVN","Vransko","admin","","1705616966"
"Žalec","Zalec","46.2536","15.1675","Slovenia","SI","SVN","Žalec","admin","","1705340993"
"Žetale","Zetale","46.2750","15.7939","Slovenia","SI","SVN","Žetale","admin","","1705941695"
"Žirovnica","Zirovnica","46.4047","14.1400","Slovenia","SI","SVN","Žirovnica","admin","","1705602636"
"Žužemberk","Zuzemberk","45.8339","14.9292","Slovenia","SI","SVN","Žužemberk","admin","","1705027920"
"Trnovska Vas","Trnovska Vas","46.5167","15.9000","Slovenia","SI","SVN","Trnovska Vas","admin","","1705654373"
"Trzin","Trzin","46.1333","14.5667","Slovenia","SI","SVN","Trzin","admin","","1705707595"
"Velika Polana","Velika Polana","46.5719","16.3469","Slovenia","SI","SVN","Velika Polana","admin","","1705627212"
"Veržej","Verzej","46.5836","16.1653","Slovenia","SI","SVN","Veržej","admin","","1705529436"
"Žiri","Ziri","46.0422","14.1072","Slovenia","SI","SVN","Žiri","admin","","1705440220"
"Zreče","Zrece","46.3833","15.3667","Slovenia","SI","SVN","Zreče","admin","","1705764665"
"Tabor","Tabor","46.2361","15.0183","Slovenia","SI","SVN","Tabor","admin","","1705756002"
"Tišina","Tisina","46.6581","16.0917","Slovenia","SI","SVN","Tišina","admin","","1705811179"
"Osilnica","Osilnica","45.5292","14.6979","Slovenia","SI","SVN","Osilnica","admin","","1705839708"
"Kostel","Kostel","45.5084","14.9101","Slovenia","SI","SVN","Kostel","admin","","1705541759"
"Cirkulane","Cirkulane","46.3453","15.9952","Slovenia","SI","SVN","Cirkulane","admin","","1705650900"
"Apače","Apace","46.6972","15.9106","Slovenia","SI","SVN","Apače","admin","","1705285338"
"Komenda","Komenda","46.2038","14.5407","Slovenia","SI","SVN","Komenda","admin","","1705295612"
"Šmarješke Toplice","Smarjeske Toplice","45.8620","15.2231","Slovenia","SI","SVN","Šmarješke Toplice","admin","","1705361649"
"Nazarje","Nazarje","46.3176","14.9467","Slovenia","SI","SVN","Nazarje","admin","","1705598784"
"Ankaran","Ankaran","45.5786","13.7361","Slovenia","SI","SVN","Ankaran","admin","","1705521676"
"Žilina","Zilina","49.2198","18.7494","Slovakia","SK","SVK","Žilinský","admin","87625","1703289183"
"Bratislava","Bratislava","48.1500","17.1170","Slovakia","SK","SVK","Bratislavský","primary","423737","1703195001"
"Trnava","Trnava","48.3666","17.6000","Slovakia","SK","SVK","Trnavský","admin","69785","1703497997"
"Prešov","Presov","48.9997","21.2394","Slovakia","SK","SVK","Prešovský","admin","94718","1703231427"
"Košice","Kosice","48.7304","21.2500","Slovakia","SK","SVK","Košický","admin","236563","1703452690"
"Trenčín","Trencin","48.8867","18.0480","Slovakia","SK","SVK","Trenčiansky","admin","","1703029695"
"Nitra","Nitra","48.3090","18.0873","Slovakia","SK","SVK","Nitriansky","admin","","1703890031"
"Banská Bystrica","Banska Bystrica","48.7333","19.1500","Slovakia","SK","SVK","Banskobystrický","admin","82336","1703015198"
"Zvolen","Zvolen","48.5837","19.1332","Slovakia","SK","SVK","Banskobystrický","minor","44502","1703102070"
"Bo","Bo","7.9700","-11.7400","Sierra Leone","SL","SLE","Southern","admin","174354","1694651111"
"Makeni","Makeni","8.8804","-12.0500","Sierra Leone","SL","SLE","Northern","admin","87679","1694028641"
"Koidu","Koidu","8.4405","-10.8500","Sierra Leone","SL","SLE","Eastern","","87539","1694104584"
"Freetown","Freetown","8.4700","-13.2342","Sierra Leone","SL","SLE","Western Area","primary","827000","1694085071"
"Kenema","Kenema","7.8804","-11.1900","Sierra Leone","SL","SLE","Eastern","admin","143137","1694780903"
"Port Loko","Port Loko","8.7661","-12.7870","Sierra Leone","SL","SLE","","admin","","1694778676"
"Serravalle","Serravalle","43.9500","12.5000","San Marino","SM","SMR","Serravalle","admin","","1674000000"
"Poggio di Chiesanuova","Poggio di Chiesanuova","43.9167","12.4167","San Marino","SM","SMR","Chiesanuova","admin","","1674546686"
"Acquaviva","Acquaviva","43.9500","12.4167","San Marino","SM","SMR","Acquaviva","admin","","1674696011"
"San Marino","San Marino","43.9172","12.4667","San Marino","SM","SMR","San Marino Città","primary","29579","1674741947"
"Louga","Louga","15.6104","-16.2500","Senegal","SN","SEN","Louga","admin","85075","1686269931"
"Sédhiou","Sedhiou","12.7081","-15.5569","Senegal","SN","SEN","Sédhiou","admin","","1686107428"
"Matam","Matam","15.6559","-13.2554","Senegal","SN","SEN","Matam","admin","","1686919750"
"Dakar","Dakar","14.7158","-17.4731","Senegal","SN","SEN","Dakar","primary","2604000","1686604760"
"Kaédi","Kaedi","16.1500","-13.5000","Senegal","SN","SEN","Matam","","21656","1686275678"
"Saint-Louis","Saint-Louis","16.0186","-16.4906","Senegal","SN","SEN","Saint-Louis","admin","","1686542859"
"Diourbel","Diourbel","14.6604","-16.2400","Senegal","SN","SEN","Diourbel","admin","148024","1686087214"
"Tambacounda","Tambacounda","13.7804","-13.6800","Senegal","SN","SEN","Tambacounda","admin","89212","1686195160"
"Thiès","Thies","14.8104","-16.9300","Senegal","SN","SEN","Thiès","admin","293001","1686527948"
"Fatick","Fatick","14.3440","-16.4160","Senegal","SN","SEN","Fatick","admin","24243","1686096548"
"Kaolack","Kaolack","14.1500","-16.1000","Senegal","SN","SEN","Kaolack","admin","277812","1686256343"
"Kolda","Kolda","12.9104","-14.9500","Senegal","SN","SEN","Kolda","admin","69267","1686219536"
"Ziguinchor","Ziguinchor","12.5900","-16.2900","Senegal","SN","SEN","Ziguinchor","admin","191716","1686273643"
"Kaffrine","Kaffrine","14.1016","-15.5467","Senegal","SN","SEN","Kaffrine","admin","","1686807341"
"Kédougou","Kedougou","12.5604","-12.1800","Senegal","SN","SEN","Kédougou","admin","18226","1686320341"
"Hargeysa","Hargeysa","9.5600","44.0650","Somalia","SO","SOM","Woqooyi Galbeed","admin","","1706832021"
"Mereeg","Mereeg","3.7666","47.3000","Somalia","SO","SOM","Galguduud","","548","1706308443"
"Mogadishu","Mogadishu","2.0667","45.3667","Somalia","SO","SOM","Banaadir","primary","1100000","1706893395"
"Qardho","Qardho","9.5004","49.1660","Somalia","SO","SOM","Bari","","1341","1706405003"
"Garoowe","Garoowe","8.4000","48.5000","Somalia","SO","SOM","Nugaal","admin","2568","1706512367"
"Laascaanood","Laascaanood","8.4774","47.3597","Somalia","SO","SOM","Sool","admin","","1706106404"
"Luuq","Luuq","3.8005","42.5500","Somalia","SO","SOM","Gedo","","33820","1706505283"
"Jamaame","Jamaame","0.0722","42.7506","Somalia","SO","SOM","Jubbada Hoose","","185270","1706288768"
"Bandarbeyla","Bandarbeyla","9.4833","50.8167","Somalia","SO","SOM","Bari","","13753","1706279652"
"Buurhakaba","Buurhakaba","2.7837","44.0833","Somalia","SO","SOM","Bay","minor","31267","1706176225"
"Baki","Baki","9.8921","43.3853","Somalia","SO","SOM","Awdal","admin","","1706516720"
"Burco","Burco","9.5221","45.5336","Somalia","SO","SOM","Togdheer","admin","","1706322754"
"Dhuusa Mareeb","Dhuusa Mareeb","5.7420","46.5080","Somalia","SO","SOM","Galguduud","admin","447","1706027824"
"Gaalkacyo","Gaalkacyo","6.7700","47.4300","Somalia","SO","SOM","Mudug","admin","61200","1706067930"
"Eyl","Eyl","7.9833","49.8333","Somalia","SO","SOM","Nugaal","","18904","1706929381"
"Hurdiyo","Hurdiyo","10.5820","51.1233","Somalia","SO","SOM","Bari","","176","1706025904"
"Ceerigaabo","Ceerigaabo","10.6162","47.3679","Somalia","SO","SOM","Sanaag","admin","","1706173875"
"Bu'aale","Bu'aale","1.0833","42.5833","Somalia","SO","SOM","Jubbada Dhexe","admin","1490","1706765820"
"Hudur","Hudur","4.1833","43.8667","Somalia","SO","SOM","Bakool","admin","1639","1706568226"
"Marka","Marka","1.7766","44.8533","Somalia","SO","SOM","Shabeellaha Hoose","admin","1958","1706165964"
"Jawhar","Jawhar","2.7670","45.5166","Somalia","SO","SOM","Shabeellaha Dhexe","admin","111308","1706737655"
"Beledweyne","Beledweyne","4.7400","45.2000","Somalia","SO","SOM","Hiiraan","admin","62945","1706018197"
"Kismaayo","Kismaayo","-0.3566","42.5183","Somalia","SO","SOM","Jubbada Hoose","admin","234852","1706091701"
"Garbahaarey","Garbahaarey","3.3270","42.2270","Somalia","SO","SOM","Gedo","admin","12652","1706488487"
"Boosaaso","Boosaaso","11.2800","49.1800","Somalia","SO","SOM","Bari","admin","46969","1706054548"
"Caluula","Caluula","11.9670","50.7500","Somalia","SO","SOM","Bari","","513","1706796061"
"Baydhabo","Baydhabo","3.1200","43.6500","Somalia","SO","SOM","Bay","admin","129839","1706563100"
"Buur Gaabo","Buur Gaabo","-1.2009","41.8520","Somalia","SO","SOM","Jubbada Hoose","","3096","1706122850"
"Cottica","Cottica","3.8500","-54.2333","Suriname","SR","SUR","Sipaliwini","","29210","1740371814"
"Paramaribo","Paramaribo","5.8350","-55.1670","Suriname","SR","SUR","Paramaribo","primary","254169","1740518660"
"Groningen","Groningen","5.7970","-55.4810","Suriname","SR","SUR","Saramacca","admin","3216","1740072928"
"Lelydorp","Lelydorp","5.7000","-55.2333","Suriname","SR","SUR","Wanica","admin","","1740222585"
"Albina","Albina","5.5000","-54.0500","Suriname","SR","SUR","Marowijne","admin","","1740921776"
"Totness","Totness","5.8904","-56.3200","Suriname","SR","SUR","Coronie","admin","1685","1740738832"
"Nieuw Nickerie","Nieuw Nickerie","5.9504","-56.9900","Suriname","SR","SUR","Nickerie","admin","15992","1740480869"
"Nieuw Amsterdam","Nieuw Amsterdam","5.9100","-55.0700","Suriname","SR","SUR","Commewijne","admin","4935","1740547119"
"Onverwacht","Onverwacht","5.6000","-55.2000","Suriname","SR","SUR","Para","admin","2105","1740007571"
"Brownsweg","Brownsweg","5.0200","-55.1700","Suriname","SR","SUR","Brokopondo","","4582","1740310469"
"Brokopondo","Brokopondo","5.0404","-55.0200","Suriname","SR","SUR","Brokopondo","admin","8340","1740558611"
"Moengo","Moengo","5.6300","-54.4100","Suriname","SR","SUR","Marowijne","","7766","1740230194"
"Juba","Juba","4.8300","31.5800","South Sudan","SS","SSD","Central Equatoria","primary","111975","1728444337"
"Melut","Melut","10.4337","32.2000","South Sudan","SS","SSD","Upper Nile","","6407","1728493346"
"Gogrial","Gogrial","8.5337","28.1167","South Sudan","SS","SSD","Warrap","","50065","1728342889"
"Malakal","Malakal","9.5369","31.6560","South Sudan","SS","SSD","Upper Nile","admin","160765","1728299711"
"Nimule","Nimule","3.6000","32.0500","South Sudan","SS","SSD","Eastern Equatoria","","242","1728476966"
"Torit","Torit","4.4118","32.5705","South Sudan","SS","SSD","Eastern Equatoria","admin","","1728698486"
"Maridi","Maridi","4.9151","29.4769","South Sudan","SS","SSD","Western Equatoria","","14224","1728685965"
"Kapoeta","Kapoeta","4.7721","33.5902","South Sudan","SS","SSD","Eastern Equatoria","","7042","1728483282"
"Nasir","Nasir","8.6004","33.0666","South Sudan","SS","SSD","Upper Nile","","1741","1728210480"
"Yei","Yei","4.0904","30.6800","South Sudan","SS","SSD","Central Equatoria","","185000","1728607274"
"Aweil","Aweil","8.7666","27.4000","South Sudan","SS","SSD","Northern Bahr el Ghazal","admin","46705","1728097802"
"Rumbek","Rumbek","6.8000","29.6833","South Sudan","SS","SSD","Lakes","admin","32083","1728842249"
"Yambio","Yambio","4.5705","28.4163","South Sudan","SS","SSD","Western Equatoria","admin","40382","1728463035"
"Bor","Bor","6.2072","31.5591","South Sudan","SS","SSD","Jonglei","admin","26782","1728186782"
"Bentiu","Bentiu","9.2333","29.8333","South Sudan","SS","SSD","Unity","admin","7653","1728684421"
"Kuacjok","Kuacjok","8.3028","27.9800","South Sudan","SS","SSD","Warrap","admin","","1728713745"
"Wau","Wau","7.7000","27.9900","South Sudan","SS","SSD","Western Bahr el Ghazal","admin","127384","1728877501"
"Santo António","Santo Antonio","1.6450","7.4120","Sao Tome And Principe","ST","STP","Príncipe","","1156","1678752872"
"São Tomé","Sao Tome","0.3334","6.7333","Sao Tome And Principe","ST","STP","São Tomé","primary","88219","1678301324"
"Guadalupe","Guadalupe","0.3792","6.6375","Sao Tome And Principe","ST","STP","","admin","","1678998597"
"Neves","Neves","0.3586","6.5525","Sao Tome And Principe","ST","STP","","admin","","1678563060"
"Santana","Santana","0.2600","6.7414","Sao Tome And Principe","ST","STP","","admin","","1678081464"
"Santo António","Santo Antonio","1.6386","7.4206","Sao Tome And Principe","ST","STP","Príncipe","admin","","1678729743"
"São João dos Angolares","Sao Joao dos Angolares","0.1342","6.6494","Sao Tome And Principe","ST","STP","","admin","","1678826533"
"Trindade","Trindade","0.2967","6.6814","Sao Tome And Principe","ST","STP","","admin","","1678096936"
"San Salvador","San Salvador","13.7100","-89.2030","El Salvador","SV","SLV","San Salvador","primary","1433000","1222647454"
"San Miguel","San Miguel","13.4833","-88.1833","El Salvador","SV","SLV","San Miguel","admin","201563","1222009747"
