,LOAN IDENTIFIER,CURRENT DQ STATUS,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR
9120048,637835876356,0,R,OTHER,3.5,411000,240,02/2015,04/2015,55,55,1,37.0,759.0,N,R,SF,1,P,WA,980,,FRM,,,N
2226564,232291730919,0,C,OTHER,3.75,78000,360,03/2015,05/2015,55,55,1,30.0,806.0,N,R,SF,1,P,NE,686,,FRM,,,N
2478123,247171889526,0,B,OTHER,3.75,141000,360,02/2015,04/2015,97,97,1,35.0,721.0,Y,P,SF,1,P,SC,296,35.0,FRM,,1.0,N
8845269,621707463379,0,R,OTHER,4.125,225000,360,02/2015,04/2015,94,94,2,38.0,770.0,N,R,SF,1,P,WI,530,30.0,FRM,758.0,1.0,N
2069571,223015679883,0,R,"WELLS FARGO BANK, N.A.",3.0,295000,180,11/2014,01/2015,63,63,2,28.0,802.0,N,P,SF,1,P,MD,210,,FRM,797.0,,Y
9783064,676683472151,0,R,OTHER,4.125,65000,360,01/2015,03/2015,55,55,2,16.0,755.0,N,R,SF,1,P,AZ,860,,FRM,810.0,,N
8546294,604529299107,0,R,OTHER,3.875,79000,360,01/2015,04/2015,58,58,2,28.0,782.0,N,R,SF,1,P,OH,456,,FRM,783.0,,N
8757057,616609098934,0,R,QUICKEN LOANS INC.,3.625,147000,180,12/2014,02/2015,80,80,2,28.0,776.0,N,C,SF,1,P,TN,384,,FRM,702.0,,N
8526659,603498753667,0,C,FREEDOM MORTGAGE CORP.,3.5,417000,180,01/2015,03/2015,46,46,1,30.0,794.0,N,R,SF,1,P,WA,980,,FRM,,,N
6511670,485605896852,0,R,OTHER,3.0,338000,180,02/2015,04/2015,75,75,1,25.0,687.0,N,C,SF,1,P,NJ,88,,FRM,,,N
12521919,838225885184,0,R,OTHER,3.75,252000,360,02/2015,04/2015,95,95,2,45.0,737.0,N,P,PU,1,P,AL,352,30.0,FRM,783.0,1.0,N
12353600,828317844520,0,R,OTHER,2.75,318000,180,02/2015,04/2015,72,72,2,39.0,801.0,N,R,PU,1,P,OR,971,,FRM,727.0,,N
2264106,234684012648,0,C,OTHER,4.75,261000,360,01/2015,03/2015,90,90,1,45.0,662.0,Y,P,PU,1,P,FL,334,25.0,FRM,,1.0,N
12474754,835494289651,0,R,OTHER,3.625,313000,360,01/2015,03/2015,80,80,2,33.0,785.0,N,P,PU,1,P,FL,346,,FRM,785.0,,Y
9794100,677314609348,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.625,256000,360,12/2014,02/2015,80,80,2,37.0,673.0,N,P,PU,1,P,AZ,853,,FRM,661.0,,N
1156000,168578072633,0,R,QUICKEN LOANS INC.,4.99,113000,360,12/2014,02/2015,91,91,1,44.0,758.0,N,R,PU,1,P,AR,719,30.0,FRM,,2.0,N
1990300,218207490885,0,R,QUICKEN LOANS INC.,2.99,100000,180,12/2014,02/2015,80,80,1,31.0,786.0,Y,P,SF,1,P,SC,293,,FRM,,,N
6884973,507612544959,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,3.75,395000,240,12/2014,02/2015,66,66,2,23.0,726.0,N,R,SF,1,P,OH,441,,FRM,804.0,,N
14292233,941514279906,0,R,OTHER,4.0,351000,360,03/2015,05/2015,90,90,1,37.0,694.0,N,P,SF,1,P,NJ,71,25.0,FRM,,1.0,N
14971163,981969142341,0,R,OTHER,3.0,290000,180,02/2015,05/2015,65,65,2,35.0,780.0,N,R,SF,1,P,MT,598,,FRM,784.0,,N
12035176,809728550662,0,R,"WELLS FARGO BANK, N.A.",4.0,272000,360,02/2015,04/2015,78,78,1,31.0,735.0,N,R,PU,1,P,NC,274,,FRM,,,N
11252598,763332564769,0,R,OTHER,3.625,180000,360,02/2015,05/2015,44,44,2,36.0,779.0,N,C,SF,1,P,RI,28,,FRM,746.0,,N
9942435,685997280624,0,R,OTHER,3.875,69000,360,03/2015,05/2015,80,80,1,39.0,675.0,Y,P,SF,1,P,WI,532,,FRM,,,N
7231439,528109595207,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.625,417000,360,02/2015,05/2015,60,80,2,35.0,791.0,N,C,SF,1,P,IL,606,,FRM,792.0,,N
306537,118634308373,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.875,91000,120,12/2014,02/2015,70,70,1,15.0,804.0,N,R,SF,1,I,AZ,850,,FRM,,,N
8153153,581514641538,0,B,"STEARNS LENDING, LLC",4.75,56000,360,01/2015,03/2015,43,43,1,44.0,631.0,N,C,PU,1,I,FL,327,,FRM,,,N
9612328,666706999208,0,R,OTHER,3.125,133000,180,02/2015,04/2015,77,77,1,27.0,815.0,N,R,SF,1,P,MN,554,,FRM,,,N
6555601,488158561136,0,R,OTHER,4.5,275000,360,12/2014,02/2015,95,95,2,44.0,689.0,Y,P,SF,1,P,CO,806,30.0,FRM,731.0,1.0,N
5250068,410834839817,0,R,"WELLS FARGO BANK, N.A.",3.625,122000,180,12/2014,02/2015,80,80,2,35.0,762.0,N,C,SF,1,P,NC,270,,FRM,755.0,,N
12305666,825450262755,0,R,FREEDOM MORTGAGE CORP.,4.375,250000,360,01/2015,03/2015,83,83,1,42.0,761.0,N,R,SF,1,P,NJ,88,12.0,FRM,,1.0,N
12736208,850947871189,0,B,FREEDOM MORTGAGE CORP.,3.95,259000,360,01/2015,03/2015,75,75,1,40.0,735.0,N,C,SF,1,P,MD,208,,FRM,,,N
8954193,628116191607,0,R,OTHER,4.25,136000,360,03/2015,05/2015,95,95,1,40.0,716.0,Y,P,PU,1,P,FL,338,30.0,FRM,,1.0,N
8289829,589365817950,0,R,OTHER,4.625,300000,360,02/2015,04/2015,70,70,1,36.0,738.0,N,C,SF,1,I,PA,190,,FRM,,,N
6316035,473996689674,0,R,OTHER,4.375,46000,360,11/2014,01/2015,80,80,2,39.0,756.0,N,P,CO,1,S,FL,349,,FRM,792.0,,N
2375963,241126154467,0,C,"FLAGSTAR BANK, FSB",4.375,87000,240,12/2014,02/2015,90,90,2,27.0,778.0,N,P,SF,1,P,OH,440,12.0,FRM,799.0,2.0,N
12906258,860579506851,0,C,"WELLS FARGO BANK, N.A.",4.0,181000,360,12/2014,02/2015,26,26,1,25.0,789.0,N,R,SF,1,P,CA,951,,FRM,,,N
11040442,750671039844,0,C,"CITIMORTGAGE, INC.",3.375,95000,180,11/2014,01/2015,80,80,2,40.0,782.0,Y,P,CO,1,P,MA,10,,FRM,774.0,,N
10951690,745291915570,0,R,FREEDOM MORTGAGE CORP.,4.25,185000,360,01/2015,03/2015,74,74,2,25.0,787.0,N,C,SF,1,P,CA,923,,FRM,797.0,,N
12543779,839519921273,0,B,FRANKLIN AMERICAN MORTGAGE COMPANY,4.375,269000,360,01/2015,03/2015,85,85,2,42.0,769.0,N,C,CO,1,P,CA,906,12.0,FRM,662.0,1.0,N
3036944,280114713175,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,417000,360,12/2014,02/2015,44,44,1,37.0,793.0,N,C,SF,1,P,TX,787,,FRM,,,N
3859647,328404523149,0,C,"FLAGSTAR BANK, FSB",4.25,142000,360,12/2014,02/2015,84,89,1,43.0,768.0,N,R,PU,1,P,MT,599,12.0,FRM,,1.0,N
9150408,639695014662,0,C,"FLAGSTAR BANK, FSB",3.5,464000,180,12/2014,02/2015,53,53,2,29.0,772.0,N,P,CP,1,P,NY,100,,FRM,770.0,,N
5938010,451700170702,0,B,"FLAGSTAR BANK, FSB",3.75,230000,360,03/2015,04/2015,49,49,1,30.0,776.0,N,C,CP,1,P,NY,112,,FRM,,,N
14197478,936191866210,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,396000,360,11/2014,01/2015,80,80,1,38.0,789.0,N,C,SF,1,P,IL,600,,FRM,,,N
5641443,434014735644,0,R,QUICKEN LOANS INC.,4.25,160000,360,12/2014,02/2015,80,80,1,32.0,694.0,N,P,SF,1,P,NC,281,,FRM,,,Y
410939,124692372881,0,C,"CITIMORTGAGE, INC.",4.125,516000,360,11/2014,01/2015,80,80,2,43.0,736.0,N,R,SF,1,P,CA,906,,FRM,729.0,,N
6410997,479669369813,0,B,OTHER,4.125,116000,360,01/2015,03/2015,75,75,1,23.0,798.0,N,P,SF,1,I,GA,300,,FRM,,,N
14280922,940855781768,0,R,OTHER,2.875,175000,180,03/2015,05/2015,49,49,2,23.0,807.0,N,R,PU,1,P,AZ,863,,FRM,724.0,,N
8295631,589689448091,0,B,"FLAGSTAR BANK, FSB",4.178,235000,360,12/2014,02/2015,79,79,1,45.0,785.0,N,C,SF,1,P,MI,480,,FRM,,,N
565751,133970314318,0,R,OTHER,3.375,390000,240,02/2015,04/2015,71,71,1,35.0,758.0,N,R,SF,1,P,WA,980,,FRM,,,N
4028083,338291603541,0,C,SUNTRUST MORTGAGE INC.,3.875,299000,240,12/2014,02/2015,79,79,1,37.0,712.0,N,R,PU,1,P,VA,201,,FRM,,,N
3553036,310174180202,0,R,QUICKEN LOANS INC.,4.75,109000,348,02/2015,04/2015,71,71,2,44.0,678.0,N,R,SF,1,P,MI,483,,FRM,696.0,,N
6222799,468376564939,0,R,OTHER,5.0,60000,360,02/2015,04/2015,80,80,1,35.0,638.0,N,P,CO,1,P,CO,800,,FRM,,,N
11591106,783317399441,0,C,FREEDOM MORTGAGE CORP.,3.375,113000,180,11/2014,01/2015,76,76,2,33.0,721.0,N,R,SF,1,P,MN,551,,FRM,769.0,,N
5841489,445942276717,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.5,175000,180,12/2014,02/2015,59,59,1,33.0,783.0,N,P,PU,1,P,CO,805,,FRM,,,N
14899315,977730036449,0,C,OTHER,4.25,87000,360,11/2014,01/2015,97,100,1,25.0,730.0,Y,P,SF,1,P,AL,357,18.0,FRM,,2.0,N
9338650,650557395669,0,R,OTHER,3.375,183000,180,01/2015,03/2015,49,49,2,27.0,649.0,N,C,SF,1,P,OH,432,,FRM,658.0,,N
14753179,969165062541,0,C,"WELLS FARGO BANK, N.A.",4.375,108000,360,12/2014,02/2015,90,90,1,40.0,696.0,N,P,SF,1,P,IN,465,25.0,FRM,,1.0,N
14966494,981701717163,X,C,OTHER,4.125,252000,360,01/2015,03/2015,67,67,2,30.0,774.0,N,R,SF,1,P,NJ,77,,FRM,754.0,,N
13914112,919505108635,0,R,QUICKEN LOANS INC.,3.99,171000,360,02/2015,04/2015,79,79,1,14.0,759.0,N,R,CO,1,P,MI,480,,FRM,,,N
11902357,801433973456,0,R,QUICKEN LOANS INC.,4.25,247000,360,12/2014,02/2015,92,92,2,41.0,738.0,N,P,PU,1,P,AZ,852,30.0,FRM,705.0,1.0,Y
3304865,295945613578,0,C,OTHER,3.75,381000,360,02/2015,04/2015,87,87,1,43.0,741.0,N,R,SF,1,P,MO,631,30.0,FRM,,2.0,N
14008850,925150022539,0,C,"WELLS FARGO BANK, N.A.",4.625,187000,360,12/2014,02/2015,80,80,2,27.0,677.0,N,P,SF,1,P,CA,922,,FRM,701.0,,N
8514115,602698706659,0,B,OTHER,3.625,278000,360,01/2015,03/2015,74,74,2,30.0,787.0,N,R,SF,1,P,CA,913,,FRM,772.0,,N
10847263,739126365047,0,R,QUICKEN LOANS INC.,3.99,204000,360,02/2015,03/2015,43,43,2,45.0,805.0,N,C,SF,1,P,KS,660,,FRM,804.0,,N
14128207,932060764809,0,C,OTHER,4.375,185000,360,11/2014,01/2015,95,99,2,35.0,702.0,Y,P,SF,1,P,IL,606,16.0,FRM,736.0,1.0,N
6747671,499382157098,0,R,"WELLS FARGO BANK, N.A.",4.0,55000,180,12/2014,02/2015,85,85,1,32.0,659.0,N,P,MH,1,S,FL,323,12.0,FRM,,1.0,N
1172714,169647682658,0,R,OTHER,5.125,230000,360,01/2015,03/2015,96,96,1,37.0,628.0,Y,P,SF,1,P,MA,18,18.0,FRM,,1.0,N
12657738,846255178784,0,C,DITECH FINANCIAL LLC,4.625,128000,360,11/2014,01/2015,95,95,2,29.0,666.0,Y,P,CO,1,P,AZ,852,30.0,FRM,761.0,1.0,N
15237117,997749395865,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,3.625,296000,360,02/2015,04/2015,83,83,1,31.0,763.0,N,R,SF,1,P,TN,372,12.0,FRM,,1.0,N
13805018,913104243986,0,R,OTHER,3.875,417000,360,02/2015,04/2015,77,87,2,44.0,761.0,N,R,SF,1,P,AZ,852,,FRM,761.0,,N
9253213,645546484127,0,C,OTHER,3.875,130000,360,01/2015,03/2015,72,72,1,27.0,765.0,N,R,SF,1,P,IA,502,,FRM,,,N
6533393,486825927566,0,R,OTHER,4.0,75000,360,09/2014,11/2014,47,47,2,34.0,794.0,Y,P,SF,1,P,MA,14,,FRM,700.0,,N
13889955,918197636865,0,C,"WELLS FARGO BANK, N.A.",4.625,97000,360,10/2014,12/2014,68,68,2,19.0,681.0,N,C,PU,1,P,AZ,853,,FRM,682.0,,N
9287372,647530814390,0,B,"STEARNS LENDING, LLC",3.5,155000,360,03/2015,05/2015,50,50,2,25.0,802.0,N,P,PU,1,P,UT,847,,FRM,799.0,,N
2327156,238380532493,0,R,OTHER,3.0,144000,180,02/2015,04/2015,30,30,2,23.0,761.0,N,C,SF,1,P,TX,791,,FRM,791.0,,N
2941225,274597971943,0,R,"WELLS FARGO BANK, N.A.",3.875,215000,360,01/2015,03/2015,95,95,2,27.0,806.0,N,P,SF,1,P,IA,500,30.0,FRM,772.0,1.0,N
202514,112372809862,0,R,OTHER,3.75,188000,360,02/2015,04/2015,75,75,2,27.0,706.0,N,C,SF,1,P,CA,958,,FRM,708.0,,N
13322630,884832215803,0,R,OTHER,3.875,274000,360,03/2015,05/2015,80,80,2,32.0,780.0,N,C,SF,1,P,WY,820,,FRM,784.0,,N
12978419,864785267413,0,R,OTHER,3.0,282000,180,02/2015,04/2015,71,71,2,19.0,747.0,N,R,SF,1,P,MD,210,,FRM,811.0,,N
5125302,403437155252,0,R,OTHER,4.5,216000,360,12/2014,02/2015,95,95,2,25.0,675.0,Y,P,PU,1,P,SC,296,30.0,FRM,663.0,1.0,N
4167775,346620901355,0,R,OTHER,4.25,75000,360,01/2015,03/2015,24,24,1,23.0,740.0,N,C,PU,1,P,FL,330,,FRM,,,N
2451555,245635874818,0,R,OTHER,4.5,175000,360,01/2015,03/2015,68,90,1,43.0,710.0,N,R,SF,1,P,CA,922,,FRM,,,N
3016153,278897542327,0,R,OTHER,4.125,416000,360,12/2014,02/2015,95,95,1,27.0,778.0,N,P,PU,1,P,AL,352,30.0,FRM,,1.0,N
4582803,371317568324,0,R,OTHER,4.25,360000,360,01/2015,03/2015,80,80,1,44.0,811.0,N,R,SF,1,P,CA,921,,FRM,,,N
14336749,944271323549,0,R,QUICKEN LOANS INC.,4.125,85000,180,01/2015,04/2015,38,38,2,40.0,777.0,N,C,PU,1,P,TX,773,,FRM,732.0,,N
13757486,910450064640,0,R,OTHER,3.0,174000,180,03/2015,05/2015,80,80,2,30.0,672.0,N,R,SF,1,P,IA,524,,FRM,686.0,,N
12450304,834201877548,0,R,QUICKEN LOANS INC.,4.875,157000,360,02/2015,04/2015,95,95,1,43.0,748.0,N,R,PU,1,P,MO,631,30.0,FRM,,2.0,N
3538923,309332093638,0,C,OTHER,3.625,237000,360,02/2015,04/2015,91,91,1,45.0,752.0,N,P,PU,1,P,TX,761,30.0,FRM,,1.0,N
750385,144733391190,0,C,OTHER,4.875,74000,360,01/2015,03/2015,95,95,1,27.0,717.0,Y,P,SF,1,P,NC,279,30.0,FRM,,1.0,N
7506458,544097585866,0,R,"WELLS FARGO BANK, N.A.",4.875,61000,360,11/2014,01/2015,80,80,1,20.0,758.0,N,P,PU,1,I,NJ,80,,FRM,,,N
11714919,790458321896,0,C,OTHER,4.375,327000,360,01/2015,03/2015,85,85,1,40.0,703.0,N,R,SF,1,P,UT,847,12.0,FRM,,1.0,N
9516536,660951477375,0,R,OTHER,3.0,302000,180,11/2014,01/2015,70,70,1,41.0,762.0,N,C,PU,1,P,MS,391,,FRM,,,N
10585065,723817243156,0,C,"FLAGSTAR BANK, FSB",4.5,330000,360,12/2014,02/2015,73,73,1,45.0,696.0,N,C,PU,1,P,NV,891,,FRM,,,N
10602711,724813712660,0,R,OTHER,4.0,105000,360,01/2015,03/2015,95,95,1,39.0,781.0,N,P,SF,1,P,OH,434,30.0,FRM,,1.0,N
3392467,300941354336,0,C,OTHER,2.875,350000,180,03/2015,05/2015,64,64,2,18.0,811.0,N,P,SF,1,P,ND,582,,FRM,811.0,,N
7004297,514690980052,0,R,OTHER,3.875,60000,360,01/2015,03/2015,64,64,1,42.0,802.0,N,P,SF,1,S,NC,287,,FRM,,,N
3528337,308745959548,0,C,OTHER,3.375,250000,240,02/2015,05/2015,77,77,1,20.0,802.0,N,R,SF,1,P,OR,972,,FRM,,,N
165329,110063217316,0,C,DITECH FINANCIAL LLC,4.25,62000,360,12/2014,02/2015,95,95,2,30.0,754.2533563201526,Y,P,SF,1,P,FL,346,30.0,FRM,804.0,1.0,N
11542462,780495297152,0,R,OTHER,4.0,190000,360,11/2014,01/2015,60,60,1,33.0,774.0,N,C,SF,1,P,FL,322,,FRM,,,N
15264131,999325482670,0,B,OTHER,4.0,285000,360,02/2015,04/2015,75,75,1,25.0,792.0,N,C,SF,1,I,CA,917,,FRM,,,N
1782641,205814157331,0,C,OTHER,4.5,95000,360,01/2015,03/2015,88,88,1,32.0,802.0,N,R,CO,1,P,IL,600,25.0,FRM,,1.0,N
11302150,766272611223,0,R,OTHER,3.875,134000,360,02/2015,04/2015,63,63,2,37.0,771.0,N,C,SF,1,P,CA,923,,FRM,745.0,,N
9586345,665159750731,0,R,"WELLS FARGO BANK, N.A.",4.25,91000,360,11/2014,01/2015,75,75,2,18.0,789.0,N,P,PU,1,I,TX,761,,FRM,785.0,,N
8968637,628964055699,0,B,OTHER,3.25,408000,240,02/2015,04/2015,64,64,1,29.0,809.0,N,R,PU,1,P,CA,951,,FRM,,,N
9111044,637301668425,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,3.25,195000,180,12/2014,02/2015,66,66,2,16.0,794.0,N,R,SF,1,P,LA,710,,FRM,790.0,,N
12692023,848260820334,0,C,"WELLS FARGO BANK, N.A.",4.5,243000,360,12/2014,02/2015,90,90,2,25.0,681.0,Y,P,PU,1,P,DE,198,25.0,FRM,698.0,1.0,N
5532116,427613155378,0,R,"WELLS FARGO BANK, N.A.",4.25,259000,360,12/2014,02/2015,85,85,1,41.0,795.0,N,C,SF,1,P,NY,115,12.0,FRM,,1.0,N
14320410,943272482281,0,R,OTHER,3.125,190000,180,01/2015,04/2015,76,76,2,43.0,768.0,N,R,SF,1,P,OH,450,,FRM,797.0,,N
11745800,792243702372,0,R,OTHER,4.125,328000,360,03/2015,05/2015,80,80,1,45.0,668.0,N,R,SF,1,P,CA,930,,FRM,,,N
4171302,346846927462,0,R,"WELLS FARGO BANK, N.A.",3.625,275000,360,02/2015,04/2015,56,56,1,23.0,654.0,N,P,PU,1,P,VA,231,,FRM,,,Y
8447106,598798682047,0,B,"CITIMORTGAGE, INC.",4.625,63000,360,01/2015,03/2015,90,90,1,32.0,784.0,Y,P,CP,1,P,NY,105,25.0,FRM,,1.0,N
13039530,868406069378,0,R,OTHER,4.25,225000,360,12/2014,02/2015,89,89,2,43.0,772.0,N,P,SF,1,P,MN,560,25.0,FRM,805.0,1.0,Y
3599182,313088902879,0,R,QUICKEN LOANS INC.,4.25,120000,180,12/2014,02/2015,80,80,2,29.0,707.0,N,C,SF,1,P,TX,761,,FRM,729.0,,N
14094216,930088390994,0,R,"WELLS FARGO BANK, N.A.",3.75,244000,360,02/2015,04/2015,80,80,2,26.0,790.0,N,P,SF,1,P,WV,261,,FRM,783.0,,N
7805874,561243649899,0,R,OTHER,3.75,170000,360,03/2015,05/2015,73,73,2,12.0,824.0,N,R,SF,1,P,CA,958,,FRM,811.0,,N
8914760,625730196055,0,R,OTHER,3.625,151000,240,01/2015,03/2015,69,69,2,34.0,796.0,N,R,SF,1,P,CO,805,,FRM,782.0,,N
13798365,912688471416,0,R,OTHER,3.875,359000,360,03/2015,05/2015,85,85,2,24.0,746.0,N,R,PU,1,P,TN,370,12.0,FRM,739.0,1.0,N
4646330,375000456561,0,C,"WELLS FARGO BANK, N.A.",4.0,70000,360,01/2015,03/2015,23,23,1,27.0,818.0,N,P,PU,1,S,DE,197,,FRM,,,N
13881135,917694940773,0,C,"WELLS FARGO BANK, N.A.",3.875,105000,360,12/2014,02/2015,92,92,1,30.0,793.0,N,P,SF,1,P,NC,286,30.0,FRM,,1.0,N
8330165,591812523543,0,C,OTHER,4.25,124000,360,12/2014,02/2015,68,68,2,32.0,806.0,N,P,SF,1,I,CO,800,,FRM,753.0,,N
5451982,422852297048,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",2.875,269000,180,11/2014,01/2015,80,80,1,23.0,788.0,Y,P,SF,1,P,WI,530,,FRM,,,N
12809480,855013732376,0,C,"FLAGSTAR BANK, FSB",3.99,270000,360,02/2015,04/2015,80,80,2,38.0,713.0,Y,P,PU,1,P,AZ,852,,FRM,718.0,,N
4850746,387159367466,0,B,OTHER,3.0,163000,180,01/2015,03/2015,82,82,2,22.0,793.0,N,R,PU,1,P,GA,317,6.0,FRM,778.0,1.0,N
4865720,388070505049,0,R,OTHER,4.0,162000,360,03/2015,05/2015,95,95,1,33.0,800.0,Y,P,SF,1,P,NJ,80,30.0,FRM,,1.0,N
7285237,531343903064,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.375,230000,360,12/2014,02/2015,55,55,1,39.0,795.0,N,C,SF,3,P,CA,900,,FRM,,,N
10241605,703592456530,0,R,OTHER,3.75,195000,360,02/2015,05/2015,95,95,1,41.0,775.0,N,R,PU,1,P,WA,983,30.0,FRM,,1.0,N
424969,125501258573,0,R,OTHER,4.625,154000,360,12/2014,02/2015,80,80,2,40.0,790.0,N,P,SF,1,I,OR,970,,FRM,795.0,,N
1155392,168533754952,0,C,"WELLS FARGO BANK, N.A.",4.25,211000,360,12/2014,02/2015,90,90,2,39.0,782.0,N,R,PU,1,P,IN,463,25.0,FRM,759.0,1.0,N
2129330,226599544383,0,R,OTHER,2.75,100000,120,02/2015,04/2015,32,32,2,22.0,796.0,N,C,PU,1,P,IL,610,,FRM,808.0,,N
779086,146329555397,0,R,"NATIONSTAR MORTGAGE, LLC",4.375,110000,360,03/2015,05/2015,63,63,1,43.0,676.0,N,R,SF,1,P,WY,820,,FRM,,,N
4103531,342723978533,0,R,"WELLS FARGO BANK, N.A.",3.875,195000,360,01/2015,03/2015,80,80,1,42.0,754.0,Y,P,SF,1,P,FL,330,,FRM,,,N
402065,124179021920,0,C,IMPAC MORTGAGE CORP.,4.625,390000,360,01/2015,03/2015,80,80,1,39.0,675.0,N,C,PU,1,P,CA,928,,FRM,,,N
4093032,342098853281,0,R,OTHER,4.125,179000,360,02/2015,04/2015,86,86,1,27.0,699.0,N,R,SF,1,P,MA,27,25.0,FRM,,1.0,N
5605948,431860817764,0,C,"WELLS FARGO BANK, N.A.",4.5,119000,360,01/2015,03/2015,90,90,2,36.0,812.0,N,P,SF,1,S,FL,339,25.0,FRM,817.0,1.0,N
9109617,637212572935,0,C,"WELLS FARGO BANK, N.A.",3.5,91000,180,02/2015,04/2015,70,70,2,41.0,688.0,N,R,SF,1,P,PA,152,,FRM,731.0,,N
2658069,257856171393,0,C,SUNTRUST MORTGAGE INC.,3.75,309000,360,12/2014,02/2015,80,80,2,40.0,804.0,Y,P,SF,1,P,KS,665,,FRM,813.0,,N
7334950,534067523215,0,C,"WELLS FARGO BANK, N.A.",4.375,416000,360,11/2014,01/2015,80,80,1,3.0,763.0,N,P,SF,1,P,TX,773,,FRM,,,N
7020109,515643599679,0,R,OTHER,4.0,86000,240,10/2014,12/2014,75,75,1,45.0,760.0,Y,P,SF,1,P,OH,442,,FRM,,,N
2754089,263591650040,0,C,OTHER,3.75,218000,360,03/2015,05/2015,75,75,2,19.0,715.0,N,R,PU,1,P,PA,151,,FRM,788.0,,N
14092694,930009700168,0,R,"WELLS FARGO BANK, N.A.",3.875,243000,300,01/2015,03/2015,76,76,2,18.0,792.0,N,R,SF,1,P,MN,554,,FRM,755.0,,N
12697073,848569852227,0,R,OTHER,3.125,188000,180,01/2015,03/2015,77,77,2,26.0,817.0,N,R,SF,1,P,WI,531,,FRM,788.0,,N
6313193,473818358214,0,R,OTHER,3.5,205000,240,02/2015,04/2015,59,59,2,13.0,809.0,N,R,PU,1,P,ID,836,,FRM,813.0,,N
6396528,478812920296,0,R,QUICKEN LOANS INC.,3.875,612000,240,01/2015,04/2015,50,63,1,37.0,782.0,N,R,CO,1,P,NY,100,,FRM,,,N
4376598,359280217819,0,R,OTHER,4.375,234000,360,12/2014,02/2015,90,90,1,43.0,726.0,N,P,PU,1,P,SC,299,25.0,FRM,,1.0,N
3039951,280284287437,0,R,OTHER,4.125,260000,360,12/2014,02/2015,95,95,1,39.0,785.0,Y,P,PU,1,P,TX,787,30.0,FRM,,1.0,N
10300554,706955337508,0,R,QUICKEN LOANS INC.,4.25,122000,360,12/2014,02/2015,87,87,1,20.0,762.0,Y,P,PU,1,P,NC,276,25.0,FRM,,2.0,N
7141154,522815624486,0,R,OTHER,3.375,222000,180,12/2014,02/2015,80,80,2,22.0,676.0,N,C,SF,1,P,MO,630,,FRM,692.0,,N
3155216,287053280161,0,R,OTHER,3.6,93000,360,02/2015,04/2015,93,93,1,15.0,770.0,N,R,SF,1,P,WI,541,30.0,FRM,,1.0,N
13321935,884791601357,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,215000,300,01/2015,03/2015,83,83,1,45.0,808.0,N,R,SF,1,P,NJ,88,12.0,FRM,,1.0,N
355163,121394860374,0,C,"WELLS FARGO BANK, N.A.",3.75,519000,360,01/2015,03/2015,46,46,2,33.0,786.0,N,R,PU,1,P,CA,928,,FRM,784.0,,N
2648210,257262152209,0,R,OTHER,3.875,171000,360,02/2015,04/2015,95,95,1,23.0,695.0,Y,P,SF,1,P,NJ,80,30.0,FRM,,1.0,N
14647862,962875810627,0,C,PENNYMAC CORP.,4.25,417000,360,12/2014,02/2015,78,78,2,41.0,792.0,N,C,PU,1,P,AZ,863,,FRM,803.0,,N
1213557,172042487626,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.0,83000,360,12/2014,02/2015,86,86,1,21.0,765.0,N,R,SF,1,P,CO,812,25.0,FRM,,1.0,N
8322028,591337292076,0,R,QUICKEN LOANS INC.,4.25,447000,360,03/2015,04/2015,68,85,1,21.0,683.0,N,R,PU,1,P,CA,930,,FRM,,,N
2518728,249617756747,0,R,OTHER,4.25,217000,360,01/2015,03/2015,95,95,2,34.0,802.0,Y,P,SF,1,P,WA,993,30.0,FRM,795.0,2.0,N
6246031,469788942510,0,R,OTHER,4.125,59000,180,01/2015,03/2015,80,80,1,41.0,714.0,N,P,SF,1,I,SC,296,,FRM,,,N
