loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
15000,15000,15000,36 months,8.81%,475.68,A,A5,payables clerk,10+ years,OWN,47000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,760xx,TX,39.5,0,Sep-2005,0,,,10,0,15852,33.5%,21,w,13521.6,13521.6,1895.38,1895.38,1478.4,416.98,0,0,0,Jul-2019,475.68,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,40497,0,3,0,2,17,24645,54,0,1,6924,44,47300,1,1,0,3,4050,26482,35.9,0,0,153,162,18,17,0,18,,17,,0,6,7,6,7,13,7,8,7,10,0,0,0,0,100,0,0,0,92802,40497,41300,45502,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,8.19%,314.25,A,A4,Shop supervisor,10+ years,MORTGAGE,96000,Not Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,882xx,NM,21.73,0,Apr-2008,0,26,,13,0,4257,30.2%,23,w,8753.1,8753.1,1566.7,1566.7,1246.9,319.8,0,0,0,Jul-2019,314.25,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,140562,1,5,1,3,1,45490,59,0,2,3676,50,14100,0,4,0,5,10812,1663,70.3,0,0,130,73,16,1,1,20,,,26,0,3,4,3,4,12,7,10,4,13,0,0,0,1,95.7,33.3,0,0,195714,49747,5600,76512,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
14000,14000,14000,60 months,13.90%,325.04,C,C1,Buying Agent,5 years,MORTGAGE,45500,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,370xx,TN,34.45,0,May-1993,2,41,,8,0,41831,45.5%,24,w,13337.1,13337.1,1289.35,1289.35,662.9,626.45,0,0,0,Jul-2019,325.04,Aug-2019,Jul-2019,0,65,1,Individual,,,,0,0,80056,1,2,1,2,5,38225,83,0,2,4200,73,55600,2,0,2,4,11437,600,87.5,0,0,126,310,20,5,2,24,65,5,65,1,1,3,1,4,11,6,11,3,8,0,0,0,1,75,100,0,0,101918,80056,4800,46318,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,6.46%,459.47,A,A1,Strategic Accounts Manager,7 years,MORTGAGE,120000,Not Verified,Mar-2019,Current,n,,,other,Other,958xx,CA,17.62,0,Jul-1990,0,65,,13,0,14561,18.2%,20,w,13472.84,13472.84,1827.11,1827.11,1527.16,299.95,0,0,0,Jul-2019,459.47,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,287222,1,3,0,2,20,43876,57,1,2,3889,31,79900,1,1,0,4,22094,59865,19,0,0,343,107,6,6,3,6,,17,,0,7,8,7,8,7,9,10,8,13,0,0,0,1,95,0,0,0,400886,58437,73900,73325,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9600,9600,9600,36 months,8.19%,301.68,A,A4,Store Manager,10+ years,RENT,60000,Not Verified,Mar-2019,Current,n,,,other,Other,130xx,NY,13.3,0,Aug-1994,0,,,15,0,8647,21.4%,29,f,5026.81,5026.81,4802.35,4802.35,4573.19,229.16,0,0,0,Jul-2019,301.68,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,25098,1,2,2,4,8,16451,53,2,4,5462,35,40400,1,0,1,8,1673,24808,24.8,0,0,295,222,4,4,0,4,,9,,0,6,7,8,9,13,13,16,7,15,0,0,0,4,100,25,0,0,71651,25098,33000,31251,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9600,9600,9600,36 months,11.02%,314.39,B,B2,Manager ,10+ years,MORTGAGE,55798,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,973xx,OR,8.95,0,Nov-2004,0,,103,12,1,18917,29.7%,18,w,8682.54,8682.54,1245.81,1245.81,917.46,328.35,0,0,0,Jul-2019,314.39,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,197891,4,0,0,0,29,0,,3,4,11378,30,63800,1,4,1,5,16491,30231,36.5,0,0,140,172,2,2,1,4,,7,,0,4,6,4,4,6,11,11,6,12,0,0,0,4,100,25,1,0,243800,18917,47600,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3000,3000,3000,36 months,10.72%,97.82,B,B2,,n/a,RENT,33000,Not Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,430xx,OH,3.96,0,Dec-1980,1,50,30,6,1,1576,29.2%,33,w,2638.5,2638.5,487.31,487.31,361.5,125.81,0,0,0,Jul-2019,97.82,Aug-2019,Jul-2019,0,50,1,Individual,,,,0,0,90620,4,0,0,0,99,0,,4,4,909,29,5400,0,1,1,4,15103,591,60.6,0,0,127,458,1,1,4,26,,3,,2,1,4,1,6,2,5,27,4,6,0,0,0,4,93.5,0,1,0,99700,1576,1500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
11000,11000,11000,36 months,8.81%,348.83,A,A5,Administrative Coordinator,10+ years,RENT,87667,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,16.96,0,Jun-1976,0,48,,12,0,6736,25.8%,22,f,9935.8,9935.8,1384.55,1384.55,1064.2,320.35,0,0,0,Jul-2019,348.83,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,40816,1,3,0,3,15,34080,79,1,2,5937,59,26100,1,0,0,5,3711,12282,33.6,0,0,106,191,6,6,0,13,,15,48,0,2,6,3,4,6,8,15,6,12,0,0,0,1,90.9,0,0,0,69491,40816,18500,43391,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8000,8000,8000,36 months,8.19%,251.4,A,A4,Secretary to the Superintendent,1 year,RENT,50000,Not Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,453xx,OH,32.93,0,Oct-1994,0,39,,9,0,9788,36.3%,22,w,7002.48,7002.48,1253.36,1253.36,997.52,255.84,0,0,0,Jul-2019,251.4,Aug-2019,Jul-2019,0,,1,Individual,,,,0,762,61954,0,5,0,0,27,52166,79,0,0,8661,67,27000,0,0,0,0,6884,14076,39.6,0,0,83,292,51,27,2,51,,,39,0,2,3,3,4,8,4,12,3,9,0,0,0,0,95.5,0,0,0,93114,61954,23300,66114,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
14325,14325,14325,36 months,8.81%,454.27,A,A5,Teacher,10+ years,MORTGAGE,125000,Not Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,547xx,WI,26.1,0,Aug-1996,1,,,28,0,47040,64%,61,w,12553.68,12553.68,2264.34,2264.34,1771.32,493.02,0,0,0,Jul-2019,454.27,Aug-2019,Jul-2019,0,,1,Joint App,191500,19.34,Not Verified,0,0,238484,3,9,3,5,3,68099,85,1,5,12420,76,73500,1,21,6,11,8517,14895,64.5,0,0,270,212,4,3,4,15,,3,,0,8,13,9,13,32,16,24,13,28,0,0,0,5,100,22.2,0,0,291956,120787,42000,79884,78123,Sep-2001,1,4,16,62.8,2,20,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000,60 months,17.97%,1015.09,D,D1,,n/a,RENT,6000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,958xx,CA,197,0,Aug-1989,0,,,4,0,27174,66%,5,w,38297.88,38297.88,3980.49,3980.49,1702.12,2278.37,0,0,0,Jul-2019,1015.09,Aug-2019,Jul-2019,0,,1,Joint App,104000,16.38,Verified,0,0,326030,0,0,0,0,,0,,0,0,16450,66,41200,0,0,0,2,81508,13826,66.3,0,0,,355,304,19,2,304,,19,,0,2,2,2,2,0,3,3,2,4,0,0,0,0,100,50,0,0,351700,27174,41000,0,43249,Aug-1989,0,2,10,65.7,0,10,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,60 months,10.33%,214.1,B,B1,,n/a,MORTGAGE,31200,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,320xx,FL,28.04,0,Nov-1991,0,,,9,0,4394,23.1%,28,w,9348.8,9348.8,1064.76,1064.76,651.2,413.56,0,0,0,Jul-2019,214.1,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,60661,1,3,2,2,4,21990,67,0,0,2091,51,19000,1,5,1,2,6740,1509,58.1,0,0,327,89,49,4,1,81,,8,,0,1,4,1,2,19,5,8,4,9,0,0,0,2,100,0,0,0,98107,26384,3600,32707,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
16000,16000,16000,36 months,7.02%,494.18,A,A2,RN,3 years,MORTGAGE,135000,Source Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,657xx,MO,8.98,1,Feb-2003,0,15,,4,0,0,0%,12,w,13973.53,13973.53,2492.74,2492.74,2026.47,466.27,0,0,0,Jul-2019,494.18,Aug-2019,Jul-2019,0,15,1,Joint App,270000,8.2,Source Verified,0,0,36855,0,2,0,0,27,36855,65,0,0,0,56,9200,0,0,0,0,9214,9200,0,0,0,161,192,69,27,2,192,,21,,1,0,0,1,1,8,1,2,0,4,0,0,1,0,91.7,0,0,0,66106,36855,9200,56906,16224,Sep-1994,0,1,5,63.2,2,6,0,0,39,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,6.46%,459.47,A,A1,Estimator,10+ years,MORTGAGE,130000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,10.76,0,Oct-1989,1,,105,11,1,16364,27.4%,17,w,13513.87,13513.87,1832.5,1832.5,1486.13,346.37,0,0,0,Jul-2019,459.47,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,192728,2,1,0,1,23,34475,,4,5,6081,27,59700,0,0,2,6,17521,33277,21.5,0,0,76,353,3,3,2,3,,3,,0,5,6,6,6,3,8,12,6,11,0,0,0,4,100,0,1,0,284721,50839,42400,49644,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000,60 months,14.74%,473.08,C,C2,Director of Admissions,10+ years,MORTGAGE,79560,Source Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,390xx,MS,9.97,1,Jun-2005,0,14,,15,0,16428,34.7%,31,w,18729.18,18729.18,2432.64,2432.64,1270.82,1161.82,0,0,0,Jul-2019,473.08,Aug-2019,Jul-2019,0,,1,Individual,,,,0,60,379742,0,5,2,2,7,172144,119,0,1,4535,79,47400,0,0,0,3,25316,9770,49.6,0,0,164,93,20,7,3,62,,14,,0,4,9,4,4,18,9,10,9,15,0,0,0,2,95.8,0,0,0,398635,188572,19400,147256,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,36 months,10.33%,389.07,B,B1,HVAC-R Technician,2 years,RENT,63000,Source Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,787xx,TX,7.85,0,Dec-2006,0,56,,9,0,12534,41.2%,25,w,10546.34,10546.34,1931.58,1931.58,1453.66,477.92,0,0,0,Jul-2019,389.07,Aug-2019,Jul-2019,0,,1,Joint App,105700,11.05,,0,0,12534,0,0,0,1,19,0,,0,2,2493,41,30400,3,2,1,3,1393,4918,34.4,0,0,111,146,15,15,1,22,56,4,56,0,2,8,2,3,9,9,15,8,9,0,0,0,0,92,50,0,0,30400,12534,7500,0,24254,Jan-2010,0,0,8,90.2,1,9,0,1,,N,,,,,,,,,,,,,,,N,,,,,,
4000,4000,4000,36 months,11.80%,132.48,B,B4,Treasurer,1 year,OWN,56000,Not Verified,Feb-2019,Current,n,,,car,Car financing,243xx,VA,5.08,0,Sep-1991,0,,,8,0,3642,12.4%,22,w,3525.02,3525.02,657.16,657.16,474.98,182.18,0,0,0,Jul-2019,132.48,Aug-2019,Jul-2019,0,,1,Individual,,,,0,1649,6325,3,1,0,1,15,2683,67,3,4,2896,19,29400,1,0,0,5,791,20583,12.8,0,0,15,329,1,1,1,1,,15,,0,2,3,5,14,1,7,20,3,8,0,0,0,3,100,20,0,0,33400,6325,23600,4000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
6000,6000,6000,36 months,7.56%,186.81,A,A3,Sales Consultant,< 1 year,OWN,72000,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,933xx,CA,13.53,0,Feb-2014,1,,,10,0,8243,44.6%,13,w,5398.3,5398.3,744.72,744.72,601.7,143.02,0,0,0,Jul-2019,186.81,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,21797,1,3,2,2,7,13554,43,2,3,4901,44,18500,0,0,1,5,2180,99,98,0,0,48,61,2,2,0,61,,2,,0,1,4,1,2,4,7,9,4,10,0,0,0,4,100,100,0,0,49952,21797,5000,31452,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000,60 months,17.97%,888.2,D,D1,Registered Nurse,10+ years,OWN,90000,Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,16.08,0,Jun-2001,0,24,,8,0,5038,36.5%,40,w,33511.6,33511.6,3482.92,3482.92,1488.4,1994.52,0,0,0,Jul-2019,888.2,Aug-2019,Jul-2019,0,52,1,Individual,,,,0,113,449573,1,2,2,2,6,118175,92,3,3,2762,67,13800,4,0,6,5,56197,2238,55.2,0,0,149,213,8,6,2,8,52,6,24,2,1,2,1,4,25,5,13,2,8,0,0,0,5,87.5,0,0,0,492442,123213,5000,118142,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10500,10500,10500,60 months,15.02%,249.91,C,C3,Branch manager III,7 years,MORTGAGE,75000,Not Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,641xx,MO,18.9,0,May-2007,1,,,5,0,18571,95.2%,11,w,9892.56,9892.56,1227.65,1227.65,607.44,620.21,0,0,0,Jul-2019,249.91,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,40010,1,1,0,0,32,21439,,0,0,5698,95,19500,1,1,2,1,8002,0,102.1,0,0,141,116,64,2,2,64,,4,,0,2,4,2,4,3,4,6,4,5,0,0,0,1,100,100,0,0,55193,40010,10300,35693,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
2500,2500,2250,36 months,12.98%,84.22,B,B5,,< 1 year,MORTGAGE,120000,Source Verified,Feb-2019,Current,n,,,other,Other,190xx,PA,11.75,0,Sep-2005,0,,,14,0,35709,79.9%,16,f,2207.86,1987.07,419.3,377.37,292.14,127.16,0,0,0,Jul-2019,84.22,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,291739,1,1,0,0,35,181,12,1,1,6287,78,44700,0,0,0,1,20839,6246,79.7,0,0,35,161,2,2,2,2,,,,0,7,12,7,7,1,12,13,12,14,0,0,0,1,100,71.4,0,0,314644,35890,30700,1500,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
11500,11500,11500,36 months,6.46%,352.26,A,A1,Nurse,10+ years,MORTGAGE,55000,Not Verified,Mar-2019,Fully Paid,n,,,credit_card,Credit card refinancing,447xx,OH,12.24,0,Oct-2003,0,,,8,0,4424,7.6%,28,w,0,0,11737.3853280932,11737.39,11500,237.39,0,0,0,Jul-2019,10688.86,,Jul-2019,0,,1,Individual,,,,0,0,140130,0,2,0,1,13,8072,34,1,1,2387,15,58300,1,0,0,3,17516,50454,6.9,0,0,175,185,12,12,5,89,,13,,0,3,4,3,6,8,5,14,4,8,0,0,0,1,100,0,0,0,212447,12496,54200,24097,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
22000,22000,22000,60 months,13.90%,510.77,C,C1,Sr. IT Security Admin,< 1 year,RENT,120000,Source Verified,Mar-2019,Fully Paid,n,,,medical,Medical expenses,907xx,CA,6.91,1,Mar-2002,0,9,,18,0,1154,1.4%,40,w,0,0,22828.1208447265,22828.12,22000,828.12,0,0,0,Jun-2019,21840.56,,Jun-2019,0,,1,Individual,,,,0,202,32029,1,1,1,2,9,30875,92,1,5,1154,27,83700,4,3,3,7,2002,69146,1.6,0,0,88,204,3,3,2,3,,9,,0,1,1,13,18,11,17,27,1,18,0,0,0,2,97.5,0,0,0,117198,32029,70300,33498,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000,60 months,12.98%,454.86,B,B5,Manager ,6 years,RENT,85000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,980xx,WA,23.52,0,May-2000,0,47,,7,0,20380,64.5%,21,w,18781.29,18781.29,2238.24,2238.24,1218.71,1019.53,0,0,0,Jul-2019,454.86,Aug-2019,Jul-2019,0,47,1,Individual,,,,0,0,61527,0,2,0,2,14,41147,71,1,1,15998,67,31600,3,2,0,3,8790,9936,66.1,0,0,158,225,9,9,2,9,69,14,52,4,4,5,4,9,4,5,13,5,7,0,0,0,1,81,25,0,0,84899,61527,29300,53299,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
6050,6050,6050,36 months,8.19%,190.12,A,A4,VP Sales ,5 years,OWN,380000,Verified,Feb-2019,Current,n,,,credit_card,Credit card refinancing,786xx,TX,14.89,0,Jan-2003,0,77,,8,0,27299,70.7%,26,w,5295.63,5295.63,947.85,947.85,754.37,193.48,0,0,0,Jul-2019,190.12,Aug-2019,Jul-2019,0,77,1,Individual,,,,0,0,623273,0,3,0,3,13,88932,74,0,1,17810,72,38600,5,2,0,7,77909,2847,89.9,0,0,132,193,22,13,4,22,,13,,1,2,3,2,5,11,3,11,3,8,0,0,0,0,96.2,50,0,0,701998,116231,28100,143198,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000,36 months,12.40%,334.06,B,B4,Disaster Recovery Planner,10+ years,RENT,70000,Source Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,330xx,FL,9.17,1,Jun-1999,1,16,,13,0,10695,32.8%,41,w,8822.28,8822.28,1663.41,1663.41,1177.72,485.69,0,0,0,Jul-2019,334.06,Aug-2019,Jul-2019,0,30,1,Individual,,,,0,0,10695,1,0,0,1,17,0,,1,6,4563,33,32600,2,14,1,7,823,16225,37.4,0,0,236,103,5,5,0,5,40,2,16,5,6,11,7,11,23,13,18,11,13,0,0,0,1,82.9,14.3,0,0,32600,10695,25900,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
16000,16000,16000,36 months,11.71%,529.22,B,B3,Machine Operator,4 years,RENT,55000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,11.74,0,Aug-2006,0,,,14,0,8533,31.8%,17,f,14485.67,14485.67,2106.47,2106.47,1514.33,592.14,0,0,0,Jul-2019,529.22,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,15258,1,1,0,1,15,6725,67,2,3,2267,42,26800,1,0,1,4,1090,13683,37.5,0,0,39,150,2,2,0,2,,8,,0,7,8,9,11,2,13,15,8,14,0,0,0,2,100,22.2,0,0,36800,15258,21900,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000,60 months,10.33%,856.4,B,B1,Principal Data Architect,3 years,MORTGAGE,132500,Source Verified,Feb-2019,Current,n,,,other,Other,017xx,MA,20,0,Nov-2000,1,,,24,0,12172,7.9%,40,w,37395.21,37395.21,4259.04,4259.04,2604.79,1654.25,0,0,0,Jul-2019,856.4,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,752386,2,2,2,3,5,56789,80,0,5,2405,18,154100,3,16,2,10,31349,75593,8.4,0,0,136,219,13,1,2,13,,3,,0,5,11,8,10,14,20,24,11,24,0,0,0,3,100,0,0,0,911133,68961,82500,64925,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000,36 months,6.46%,1225.24,A,A1,Project engineer,6 years,MORTGAGE,90000,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,193xx,PA,16.91,0,Aug-2008,0,,,24,0,72045,38.9%,43,w,35927.64,35927.64,4886.6,4886.6,4072.36,814.24,0,0,0,Jul-2019,1225.24,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,280099,0,7,0,0,79,10487,47,0,0,18200,40,185400,0,2,1,0,11671,100542,40.8,0,0,127,111,33,33,3,33,,0,,0,12,13,14,17,18,16,22,13,24,0,0,0,0,100,28.6,0,0,426859,82532,169900,22174,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000,60 months,8.19%,611.03,A,A4,Chief Operating Officer,7 years,MORTGAGE,155000,Source Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,180xx,PA,27.93,1,Feb-1986,1,20,,26,0,120087,46.8%,51,w,27940.68,27940.68,3041.5,3041.5,2059.32,982.18,0,0,0,Jul-2019,611.03,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,374273,4,5,3,5,4,42053,60,3,3,15776,51,200400,3,1,2,8,14971,54573,44.3,0,0,156,395,4,4,2,49,,4,20,0,9,14,11,15,17,20,32,14,26,0,0,0,6,98,0,0,0,518821,162140,98000,69909,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,60 months,25.34%,354.62,E,E3,Claims Associate,1 year,RENT,33000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,596xx,MT,26.65,0,Aug-2009,0,,,9,0,8023,48.9%,24,w,11472.07,11472.07,1756.21,1756.21,527.93,1228.28,0,0,0,Jul-2019,354.62,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,71789,0,2,0,2,17,63766,79,1,3,3922,68,16400,2,3,0,5,7977,4031,63.4,0,0,114,79,7,7,0,7,,17,,0,3,5,4,4,17,7,7,5,9,0,0,0,1,100,50,0,0,84587,71789,11000,68187,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
32000,32000,32000,60 months,14.74%,756.92,C,C2,Data Support Associate - Hospice,2 years,MORTGAGE,27000,Source Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,645xx,MO,40.43,1,Apr-2009,0,12,100,17,1,12512,27.1%,22,w,30517.55,30517.55,3001.48,3001.48,1482.45,1519.03,0,0,0,Jul-2019,756.92,Aug-2019,Jul-2019,0,,1,Joint App,137000,21.69,Source Verified,0,0,20310,0,1,0,1,20,7512,41,0,3,3273,31,46200,0,1,0,5,1451,15548,31.2,0,0,117,112,13,13,3,13,12,20,12,0,4,12,4,4,3,15,15,12,17,0,0,0,0,95.5,0,1,0,66475,20310,22600,18373,47365,Mar-2000,2,4,22,27.7,3,22,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000,60 months,10.33%,642.3,B,B1,Coordinator,2 years,MORTGAGE,145000,Not Verified,Feb-2019,Current,n,,,home_improvement,Home improvement,365xx,AL,18.44,0,Aug-2004,0,,,9,0,28694,52.6%,25,w,28046.4,28046.4,3168.46,3168.46,1953.6,1214.86,0,0,0,Jul-2019,642.3,Aug-2019,Jul-2019,0,,1,Individual,,,,0,424,170213,0,3,0,1,23,15824,17,0,0,27218,40,54500,0,3,0,2,18913,8306,77.6,0,0,155,174,56,7,3,89,,,,0,2,2,2,4,15,4,7,2,9,0,0,0,1,100,50,0,0,260415,44518,37000,65622,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,20.00%,557.46,D,D2,Plumbing Mechanic,3 years,RENT,80000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,076xx,NJ,8.54,0,Jul-2006,0,52,,6,0,5681,71%,17,w,13739.07,13739.07,2213.17,2213.17,1260.93,952.24,0,0,0,Jul-2019,557.46,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,17958,1,1,0,0,25,10274,64,2,3,1841,71,8000,0,0,2,3,2993,2000,92,0,0,152,58,6,6,4,6,,10,52,0,1,4,2,2,6,4,6,3,6,,0,0,2,94,100,0,0,26614,17958,2000,16016,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000,36 months,6.46%,367.57,A,A1,President,5 years,RENT,75000,Not Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,331xx,FL,20.98,0,Jan-2015,0,,,16,0,10911,16%,18,w,10468.75,10468.75,1829.24,1829.24,1531.25,297.99,0,0,0,Jul-2019,367.57,Aug-2019,Jul-2019,0,,1,Individual,,,,0,0,32698,0,2,0,1,23,21787,52,1,2,3134,30,68400,0,2,0,3,2044,46007,15.4,0,0,39,49,11,11,0,11,,,,0,8,11,9,10,3,14,15,11,16,0,0,0,1,100,0,0,0,110589,32698,54400,42189,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000,36 months,6.46%,459.47,A,A1,Truck Driver ,8 years,MORTGAGE,56000,Source Verified,Feb-2019,Current,n,,,debt_consolidation,Debt consolidation,549xx,WI,13.39,0,Jun-1977,0,57,,7,0,9919,29.7%,24,w,13472.83,13472.83,1867.5,1867.5,1527.17,340.33,0,0,0,Jul-2019,459.47,Aug-2019,Jul-2019,1,57,1,Individual,,,,0,0,175067,0,1,0,1,22,10734,67,2,2,5345,42,33400,1,0,1,3,25010,17481,36.2,0,0,131,500,10,10,5,10,,12,,1,4,4,4,9,5,5,13,4,7,0,0,0,2,95.8,0,0,0,221400,20653,27400,16000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
