Loan_ID,Origination_Channel,Origination_Date,Origination_Country,Asset_Class,Loan_Purpose,Prod_Type,Amort_Type,Org_Mat_Date,Cur_Mat_Date,Currency,Org_Amount,Principal_Bal,Accrued_Interest_Bal,UPB,Original_Interest_Rate,Original_Rate_Type,Rate_Description,Original_Interest_Rate_Reference,Current_Rate,Current_Rate_Type,Current_Rate_Ref,Start_Date_of_Current_Fixed_Interest_Period,End_Date_of_Current_Fixed_Interest_Period,Interest_Cap_Rate,Interest_Floor_Rate,Early_Redemption_Penalty,Past-Due_Penalty_Interest-Margin,Default_Penalty_Interest_Margin,Last_Payment_Date,Last_Payment_Amount,Next_Principal_Scheduled_Repayment_Amount,Next_Interest_Scheduled_Repayment_Amount,Next_Principal_Scheduled_Repayment_Date,Next_Interest_Scheduled_Repayment_Date,Interest_Payment_Frequency,Principal_Payment_Frequency,Past-Due_Principal_Amount,Past-Due_Interest_Amount,Early_Redemption_Penalty,Past-Due_Penalty_Interest_Margin,Default_Penalty_Interest_Margin,Loan_Status,Days_Past-Due,Time_in_Past-Due
100727648,Branch,6/30/2013,UK,Resi,Mortage,Loan,Linear,3/30/2045,2/13/2045,GBP,125000,147000,750,147750,0.04,fixed,,,,fixed,,2/17/2015,2/13/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8820,0.04,0.005,0.01,non-performing,90,3
100727647,Branch,7/1/2013,UK,Resi,Mortage,Loan,Linear,3/31/2045,2/14/2045,GBP,125000,95000,250,95250,0.04,fixed,,,,fixed,,2/18/2015,2/14/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8125,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,92,3
100727646,Branch,7/2/2013,UK,Resi,Mortage,Loan,Linear,3/31/2045,2/9/2051,GBP,125000,76500,229.5,76729.5,0.04,fixed,,,,fixed,,2/19/2015,2/9/2051,,,0.03,0.005,0.0075,7/26/2019,0,236.1111111,19.182375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,300,3
100727645,Branch,7/3/2013,UK,Resi,Mortage,Loan,Linear,4/1/2045,2/10/2050,GBP,126142.8571,196000,1156,197156,0.04,fixed,,,,fixed,,2/20/2015,2/10/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.289,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,90,3
100727644,Branch,7/4/2013,UK,Resi,Mortage,Loan,Linear,4/1/2045,2/11/2050,GBP,126142.8571,142500,750,143250,0.04,fixed,,,,fixed,,2/21/2015,2/11/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
100727643,Branch,7/5/2013,UK,Resi,Mortage,Loan,Linear,4/2/2045,2/12/2050,GBP,126142.8571,129200,367.2,129567.2,0.04,fixed,,,,fixed,,2/22/2015,2/12/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,95,3
100727642,Branch,7/6/2013,UK,Resi,Mortage,Loan,Linear,4/2/2045,2/13/2050,GBP,126142.8571,132740.8286,767.0885714,133507.9171,0.0375,fixed,,,,fixed,,2/23/2015,2/13/2050,,,0.03,0.005,0.0075,7/23/2019,368.6507937,368.6507937,33.37697929,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3982.224857,0.04,0.005,0.01,non-performing,97,3
100727641,Branch,7/7/2013,UK,Resi,Mortage,Loan,Linear,4/3/2045,2/14/2050,GBP,126142.8571,122957.1429,647.1428571,123604.2857,0.04,fixed,,,,fixed,,2/24/2015,2/14/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.90107143,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,93,3
100727640,Branch,7/8/2013,UK,Resi,Mortage,Loan,Linear,4/3/2045,2/14/2053,GBP,126142.8571,113528.5714,21.44428571,113550.0157,0.04,fixed,,,,fixed,,2/25/2015,2/14/2053,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,28.38750393,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,198,9
100727639,Branch,7/9/2013,UK,Resi,Mortage,Loan,Linear,4/4/2045,2/22/2045,GBP,126142.8571,120400,20.88571429,120420.8857,0.04,fixed,,,,fixed,,2/26/2015,2/22/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,30.10522143,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,90,3
100727638,Branch,7/10/2013,UK,Resi,Mortage,Loan,Linear,4/4/2045,2/23/2045,GBP,126142.8571,113592.8571,20.32714286,113613.1843,0.035,fixed,,,,fixed,,2/27/2015,2/23/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.40329607,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,91,3
100727637,Branch,7/11/2013,UK,CRE,Mortage,Loan,Linear,4/5/2045,2/24/2045,GBP,126142.8571,110471.4286,290.7142857,110762.1429,0.04,fixed,,,,fixed,,2/28/2015,2/24/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.69053571,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,95,3
100727636,Branch,7/12/2013,UK,Resi,Mortage,Loan,Linear,4/5/2045,2/25/2045,GBP,126142.8571,142500,405,142905,0.04,mixed,5 years fixed then variable,,,fixed,,3/1/2015,2/25/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
100727635,Branch,7/13/2013,UK,Resi,Mortage,Loan,Linear,4/6/2045,2/26/2045,GBP,126142.8571,95000,578,95578,0.04,variable,,LIBOR,3,fixed,LIBOR,3/2/2015,2/26/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8945,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,93,3
100727634,Branch,7/14/2013,UK,Resi,Mortage,Loan,Linear,4/6/2045,2/27/2045,GBP,126142.8571,76500,425,76925,0.04,fixed,,,,fixed,,3/3/2015,2/27/2045,,,0.03,0.005,0.0075,7/26/2019,0,236.1111111,19.23125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,400,3
100727633,Branch,7/15/2013,UK,Resi,Mortage,Loan,Linear,4/7/2045,2/22/2051,GBP,126142.8571,196000,34,196034,0.04,fixed,,,,fixed,,3/4/2015,2/22/2051,,,0.03,0.005,0.0075,7/26/2019,800,555.5555556,49.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,90,3
100727632,Branch,7/16/2013,UK,CRE,Mortage,Loan,Linear,4/7/2045,2/23/2050,GBP,126142.8571,142500,750,143250,0.04,mixed,5 years fixed then variable,,,fixed,,3/5/2015,2/23/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,91,3
100727631,Branch,7/17/2013,UK,Resi,Mortage,Loan,Linear,4/8/2045,2/24/2050,GBP,126142.8571,122400,680,123080,0.04,fixed,,,,fixed,,3/6/2015,2/24/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,30.77,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7344,0.04,0.005,0.01,non-performing,95,3
100727630,Branch,7/18/2013,UK,Resi,Mortage,Loan,Linear,4/8/2045,2/25/2050,GBP,126142.8571,153206.6667,390.8333333,153597.5,0.04,fixed,,,,fixed,,3/7/2015,2/25/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,38.399375,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4596.2,0.04,0.005,0.01,non-performing,97,3
100727629,Branch,7/19/2013,UK,Resi,Mortage,Loan,Linear,4/9/2045,2/26/2050,GBP,126142.8571,153809.5238,437.1428571,154246.6667,0.04,fixed,,,,fixed,,3/8/2015,2/26/2050,,,0.03,0.005,0.0075,7/22/2019,449.7354497,449.7354497,38.56166667,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4614.285714,0.04,0.005,0.01,non-performing,93,3
100727628,Branch,7/20/2013,UK,Resi,Mortage,Loan,Linear,4/9/2045,2/27/2050,GBP,126142.8571,159102.381,968.012381,160070.3933,0.04,fixed,,,,fixed,,3/9/2015,2/27/2050,,,0.03,0.005,0.0075,7/31/2019,465.2116402,465.2116402,40.01759833,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,260,9
100727627,Branch,7/21/2013,UK,Resi,Mortage,Loan,Linear,4/10/2045,2/27/2053,GBP,126142.8571,173082.2286,865.2380952,173947.4667,0.04,fixed,,,,fixed,,3/10/2015,2/27/2053,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,43.48686667,8/30/2019,8/30/2019,monthly,monthly,1442.063492,5192.466857,0.04,0.005,0.01,non-performing,90,3
100727626,Branch,7/22/2013,UK,Resi,Mortage,Loan,Linear,4/10/2045,3/7/2045,GBP,126142.8571,169688.0952,482.2714286,170170.3667,0.04,fixed,,,,fixed,,3/11/2015,3/7/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,42.54259167,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,91,3
100727625,Branch,7/23/2013,UK,Resi,Mortage,Loan,Linear,4/11/2045,3/8/2045,GBP,126142.8571,165771.4286,1064.620952,166836.0495,0.05,mixed,5 years fixed then variable,,,fixed,,3/12/2015,3/8/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,41.70901238,8/30/2019,8/30/2019,monthly,monthly,1534.920635,4973.142857,0.04,0.005,0.01,non-performing,95,3
100727624,Branch,7/24/2013,UK,Resi,Mortage,Loan,Linear,4/11/2045,3/9/2045,GBP,126142.8571,185966.6667,948.8095238,186915.4762,0.04145402299,fixed,,,,fixed,,3/13/2015,3/9/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,46.72886905,8/30/2019,8/30/2019,monthly,monthly,3162.698413,11158,0.04,0.005,0.01,non-performing,97,3
100727623,Branch,7/25/2013,UK,Resi,Mortage,Loan,Linear,4/12/2045,3/10/2045,GBP,126142.8571,185566.6667,33.20666667,185599.8733,0.04155858361,fixed,,,,fixed,,3/14/2015,3/10/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.39996833,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,93,3
100727622,Branch,7/26/2013,UK,Resi,Mortage,Loan,Linear,4/12/2045,3/11/2045,GBP,126142.8571,190000,34,190034,0.04166314423,fixed,,,,fixed,,3/15/2015,3/11/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3
100727621,Branch,7/27/2013,UK,Resi,Mortage,Loan,Linear,4/12/2045,3/12/2045,GBP,126142.8571,142500,25.5,142525.5,0.04176770486,mixed,5 years fixed then variable,,,fixed,,3/16/2015,3/12/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.631375,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,92,3
100727620,Branch,7/28/2013,UK,Resi,Mortage,Loan,Linear,4/12/2045,3/7/2051,GBP,126142.8571,95000,250,95250,0.04187226548,fixed,,,,fixed,,3/17/2015,3/7/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8125,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,91,3
100727619,Branch,7/29/2013,UK,Resi,Mortage,Loan,Linear,4/13/2045,3/8/2050,GBP,126142.8571,76500,229.5,76729.5,0.0419768261,fixed,,,,fixed,,3/18/2015,3/8/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,19.182375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,95,3
100727618,Branch,7/30/2013,UK,Resi,Mortage,Loan,Linear,4/13/2045,3/9/2050,GBP,126142.8571,196000,1156,197156,0.04208138673,fixed,,,,fixed,,3/19/2015,3/9/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.289,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,97,3
100727617,Branch,7/31/2013,UK,Resi,Mortage,Loan,Linear,4/13/2045,3/10/2050,GBP,129428.5714,142500,750,143250,0.04218594735,fixed,,,,fixed,,3/20/2015,3/10/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
100727616,Branch,8/1/2013,UK,CRE,Mortage,Loan,Linear,4/13/2045,3/11/2050,GBP,129428.5714,122400,23.12,122423.12,0.04229050797,fixed,,,,fixed,,3/21/2015,3/11/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,30.60578,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,90,3
100727615,Branch,8/2/2013,UK,Resi,Mortage,Loan,Linear,4/14/2045,3/12/2050,GBP,129428.5714,130060,663.5714286,130723.5714,0.04239506859,fixed,,,,fixed,,3/22/2015,3/12/2050,,,0.03,0.005,0.0075,7/23/2019,368.6507937,368.6507937,32.68089286,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3901.8,0.04,0.005,0.01,non-performing,92,3
100727614,Branch,8/3/2013,UK,Resi,Mortage,Loan,Linear,4/14/2045,3/12/2053,GBP,129428.5714,122957.1429,647.1428571,123604.2857,0.04249962922,fixed,,,,fixed,,3/23/2015,3/12/2053,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.90107143,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,180,6
100727613,Branch,8/4/2013,UK,Resi,Mortage,Loan,Linear,4/14/2045,3/20/2045,GBP,129428.5714,119835.7143,315.3571429,120151.0714,0.04260418984,fixed,,,,fixed,,3/24/2015,3/20/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.03776786,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,170,6
100727612,Branch,8/5/2013,UK,Resi,Mortage,Loan,Linear,4/14/2045,3/21/2045,GBP,129428.5714,122881.7143,331.7142857,123213.4286,0.04270875046,fixed,,,,fixed,,3/25/2015,3/21/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,30.80335714,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3686.451429,0.04,0.005,0.01,non-performing,213,6
100727611,Branch,8/6/2013,UK,CRE,Mortage,Loan,Linear,4/15/2045,3/22/2045,GBP,129428.5714,113592.8571,691.1228571,114283.98,0.04281331109,fixed,,,,fixed,,3/26/2015,3/22/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.570995,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,280,9
100727610,Branch,8/7/2013,UK,Resi,Mortage,Loan,Linear,4/15/2045,3/23/2045,GBP,129428.5714,104657.1429,581.4285714,105238.5714,0.04291787171,fixed,,,,fixed,,3/27/2015,3/23/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,26.30964286,8/30/2019,8/30/2019,monthly,monthly,969.047619,3139.714286,0.04,0.005,0.01,non-performing,90,3
100727609,Branch,8/8/2013,UK,Resi,Mortage,Loan,Linear,4/15/2045,3/24/2045,GBP,129428.5714,196000,540,196540,0.04302243233,fixed,,,,fixed,,3/28/2015,3/24/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.135,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3
100727608,Branch,8/9/2013,UK,Resi,Mortage,Loan,Linear,4/15/2045,3/25/2045,GBP,129428.5714,142500,867,143367,0.04312699296,fixed,,,,fixed,,3/29/2015,3/25/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
100727607,Branch,8/10/2013,UK,Resi,Mortage,Loan,Linear,4/16/2045,3/20/2051,GBP,129428.5714,95000,500,95500,0.04323155358,mixed,5 years fixed then variable,,,fixed,,3/30/2015,3/20/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.875,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3
100727606,Branch,8/11/2013,UK,Resi,Mortage,Loan,Linear,4/16/2045,3/21/2050,GBP,129428.5714,80750,14.45,80764.45,0.0433361142,variable,,LIBOR,3,fixed,LIBOR,3/31/2015,3/21/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3
100727605,Branch,8/12/2013,UK,Resi,Mortage,Loan,Linear,4/16/2045,3/22/2050,GBP,129428.5714,190000,34,190034,0.04344067482,fixed,,,,fixed,,4/1/2015,3/22/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,213,6
100727604,Branch,8/13/2013,UK,Resi,Mortage,Loan,Linear,4/16/2045,3/23/2050,GBP,129428.5714,135000,25.5,135025.5,0.04354523545,fixed,,,,fixed,,4/2/2015,3/23/2050,,,0.03,0.005,0.0075,7/26/2019,0,416.6666667,33.756375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,350,3
100727603,Branch,8/14/2013,UK,Resi,Mortage,Loan,Linear,4/17/2045,3/24/2050,GBP,129428.5714,133280,340,133620,0.04364979607,mixed,5 years fixed then variable,,,fixed,,4/3/2015,3/24/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,33.405,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3998.4,0.04,0.005,0.01,non-performing,90,3
100727602,Branch,8/15/2013,UK,Resi,Mortage,Loan,Linear,4/17/2045,3/25/2050,GBP,129428.5714,126078.5714,358.3285714,126436.9,0.04375435669,fixed,,,,fixed,,4/4/2015,3/25/2050,,,0.03,0.005,0.0075,7/29/2019,368.6507937,368.6507937,31.609225,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,91,3
100727601,Branch,8/16/2013,UK,Resi,Mortage,Loan,Linear,4/17/2045,3/25/2053,GBP,129428.5714,116485.7143,748.0971429,117233.8114,0.04385891732,fixed,,,,fixed,,4/5/2015,3/25/2053,,,0.03,0.005,0.0075,7/26/2019,0,359.5238095,29.30845286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,95,3
100727600,Branch,8/17/2013,UK,Resi,Mortage,Loan,Linear,4/17/2045,4/2/2045,GBP,129428.5714,123620,630.7142857,124250.7143,0.04396347794,fixed,,,,fixed,,4/6/2015,4/2/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,31.06267857,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,97,3
100727599,Branch,8/18/2013,UK,Resi,Mortage,Loan,Linear,4/18/2045,4/3/2045,GBP,129428.5714,116714.2857,20.88571429,116735.1714,0.04406803856,fixed,,,,fixed,,4/7/2015,4/3/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,93,3
100727598,Branch,8/19/2013,UK,Resi,Mortage,Loan,Linear,4/18/2045,4/4/2045,GBP,129428.5714,113592.8571,597.8571429,114190.7143,0.04417259918,fixed,,,,fixed,,4/8/2015,4/4/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,270,9
100727597,Branch,8/20/2013,UK,Resi,Mortage,Loan,Linear,4/18/2045,4/5/2045,GBP,129428.5714,116308.9714,581.4285714,116890.4,0.04427715981,fixed,,,,fixed,,4/9/2015,4/5/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,29.2226,8/30/2019,8/30/2019,monthly,monthly,969.047619,3489.269143,0.04,0.005,0.01,non-performing,90,3
100727596,Branch,8/21/2013,UK,Resi,Mortage,Loan,Linear,4/18/2045,4/6/2045,GBP,129428.5714,142500,375,142875,0.04438172043,mixed,5 years fixed then variable,,,fixed,,4/10/2015,4/6/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
100727595,Branch,8/22/2013,UK,CRE,Mortage,Loan,Linear,4/19/2045,4/7/2045,GBP,129428.5714,90000,270,90270,0.04448628105,fixed,,,,fixed,,4/11/2015,4/7/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.5675,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,95,3
100727594,Branch,8/23/2013,UK,Resi,Mortage,Loan,Linear,4/19/2045,4/2/2051,GBP,129428.5714,83300,491.3,83791.3,0.04459084168,fixed,,,,fixed,,4/12/2015,4/2/2051,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.947825,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,97,3
100727593,Branch,8/24/2013,UK,Resi,Mortage,Loan,Linear,4/19/2045,4/3/2050,GBP,129428.5714,190000,1000,191000,0.0446954023,fixed,,,,fixed,,4/13/2015,4/3/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
100727592,Branch,8/25/2013,UK,Resi,Mortage,Loan,Linear,4/19/2045,4/4/2050,GBP,129428.5714,142500,405,142905,0.04479996292,mixed,5 years fixed then variable,,,fixed,,4/14/2015,4/4/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,200,9
100727591,Branch,8/26/2013,UK,Resi,Mortage,Loan,Linear,4/20/2045,4/5/2050,GBP,129428.5714,129200,786.08,129986.08,0.04490452354,fixed,,,,fixed,,4/15/2015,4/5/2050,,,0.03,0.005,0.0075,7/26/2019,468.9655172,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3
100727590,Branch,8/27/2013,UK,CRE,Mortage,Loan,Linear,4/20/2045,4/6/2050,GBP,129428.5714,148516.6667,781.6666667,149298.3333,0.04,fixed,,,,fixed,,4/16/2015,4/6/2050,,,0.03,0.005,0.0075,7/26/2019,0,434.2592593,37.32458333,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,400,9
100727589,Branch,8/28/2013,UK,Resi,Mortage,Loan,Linear,4/20/2045,4/7/2050,GBP,130000,145714.2857,27.52380952,145741.8095,0.035,fixed,,,,fixed,,4/17/2015,4/7/2050,,,0.03,0.005,0.0075,7/23/2019,449.7354497,449.7354497,36.43545238,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,95,3
100727588,Branch,8/29/2013,UK,Resi,Mortage,Loan,Linear,4/20/2045,4/7/2053,GBP,130000,164126.6667,28.47095238,164155.1376,0.04,fixed,,,,fixed,,4/18/2015,4/7/2053,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,41.0387844,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,97,3
100727587,Branch,8/30/2013,UK,Resi,Mortage,Loan,Linear,4/21/2045,4/15/2045,GBP,130000,164395.2381,29.41809524,164424.6562,0.04,fixed,,,,fixed,,4/19/2015,4/15/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3
100727586,Branch,8/31/2013,UK,Resi,Mortage,Loan,Linear,4/21/2045,4/16/2045,GBP,130000,160757.1429,446.547619,161203.6905,0.04,fixed,,,,fixed,,4/20/2015,4/16/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,40.30092262,8/30/2019,8/30/2019,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,20,3
100727585,Branch,9/1/2013,UK,Resi,Mortage,Loan,Linear,4/21/2045,4/17/2045,GBP,130000,180506.6667,497.3142857,181003.981,0.0375,fixed,,,,fixed,,4/21/2015,4/17/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,45.25099524,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,90,3
100727584,Branch,9/2/2013,UK,Resi,Mortage,Loan,Linear,4/21/2045,4/18/2045,GBP,130000,180273.8095,1096.82381,181370.6333,0.04,fixed,,,,fixed,,4/22/2015,4/18/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,45.34265833,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,92,3
100727583,Branch,9/3/2013,UK,Resi,Mortage,Loan,Linear,4/22/2045,4/19/2045,GBP,130000,185566.6667,976.6666667,186543.3333,0.04,fixed,,,,fixed,,4/23/2015,4/19/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.63583333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,180,6
100727582,Branch,9/4/2013,UK,Resi,Mortage,Loan,Linear,4/22/2045,4/20/2045,GBP,130000,200040,34,200074,0.04,fixed,,,,fixed,,4/24/2015,4/20/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,50.0185,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,170,6
100727581,Branch,9/5/2013,UK,Resi,Mortage,Loan,Linear,4/22/2045,4/15/2051,GBP,132714.2857,142500,750,143250,0.04,fixed,,,,fixed,,4/25/2015,4/15/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,213,6
