Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,MARP Entry,Last Payment Amount,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due,Covenant Waiver,MARP Applicable
135000,135750,ZLP27404,Branch,ARA,6/17/2013,3/9/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/9/2045,6/14/2045,EUR,221666.6667,750,0.04427715981,mixed,5 years fixed then variable,,,fixed,,6/18/2015,6/14/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3,0,0
98000,98270,ZLP27405,Branch,Exited MARP,6/18/2013,3/10/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,6/10/2045,6/15/2045,EUR,256666.6667,270,0.04438172043,fixed,,,,fixed,,6/19/2015,6/15/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,24.5675,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,190,6,0,0
80750,81241.3,ZLP27406,Web,Not in MARP,6/19/2013,3/11/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,6/11/2045,6/10/2051,EUR,291666.6667,491.3,0.04448628105,fixed,,,,fixed,,6/20/2015,6/10/2051,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.310325,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,90,3,0,0
190000,191000,ZLP27407,Broker,ARA,6/20/2013,3/12/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,6/12/2045,6/11/2050,EUR,326666.6667,1000,0.04459084168,fixed,,,,fixed,,6/21/2015,6/11/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3,0,0
150030,150055.5,ZLP27408,Branch,ARA,6/21/2013,3/13/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/13/2045,6/12/2050,EUR,361666.6667,25.5,0.0446954023,fixed,,,,fixed,,6/22/2015,6/12/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,2500,9001.8,0.04,0.005,0.01,non-performing,95,3,0,0
129200,129223.12,ZLP27409,Web,ARA,6/22/2013,3/14/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,6/14/2045,6/13/2050,EUR,396666.6667,23.12,0.04479996292,fixed,,,,fixed,,6/23/2015,6/13/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.30578,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7752,0.04,0.005,0.01,non-performing,97,3,0,1
119442.8571,119465.4186,ZLP27410,Broker,Not in MARP,6/23/2013,3/15/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,6/15/2045,6/14/2050,EUR,431666.6667,22.56142857,0.04490452354,fixed,,,,fixed,,6/24/2015,6/14/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,29.86635464,8/30/2019,8/30/2019,monthly,monthly,2211.904762,7166.571429,0.04,0.005,0.01,non-performing,93,3,1,0
126840,127163.5714,ZLP27411,Branch,Not in MARP,6/24/2013,3/16/2014,0,Ireland,Resi,Mortage,Loan,Linear,6/16/2045,6/15/2050,EUR,125000,323.5714286,0.04,mixed,5 years fixed then variable,,,fixed,,6/25/2015,6/15/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,31.79089286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3805.2,0.04,0.005,0.01,non-performing,320,9,0,0
119835.7143,120176.3,ZLP27412,Branch,Not in MARP,6/25/2013,3/17/2014,350.3968254,Ireland,CRE,Mortage,Loan,Linear,6/17/2045,6/15/2053,EUR,132714.2857,340.5857143,0.035,fixed,,,,fixed,,6/26/2015,6/15/2053,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.044075,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,90,3,0,0
116714.2857,117424.4,ZLP27413,Web,Not in MARP,6/26/2013,3/18/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,6/18/2045,6/23/2045,EUR,129428.5714,710.1142857,0.04,fixed,,,,fixed,,6/27/2015,6/23/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,29.3561,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,91,3,0,0
113592.8571,114190.7143,ZLP27414,Broker,Not in MARP,6/27/2013,3/19/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,6/19/2045,6/24/2045,EUR,126142.8571,597.8571429,0.04,fixed,,,,fixed,,6/28/2015,6/24/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,95,3,0,0
110471.4286,110491.1971,ZLP27415,Branch,Not in MARP,6/28/2013,3/20/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,6/20/2045,6/25/2045,EUR,122857.1429,19.76857143,0.04,mixed,5 years fixed then variable,,,fixed,,6/29/2015,6/25/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.62279929,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,97,3,0,1
180000,181000,ZLP27416,Web,Not in MARP,6/29/2013,3/21/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,6/21/2045,6/26/2045,EUR,119571.4286,1000,0.0375,fixed,,,,fixed,,6/30/2015,6/26/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,93,3,1,0
147000,147750,ZLP27417,Broker,Not in MARP,6/30/2013,3/22/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,2/8/2045,2/13/2045,EUR,116285.7143,750,0.04,fixed,,,,fixed,,2/17/2015,2/13/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8820,0.04,0.005,0.01,non-performing,90,3,0,0
95000,95250,ZLP27418,Branch,Not in MARP,7/1/2013,3/23/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,2/9/2045,2/14/2045,EUR,132714.2857,250,0.04,fixed,,,,fixed,,2/18/2015,2/14/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.8125,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,92,3,0,0
76500,76729.5,ZLP27419,Branch,Not in MARP,7/2/2013,3/24/2014,0,Ireland,Resi,Mortage,Loan,Linear,2/10/2045,2/9/2051,EUR,129428.5714,229.5,0.04,fixed,,,,fixed,,2/19/2015,2/9/2051,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.182375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,300,3,0,0
196000,197156,ZLP27420,Web,Not in MARP,7/3/2013,3/25/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,2/11/2045,2/10/2050,EUR,126142.8571,1156,0.04,fixed,,,,fixed,,2/20/2015,2/10/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.289,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,90,3,0,0
142500,143250,ZLP27421,Broker,Not in MARP,7/4/2013,3/26/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,2/12/2045,2/11/2050,EUR,122857.1429,750,0.04,fixed,,,,fixed,,2/21/2015,2/11/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3,0,1
129200,129567.2,ZLP27422,Branch,Not in MARP,7/5/2013,3/27/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,2/13/2045,2/12/2050,EUR,119571.4286,367.2,0.04,fixed,,,,fixed,,2/22/2015,2/12/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,95,3,1,0
132740.8286,133507.9171,ZLP27423,Web,Not in MARP,7/6/2013,3/28/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,2/14/2045,2/13/2050,EUR,116285.7143,767.0885714,0.0375,fixed,,,,fixed,,2/23/2015,2/13/2050,,,0.03,0.005,0.0075,7/23/2019,368.6507937,33.37697929,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3982.224857,0.04,0.005,0.01,non-performing,97,3,0,0
122957.1429,123604.2857,ZLP27424,Broker,ARA,7/7/2013,3/29/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,2/15/2045,2/14/2050,EUR,132714.2857,647.1428571,0.04,fixed,,,,fixed,,2/24/2015,2/14/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.90107143,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,93,3,0,0
113528.5714,113550.0157,ZLP27425,Branch,Exited MARP,7/8/2013,3/30/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,2/16/2045,2/14/2053,EUR,129428.5714,21.44428571,0.04,fixed,,,,fixed,,2/25/2015,2/14/2053,,,0.03,0.005,0.0075,7/26/2019,350.3968254,28.38750393,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,198,9,0,0
120400,120420.8857,ZLP27426,Branch,Not in MARP,7/9/2013,3/31/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,2/17/2045,2/22/2045,EUR,126142.8571,20.88571429,0.04,fixed,,,,fixed,,2/26/2015,2/22/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,30.10522143,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,90,3,0,0
113592.8571,113613.1843,ZLP27427,Web,ARA,7/10/2013,4/1/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,2/18/2045,2/23/2045,EUR,122857.1429,20.32714286,0.035,fixed,,,,fixed,,2/27/2015,2/23/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.40329607,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,91,3,0,0
110471.4286,110762.1429,ZLP27428,Broker,ARA,7/11/2013,4/2/2014,323.015873,Ireland,CRE,Mortage,Loan,Linear,2/19/2045,2/24/2045,EUR,119571.4286,290.7142857,0.04,fixed,,,,fixed,,2/28/2015,2/24/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.69053571,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,95,3,0,0
142500,142905,ZLP27429,Branch,ARA,7/12/2013,4/3/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,2/20/2045,2/25/2045,EUR,116285.7143,405,0.04,mixed,5 years fixed then variable,,,fixed,,3/1/2015,2/25/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3,0,0
95000,95578,ZLP27430,Web,Not in MARP,7/13/2013,4/4/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,2/21/2045,2/26/2045,EUR,132714.2857,578,0.04,variable,,LIBOR,3,fixed,LIBOR,3/2/2015,2/26/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.8945,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,93,3,0,0
76500,76925,ZLP27431,Broker,Not in MARP,7/14/2013,4/5/2014,0,Ireland,Resi,Mortage,Loan,Linear,2/22/2045,2/27/2045,EUR,129428.5714,425,0.04,fixed,,,,fixed,,3/3/2015,2/27/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.23125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,400,3,0,0
196000,196034,ZLP27432,Branch,Not in MARP,7/15/2013,4/6/2014,800,Ireland,Resi,Mortage,Loan,Linear,2/23/2045,2/22/2051,EUR,126142.8571,34,0.04,fixed,,,,fixed,,3/4/2015,2/22/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,90,3,0,0
142500,143250,ZLP27433,Branch,Not in MARP,7/16/2013,4/7/2014,416.6666667,Ireland,CRE,Mortage,Loan,Linear,2/24/2045,2/23/2050,EUR,122857.1429,750,0.04,mixed,5 years fixed then variable,,,fixed,,3/5/2015,2/23/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,91,3,0,0
122400,123080,ZLP27434,Web,Not in MARP,7/17/2013,4/8/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,2/25/2045,2/24/2050,EUR,119571.4286,680,0.04,fixed,,,,fixed,,3/6/2015,2/24/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,30.77,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7344,0.04,0.005,0.01,non-performing,95,3,0,0
153206.6667,153597.5,ZLP27435,Broker,Not in MARP,7/18/2013,4/9/2014,434.2592593,Ireland,Resi,Mortage,Loan,Linear,2/26/2045,2/25/2050,EUR,116285.7143,390.8333333,0.04,fixed,,,,fixed,,3/7/2015,2/25/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,38.399375,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4596.2,0.04,0.005,0.01,non-performing,97,3,0,0
153809.5238,154246.6667,ZLP27436,Branch,Not in MARP,7/19/2013,4/10/2014,449.7354497,Ireland,Resi,Mortage,Loan,Linear,2/27/2045,2/26/2050,EUR,119571.4286,437.1428571,0.04,fixed,,,,fixed,,3/8/2015,2/26/2050,,,0.03,0.005,0.0075,7/22/2019,449.7354497,38.56166667,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4614.285714,0.04,0.005,0.01,non-performing,93,3,0,0
159102.381,160070.3933,ZLP27437,Web,Not in MARP,7/20/2013,4/11/2014,465.2116402,Ireland,Resi,Mortage,Loan,Linear,2/28/2045,2/27/2050,EUR,116285.7143,968.012381,0.04,fixed,,,,fixed,,3/9/2015,2/27/2050,,,0.03,0.005,0.0075,7/31/2019,465.2116402,40.01759833,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,260,9,0,1
173082.2286,173947.4667,ZLP27438,Broker,Not in MARP,7/21/2013,4/12/2014,480.6878307,Ireland,Resi,Mortage,Loan,Linear,3/1/2045,2/27/2053,EUR,200000,865.2380952,0.04,fixed,,,,fixed,,3/10/2015,2/27/2053,,,0.03,0.005,0.0075,7/26/2019,480.6878307,43.48686667,8/30/2019,8/30/2019,monthly,monthly,1442.063492,5192.466857,0.04,0.005,0.01,non-performing,90,3,1,0
169688.0952,170170.3667,ZLP27439,Branch,Not in MARP,7/22/2013,4/13/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,3/2/2045,3/7/2045,EUR,200000,482.2714286,0.04,fixed,,,,fixed,,3/11/2015,3/7/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,42.54259167,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,91,3,0,0
165771.4286,166836.0495,ZLP27440,Branch,Not in MARP,7/23/2013,4/14/2014,511.6402116,Ireland,Resi,Mortage,Loan,Linear,3/3/2045,3/8/2045,EUR,150000,1064.620952,0.05,mixed,5 years fixed then variable,,,fixed,,3/12/2015,3/8/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,41.70901238,8/30/2019,8/30/2019,monthly,monthly,1534.920635,4973.142857,0.04,0.005,0.01,non-performing,95,3,0,0
185966.6667,186915.4762,ZLP27441,Web,Not in MARP,7/24/2013,4/15/2014,527.1164021,Ireland,Resi,Mortage,Loan,Linear,3/4/2045,3/9/2045,EUR,200000,948.8095238,0.04145402299,fixed,,,,fixed,,3/13/2015,3/9/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,46.72886905,8/30/2019,8/30/2019,monthly,monthly,3162.698413,11158,0.04,0.005,0.01,non-performing,97,3,0,0
185566.6667,185599.8733,ZLP27442,Broker,Not in MARP,7/25/2013,4/16/2014,542.5925926,Ireland,Resi,Mortage,Loan,Linear,3/5/2045,3/10/2045,EUR,175000,33.20666667,0.04155858361,fixed,,,,fixed,,3/14/2015,3/10/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,46.39996833,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,93,3,0,0
190000,190034,ZLP27443,Branch,Not in MARP,7/26/2013,4/17/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,3/6/2045,3/11/2045,EUR,170000,34,0.04166314423,fixed,,,,fixed,,3/15/2015,3/11/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3,0,1
142500,142525.5,ZLP27444,Web,ARA,7/27/2013,4/18/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,3/7/2045,3/12/2045,EUR,165000,25.5,0.04176770486,mixed,5 years fixed then variable,,,fixed,,3/16/2015,3/12/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.631375,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,92,3,1,0
95000,95250,ZLP27445,Broker,Exited MARP,7/28/2013,4/19/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,3/8/2045,3/7/2051,EUR,160000,250,0.04187226548,fixed,,,,fixed,,3/17/2015,3/7/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.8125,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,91,3,0,0
76500,76729.5,ZLP27446,Branch,Not in MARP,7/29/2013,4/20/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,3/9/2045,3/8/2050,EUR,155000,229.5,0.0419768261,fixed,,,,fixed,,3/18/2015,3/8/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.182375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,95,3,0,0
196000,197156,ZLP27447,Branch,ARA,7/30/2013,4/21/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,3/10/2045,3/9/2050,EUR,150000,1156,0.04208138673,fixed,,,,fixed,,3/19/2015,3/9/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.289,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,97,3,0,0
142500,143250,ZLP27448,Web,ARA,7/31/2013,4/22/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,3/11/2045,3/10/2050,EUR,145000,750,0.04218594735,fixed,,,,fixed,,3/20/2015,3/10/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3,0,0
122400,122423.12,ZLP27449,Broker,ARA,8/1/2013,4/23/2014,377.7777778,Ireland,CRE,Mortage,Loan,Linear,3/12/2045,3/11/2050,EUR,140000,23.12,0.04229050797,fixed,,,,fixed,,3/21/2015,3/11/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,30.60578,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,90,3,0,1
130060,130723.5714,ZLP27450,Branch,Not in MARP,8/2/2013,4/24/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,3/13/2045,3/12/2050,EUR,135000,663.5714286,0.04239506859,fixed,,,,fixed,,3/22/2015,3/12/2050,,,0.03,0.005,0.0075,7/23/2019,368.6507937,32.68089286,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3901.8,0.04,0.005,0.01,non-performing,92,3,1,0
122957.1429,123604.2857,ZLP27451,Web,Not in MARP,8/3/2013,4/25/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,3/14/2045,3/12/2053,EUR,130000,647.1428571,0.04249962922,fixed,,,,fixed,,3/23/2015,3/12/2053,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.90107143,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,180,6,0,0
119835.7143,120151.0714,ZLP27452,Broker,Not in MARP,8/4/2013,4/26/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,3/15/2045,3/20/2045,EUR,125000,315.3571429,0.04260418984,fixed,,,,fixed,,3/24/2015,3/20/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.03776786,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,170,6,0,0
122881.7143,123213.4286,ZLP27453,Branch,Not in MARP,8/5/2013,4/27/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,3/16/2045,3/21/2045,EUR,200000,331.7142857,0.04270875046,fixed,,,,fixed,,3/25/2015,3/21/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,30.80335714,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3686.451429,0.04,0.005,0.01,non-performing,213,6,0,0
113592.8571,114283.98,ZLP27454,Branch,Not in MARP,8/6/2013,4/28/2014,332.1428571,Ireland,CRE,Mortage,Loan,Linear,3/17/2045,3/22/2045,EUR,200000,691.1228571,0.04281331109,fixed,,,,fixed,,3/26/2015,3/22/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.570995,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,280,9,0,0
104657.1429,105238.5714,ZLP27455,Web,Not in MARP,8/7/2013,4/29/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,3/18/2045,3/23/2045,EUR,150000,581.4285714,0.04291787171,fixed,,,,fixed,,3/27/2015,3/23/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,26.30964286,8/30/2019,8/30/2019,monthly,monthly,969.047619,3139.714286,0.04,0.005,0.01,non-performing,90,3,0,0
196000,196540,ZLP27456,Broker,Not in MARP,8/8/2013,4/30/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,3/19/2045,3/24/2045,EUR,200000,540,0.04302243233,fixed,,,,fixed,,3/28/2015,3/24/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.135,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3,0,0
142500,143367,ZLP27457,Branch,Not in MARP,8/9/2013,5/1/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,3/20/2045,3/25/2045,EUR,175000,867,0.04312699296,fixed,,,,fixed,,3/29/2015,3/25/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3,0,0
95000,95500,ZLP27458,Web,Not in MARP,8/10/2013,5/2/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,3/21/2045,3/20/2051,EUR,170000,500,0.04323155358,mixed,5 years fixed then variable,,,fixed,,3/30/2015,3/20/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.875,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3,0,0
80750,80764.45,ZLP27459,Broker,Not in MARP,8/11/2013,5/3/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,3/22/2045,3/21/2050,EUR,165000,14.45,0.0433361142,variable,,LIBOR,3,fixed,LIBOR,3/31/2015,3/21/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3,0,0
190000,190034,ZLP27460,Branch,Not in MARP,8/12/2013,5/4/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,3/23/2045,3/22/2050,EUR,160000,34,0.04344067482,fixed,,,,fixed,,4/1/2015,3/22/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,213,6,0,0
135000,135025.5,ZLP27461,Branch,Not in MARP,8/13/2013,5/5/2014,0,Ireland,Resi,Mortage,Loan,Linear,3/24/2045,3/23/2050,EUR,155000,25.5,0.04354523545,fixed,,,,fixed,,4/2/2015,3/23/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.756375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,350,3,0,0
133280,133620,ZLP27462,Web,Not in MARP,8/14/2013,5/6/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,3/25/2045,3/24/2050,EUR,150000,340,0.04364979607,mixed,5 years fixed then variable,,,fixed,,4/3/2015,3/24/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,33.405,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3998.4,0.04,0.005,0.01,non-performing,90,3,0,0
126078.5714,126436.9,ZLP27463,Broker,Not in MARP,8/15/2013,5/7/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,3/26/2045,3/25/2050,EUR,145000,358.3285714,0.04375435669,fixed,,,,fixed,,4/4/2015,3/25/2050,,,0.03,0.005,0.0075,7/29/2019,368.6507937,31.609225,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,91,3,0,0
116485.7143,117233.8114,ZLP27464,Branch,ARA,8/16/2013,5/8/2014,0,Ireland,Resi,Mortage,Loan,Linear,3/27/2045,3/25/2053,EUR,140000,748.0971429,0.04385891732,fixed,,,,fixed,,4/5/2015,3/25/2053,,,0.03,0.005,0.0075,7/26/2019,359.5238095,29.30845286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,95,3,0,0
123620,124250.7143,ZLP27465,Web,Exited MARP,8/17/2013,5/9/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,3/28/2045,4/2/2045,EUR,135000,630.7142857,0.04396347794,fixed,,,,fixed,,4/6/2015,4/2/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,31.06267857,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,97,3,0,1
