Loan ID,Origination Channel,Origination Date,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Principal Balance,Accrued Interest Balance (On book),UPB,Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due
100727418,Branch,7/1/2013,USA,Resi,Mortage,Loan,Linear,2/9/2045,2/14/2045,USD,125000,158666.6667,250,116735.1714,0.04,fixed,,,,fixed,,2/18/2015,2/14/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8125,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,92,3
100727419,Branch,7/2/2013,USA,Resi,Mortage,Loan,Linear,2/10/2045,2/9/2051,USD,125000,126840,229.5,116835.1714,0.04,fixed,,,,fixed,,2/19/2015,2/9/2051,,,0.03,0.005,0.0075,7/26/2019,0,236.1111111,19.182375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,300,3
100727420,Branch,7/3/2013,USA,Resi,Mortage,Loan,Linear,2/11/2045,2/10/2050,USD,126142.8571,98000,1156,116890.4,0.04,fixed,,,,fixed,,2/20/2015,2/10/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.289,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,90,3
100727421,Branch,7/4/2013,USA,Resi,Mortage,Loan,Linear,2/12/2045,2/11/2050,USD,126142.8571,126840,750,116981.1029,0.04,fixed,,,,fixed,,2/21/2015,2/11/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
100727422,Branch,7/5/2013,USA,Resi,Mortage,Loan,Linear,2/13/2045,2/12/2050,USD,126142.8571,147000,367.2,117021.4286,0.04,fixed,,,,fixed,,2/22/2015,2/12/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,95,3
100727423,Branch,7/6/2013,USA,Resi,Mortage,Loan,Linear,2/14/2045,2/13/2050,USD,126142.8571,132740.8286,767.0885714,117132.8571,0.0375,fixed,,,,fixed,,2/23/2015,2/13/2050,,,0.03,0.005,0.0075,7/23/2019,368.6507937,368.6507937,33.37697929,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3982.224857,0.04,0.005,0.01,non-performing,97,3
100727424,Branch,7/7/2013,USA,Resi,Mortage,Loan,Linear,2/15/2045,2/14/2050,USD,126142.8571,142500,647.1428571,117132.8571,0.04,fixed,,,,fixed,,2/24/2015,2/14/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.90107143,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,93,3
100727425,Branch,7/8/2013,USA,Resi,Mortage,Loan,Linear,2/16/2045,2/14/2053,USD,126142.8571,148516.6667,21.44428571,117233.8114,0.04,fixed,,,,fixed,,2/25/2015,2/14/2053,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,28.38750393,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,198,9
100727426,Branch,7/9/2013,USA,Resi,Mortage,Loan,Linear,2/17/2045,2/22/2045,USD,126142.8571,180273.8095,20.88571429,117233.8114,0.04,fixed,,,,fixed,,2/26/2015,2/22/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,30.10522143,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,90,3
100727427,Branch,7/10/2013,USA,Resi,Mortage,Loan,Linear,2/18/2045,2/23/2045,USD,126142.8571,190000,20.32714286,117328.5714,0.035,fixed,,,,fixed,,2/27/2015,2/23/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.40329607,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,91,3
100727428,Branch,7/11/2013,USA,CRE,Mortage,Loan,Linear,2/19/2045,2/24/2045,USD,126142.8571,113592.8571,290.7142857,117328.5714,0.04,fixed,,,,fixed,,2/28/2015,2/24/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.69053571,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,95,3
100727429,Branch,7/12/2013,USA,Resi,Mortage,Loan,Linear,2/20/2045,2/25/2045,USD,126142.8571,196000,405,117328.5714,0.04,mixed,5 years fixed then variable,,,fixed,,3/1/2015,2/25/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
100727430,Branch,7/13/2013,USA,Resi,Mortage,Loan,Linear,2/21/2045,2/26/2045,USD,126142.8571,120400,578,117328.5714,0.04,variable,,LIBOR,3,fixed,LIBOR,3/2/2015,2/26/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8945,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,93,3
100727431,Branch,7/14/2013,USA,Resi,Mortage,Loan,Linear,2/22/2045,2/27/2045,USD,126142.8571,196000,425,117328.5714,0.04,fixed,,,,fixed,,3/3/2015,2/27/2045,,,0.03,0.005,0.0075,7/26/2019,0,236.1111111,19.23125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,400,3
100727432,Branch,7/15/2013,USA,Resi,Mortage,Loan,Linear,2/23/2045,2/22/2051,USD,126142.8571,164395.2381,34,117424.4,0.04,fixed,,,,fixed,,3/4/2015,2/22/2051,,,0.03,0.005,0.0075,7/26/2019,800,555.5555556,49.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,90,3
100727433,Branch,7/16/2013,USA,CRE,Mortage,Loan,Linear,2/24/2045,2/23/2050,USD,126142.8571,142500,750,117424.4,0.04,mixed,5 years fixed then variable,,,fixed,,3/5/2015,2/23/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,91,3
100727434,Branch,7/17/2013,USA,Resi,Mortage,Loan,Linear,2/25/2045,2/24/2050,USD,126142.8571,126078.5714,680,117502.8429,0.04,fixed,,,,fixed,,3/6/2015,2/24/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,30.77,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7344,0.04,0.005,0.01,non-performing,95,3
100727435,Branch,7/18/2013,USA,Resi,Mortage,Loan,Linear,2/26/2045,2/25/2050,USD,126142.8571,190000,390.8333333,117777.8571,0.04,fixed,,,,fixed,,3/7/2015,2/25/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,38.399375,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4596.2,0.04,0.005,0.01,non-performing,97,3
100727436,Branch,7/19/2013,USA,Resi,Mortage,Loan,Linear,2/27/2045,2/26/2050,USD,126142.8571,113528.5714,437.1428571,117777.8571,0.04,fixed,,,,fixed,,3/8/2015,2/26/2050,,,0.03,0.005,0.0075,7/22/2019,449.7354497,449.7354497,38.56166667,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4614.285714,0.04,0.005,0.01,non-performing,93,3
100727437,Branch,7/20/2013,USA,Resi,Mortage,Loan,Linear,2/28/2045,2/27/2050,USD,126142.8571,119835.7143,968.012381,117871.1229,0.04,fixed,,,,fixed,,3/9/2015,2/27/2050,,,0.03,0.005,0.0075,7/31/2019,465.2116402,465.2116402,40.01759833,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,260,9
100727438,Branch,7/21/2013,USA,Resi,Mortage,Loan,Linear,3/1/2045,2/27/2053,USD,126142.8571,123620,865.2380952,119465.4186,0.04,fixed,,,,fixed,,3/10/2015,2/27/2053,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,43.48686667,8/30/2019,8/30/2019,monthly,monthly,1442.063492,5192.466857,0.04,0.005,0.01,non-performing,90,3
100727439,Branch,7/22/2013,USA,Resi,Mortage,Loan,Linear,3/2/2045,3/7/2045,USD,126142.8571,123620,482.2714286,119774.6429,0.04,fixed,,,,fixed,,3/11/2015,3/7/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,42.54259167,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,91,3
100727440,Branch,7/23/2013,USA,Resi,Mortage,Loan,Linear,3/3/2045,3/8/2045,USD,126142.8571,119835.7143,1064.620952,119801.1857,0.05,mixed,5 years fixed then variable,,,fixed,,3/12/2015,3/8/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,41.70901238,8/30/2019,8/30/2019,monthly,monthly,1534.920635,4973.142857,0.04,0.005,0.01,non-performing,95,3
100727441,Branch,7/24/2013,USA,Resi,Mortage,Loan,Linear,3/4/2045,3/9/2045,USD,126142.8571,119835.7143,948.8095238,119857.1586,0.04145402299,fixed,,,,fixed,,3/13/2015,3/9/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,46.72886905,8/30/2019,8/30/2019,monthly,monthly,3162.698413,11158,0.04,0.005,0.01,non-performing,97,3
100727442,Branch,7/25/2013,USA,Resi,Mortage,Loan,Linear,3/5/2045,3/10/2045,USD,126142.8571,113528.5714,33.20666667,120106.4286,0.04155858361,fixed,,,,fixed,,3/14/2015,3/10/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.39996833,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,93,3
100727443,Branch,7/26/2013,USA,Resi,Mortage,Loan,Linear,3/6/2045,3/11/2045,USD,126142.8571,119835.7143,34,120151.0714,0.04166314423,fixed,,,,fixed,,3/15/2015,3/11/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3
100727444,Branch,7/27/2013,USA,Resi,Mortage,Loan,Linear,3/7/2045,3/12/2045,USD,126142.8571,123620,25.5,120151.0714,0.04176770486,mixed,5 years fixed then variable,,,fixed,,3/16/2015,3/12/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.631375,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,92,3
100727445,Branch,7/28/2013,USA,Resi,Mortage,Loan,Linear,3/8/2045,3/7/2051,USD,126142.8571,123620,250,120176.3,0.04187226548,fixed,,,,fixed,,3/17/2015,3/7/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8125,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,91,3
100727446,Branch,7/29/2013,USA,Resi,Mortage,Loan,Linear,3/9/2045,3/8/2050,USD,126142.8571,119835.7143,229.5,120176.3,0.0419768261,fixed,,,,fixed,,3/18/2015,3/8/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,19.182375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,95,3
100727447,Branch,7/30/2013,USA,Resi,Mortage,Loan,Linear,3/10/2045,3/9/2050,USD,126142.8571,119835.7143,1156,120176.3,0.04208138673,fixed,,,,fixed,,3/19/2015,3/9/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.289,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,97,3
100727448,Branch,7/31/2013,USA,Resi,Mortage,Loan,Linear,3/11/2045,3/10/2050,USD,129428.5714,135000,750,120176.3,0.04218594735,fixed,,,,fixed,,3/20/2015,3/10/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
100727449,Branch,8/1/2013,USA,CRE,Mortage,Loan,Linear,3/12/2045,3/11/2050,USD,129428.5714,119442.8571,23.12,120176.3,0.04229050797,fixed,,,,fixed,,3/21/2015,3/11/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,30.60578,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,90,3
100727450,Branch,8/2/2013,USA,Resi,Mortage,Loan,Linear,3/13/2045,3/12/2050,USD,129428.5714,180000,663.5714286,120209.9457,0.04239506859,fixed,,,,fixed,,3/22/2015,3/12/2050,,,0.03,0.005,0.0075,7/23/2019,368.6507937,368.6507937,32.68089286,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3901.8,0.04,0.005,0.01,non-performing,92,3
100727451,Branch,8/3/2013,USA,Resi,Mortage,Loan,Linear,3/14/2045,3/12/2053,USD,129428.5714,129200,647.1428571,120420.8857,0.04249962922,fixed,,,,fixed,,3/23/2015,3/12/2053,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.90107143,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,180,6
100727452,Branch,8/4/2013,USA,Resi,Mortage,Loan,Linear,3/15/2045,3/20/2045,USD,129428.5714,116308.9714,315.3571429,120420.8857,0.04260418984,fixed,,,,fixed,,3/24/2015,3/20/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.03776786,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,170,6
100727453,Branch,8/5/2013,USA,Resi,Mortage,Loan,Linear,3/16/2045,3/21/2045,USD,129428.5714,129200,331.7142857,120420.8857,0.04270875046,fixed,,,,fixed,,3/25/2015,3/21/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,30.80335714,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3686.451429,0.04,0.005,0.01,non-performing,213,6
100727454,Branch,8/6/2013,USA,CRE,Mortage,Loan,Linear,3/17/2045,3/22/2045,USD,129428.5714,180506.6667,691.1228571,120466.4286,0.04281331109,fixed,,,,fixed,,3/26/2015,3/22/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.570995,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,280,9
100727455,Branch,8/7/2013,USA,Resi,Mortage,Loan,Linear,3/18/2045,3/23/2045,USD,129428.5714,83300,581.4285714,120466.4286,0.04291787171,fixed,,,,fixed,,3/27/2015,3/23/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,26.30964286,8/30/2019,8/30/2019,monthly,monthly,969.047619,3139.714286,0.04,0.005,0.01,non-performing,90,3
100727456,Branch,8/8/2013,USA,Resi,Mortage,Loan,Linear,3/19/2045,3/24/2045,USD,129428.5714,116714.2857,540,120564.82,0.04302243233,fixed,,,,fixed,,3/28/2015,3/24/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.135,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3
100727457,Branch,8/9/2013,USA,Resi,Mortage,Loan,Linear,3/20/2045,3/25/2045,USD,129428.5714,76500,867,120564.82,0.04312699296,fixed,,,,fixed,,3/29/2015,3/25/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
100727458,Branch,8/10/2013,USA,Resi,Mortage,Loan,Linear,3/21/2045,3/20/2051,USD,129428.5714,113528.5714,500,120564.82,0.04323155358,mixed,5 years fixed then variable,,,fixed,,3/30/2015,3/20/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.875,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3
100727459,Branch,8/11/2013,USA,Resi,Mortage,Loan,Linear,3/22/2045,3/21/2050,USD,129428.5714,76500,14.45,120707.1429,0.0433361142,variable,,LIBOR,3,fixed,LIBOR,3/31/2015,3/21/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3
100727460,Branch,8/12/2013,USA,Resi,Mortage,Loan,Linear,3/23/2045,3/22/2050,USD,129428.5714,164126.6667,34,122423.12,0.04344067482,fixed,,,,fixed,,4/1/2015,3/22/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,213,6
100727461,Branch,8/13/2013,USA,Resi,Mortage,Loan,Linear,3/24/2045,3/23/2050,USD,129428.5714,200040,25.5,122423.12,0.04354523545,fixed,,,,fixed,,4/2/2015,3/23/2050,,,0.03,0.005,0.0075,7/26/2019,0,416.6666667,33.756375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,350,3
100727462,Branch,8/14/2013,USA,Resi,Mortage,Loan,Linear,3/25/2045,3/24/2050,USD,129428.5714,129200,340,122740,0.04364979607,mixed,5 years fixed then variable,,,fixed,,4/3/2015,3/24/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,33.405,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3998.4,0.04,0.005,0.01,non-performing,90,3
100727463,Branch,8/15/2013,USA,Resi,Mortage,Loan,Linear,3/26/2045,3/25/2050,USD,129428.5714,113960,358.3285714,122767.2,0.04375435669,fixed,,,,fixed,,4/4/2015,3/25/2050,,,0.03,0.005,0.0075,7/29/2019,368.6507937,368.6507937,31.609225,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,91,3
100727464,Branch,8/16/2013,USA,Resi,Mortage,Loan,Linear,3/27/2045,3/25/2053,USD,129428.5714,122957.1429,748.0971429,122979.1457,0.04385891732,fixed,,,,fixed,,4/5/2015,3/25/2053,,,0.03,0.005,0.0075,7/26/2019,0,359.5238095,29.30845286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,95,3
100727465,Branch,8/17/2013,USA,Resi,Mortage,Loan,Linear,3/28/2045,4/2/2045,USD,129428.5714,122957.1429,630.7142857,122979.1457,0.04396347794,fixed,,,,fixed,,4/6/2015,4/2/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,31.06267857,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,97,3
100727466,Branch,8/18/2013,USA,Resi,Mortage,Loan,Linear,3/29/2045,4/3/2045,USD,129428.5714,116485.7143,20.88571429,122979.1457,0.04406803856,fixed,,,,fixed,,4/7/2015,4/3/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,93,3
100727467,Branch,8/19/2013,USA,Resi,Mortage,Loan,Linear,3/30/2045,4/4/2045,USD,129428.5714,116485.7143,597.8571429,122979.1457,0.04417259918,fixed,,,,fixed,,4/8/2015,4/4/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,270,9
100727468,Branch,8/20/2013,USA,Resi,Mortage,Loan,Linear,3/31/2045,4/5/2045,USD,129428.5714,122957.1429,581.4285714,123080,0.04427715981,fixed,,,,fixed,,4/9/2015,4/5/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,29.2226,8/30/2019,8/30/2019,monthly,monthly,969.047619,3489.269143,0.04,0.005,0.01,non-performing,90,3
100727469,Branch,8/21/2013,USA,Resi,Mortage,Loan,Linear,4/1/2045,4/6/2045,USD,129428.5714,126840,375,123080,0.04438172043,mixed,5 years fixed then variable,,,fixed,,4/10/2015,4/6/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
100727470,Branch,8/22/2013,USA,CRE,Mortage,Loan,Linear,4/2/2045,4/7/2045,USD,129428.5714,122957.1429,270,123080,0.04448628105,fixed,,,,fixed,,4/11/2015,4/7/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.5675,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,95,3
100727471,Branch,8/23/2013,USA,Resi,Mortage,Loan,Linear,4/3/2045,4/2/2051,USD,129428.5714,122957.1429,491.3,123080,0.04459084168,fixed,,,,fixed,,4/12/2015,4/2/2051,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.947825,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,97,3
100727472,Branch,8/24/2013,USA,Resi,Mortage,Loan,Linear,4/4/2045,4/3/2050,USD,129428.5714,116485.7143,1000,123213.4286,0.0446954023,fixed,,,,fixed,,4/13/2015,4/3/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
100727473,Branch,8/25/2013,USA,Resi,Mortage,Loan,Linear,4/5/2045,4/4/2050,USD,129428.5714,116485.7143,405,123213.4286,0.04479996292,mixed,5 years fixed then variable,,,fixed,,4/14/2015,4/4/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,200,9
100727474,Branch,8/26/2013,USA,Resi,Mortage,Loan,Linear,4/6/2045,4/5/2050,USD,129428.5714,122957.1429,786.08,123280.7143,0.04490452354,fixed,,,,fixed,,4/15/2015,4/5/2050,,,0.03,0.005,0.0075,7/26/2019,468.9655172,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3
100727475,Branch,8/27/2013,USA,CRE,Mortage,Loan,Linear,4/7/2045,4/6/2050,USD,129428.5714,126840,781.6666667,123280.7143,0.04,fixed,,,,fixed,,4/16/2015,4/6/2050,,,0.03,0.005,0.0075,7/26/2019,0,434.2592593,37.32458333,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,400,9
100727476,Branch,8/28/2013,USA,Resi,Mortage,Loan,Linear,4/8/2045,4/7/2050,USD,130000,185566.6667,27.52380952,123306.6,0.035,fixed,,,,fixed,,4/17/2015,4/7/2050,,,0.03,0.005,0.0075,7/23/2019,449.7354497,449.7354497,36.43545238,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,95,3
100727477,Branch,8/29/2013,USA,Resi,Mortage,Loan,Linear,4/9/2045,4/7/2053,USD,130000,142500,28.47095238,123306.6,0.04,fixed,,,,fixed,,4/18/2015,4/7/2053,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,41.0387844,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,97,3
100727478,Branch,8/30/2013,USA,Resi,Mortage,Loan,Linear,4/10/2045,4/15/2045,USD,130000,110571.4286,29.41809524,123496,0.04,fixed,,,,fixed,,4/19/2015,4/15/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3
100727479,Branch,8/31/2013,USA,Resi,Mortage,Loan,Linear,4/11/2045,4/16/2045,USD,130000,170785.7143,446.547619,123591.8286,0.04,fixed,,,,fixed,,4/20/2015,4/16/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,40.30092262,8/30/2019,8/30/2019,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,20,3
100727480,Branch,9/1/2013,USA,Resi,Mortage,Loan,Linear,4/12/2045,4/17/2045,USD,130000,122957.1429,497.3142857,123604.2857,0.0375,fixed,,,,fixed,,4/21/2015,4/17/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,45.25099524,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,90,3
100727481,Branch,9/2/2013,USA,Resi,Mortage,Loan,Linear,4/13/2045,4/18/2045,USD,130000,116714.2857,1096.82381,123604.2857,0.04,fixed,,,,fixed,,4/22/2015,4/18/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,45.34265833,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,92,3
100727482,Branch,9/3/2013,USA,Resi,Mortage,Loan,Linear,4/14/2045,4/19/2045,USD,130000,140700,976.6666667,123604.2857,0.04,fixed,,,,fixed,,4/23/2015,4/19/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.63583333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,180,6
100727483,Branch,9/4/2013,USA,Resi,Mortage,Loan,Linear,4/15/2045,4/20/2045,USD,130000,119442.8571,34,123641.4443,0.04,fixed,,,,fixed,,4/24/2015,4/20/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,50.0185,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,170,6
100727484,Branch,9/5/2013,USA,Resi,Mortage,Loan,Linear,4/16/2045,4/15/2051,USD,132714.2857,190000,750,123641.4443,0.04,fixed,,,,fixed,,4/25/2015,4/15/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,213,6
100727485,Branch,9/6/2013,USA,Resi,Mortage,Loan,Linear,4/17/2045,4/16/2050,USD,132714.2857,129200,500,123641.4443,0.04,fixed,,,,fixed,,4/26/2015,4/16/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,200,3
